,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
5,289,A B C INDIA LTD.,20020331,12,IGAAP,995.5,973.4,12.5,12.2,0.3,983.0,8.7,79.2,14.4,31.8,-3.0,-0.3052,635.3,,0.0,87.0,5002362.0,,50.0,,,,50.0236,260.5,230.0,635.3,,,656.15,1.319,1.3248,0.8829,37.0,52.2,,2001,678.6,1.448570586501621,1,0.05452402004126142,1,1.7076427255985267,0,0,0,656.95,0.0,0.0,1.1922,1,,0,1.009862338196014,1.0082457412105836,1,1.4344238137341585,1.6936771025168813,0,4
8,363,STARLOG ENTERPRISES LTD.,20020331,12,IGAAP,625.6,30.1,0.9,0.1,0.8,624.7,71.4,461.8,77.4,-340.5,82.2,13.1583,2035.9,,0.0,230.1,11320200.0,9950000.0,113.2,99.5,,,113.20200000000001,1169.0,733.4,2035.9,,,2183.2,1.5477,1.5477,0.6857,406.8,432.6,17.3,2001,2337.6,0.2672399041752225,1,0.1740246406570842,1,0.24193809755307083,1,0,0,2186.75,0.0,0.0,1.1638,1,113.20200000000001,0,20.754152823920265,1.0528913963328632,1,0.012876454483230665,0.22978447577378058,0,5
11,365,A B G SHIPYARD LTD.,20020630,15,IGAAP,1582.6,1535.3,0.7,,0.7,1581.9,62.1,407.4,87.1,329.8,74.9,4.7348,4059.1,,0.0,2350.0,13000000.0,,130.0,,,,130.0,442.4,629.1,4059.1,,,2750.4,0.0717,0.7044,1.422,-11.9,-0.6,100.0,2001,2097.7,0.7541116460885733,1,-0.005672879820756067,0,0.5149586250795671,1,0,0,3078.3999999999996,0.0,0.0,0.5629,1,120.0,0,1.0303523741288347,1.006636250518457,1,0.7318968393955285,0.5115637598132824,1,5
14,400,A B L BIOTECHNOLOGIES LTD.,20020331,12,IGAAP,5.7,0.2,3.0,3.0,,2.7,-10.5,-3.3,-10.5,-14.3,-13.5,-500.0000,43.2,,0.0,2.3,4100000.0,,41.0,,,,41.0,24.5,12.7,43.2,,,46.1,0.0435,0.0435,0.5184,-0.2,-0.2,,2001,55.2,0.04891304347826087,1,-0.0036231884057971015,0,0.07503410641200546,0,0,0,49.19999999999977,0.0,0.0,0.975,0,41.0,0,13.5,1.896551724137931,1,0.0036231884057971015,0.03956343792633015,0,2
17,414,A B M INTERNATIONAL LTD.,20020331,12,IGAAP,419.1,402.7,1.3,1.3,,417.8,-9.0,7.9,-8.9,-9.8,-10.3,-2.4653,149.9,,0.0,21.7,490000.0,,4.9,,,,4.9,103.3,21.5,149.9,,,150.75,2.8805,2.9562,0.2081,14.5,17.9,,2001,151.6,2.755936675461742,1,0.09564643799472296,1,1.4080051646223368,1,0,0,150.74999999999983,0.0,0.0,2.1871,1,4.9,0,1.0374968959523219,1.016309412861137,1,2.6563324538258577,1.3854099418979986,1,6
20,415,A B M KNOWLEDGEWARE LTD.,20020331,12,IGAAP,108.6,104.3,,,,108.6,6.2,15.5,10.6,7.7,6.2,5.7090,137.5,,0.0,9.4,10350000.0,,103.5,,,,103.5,102.2,22.8,137.5,,,132.4,4.0922,4.2695,0.2231,-17.2,-17.2,,2001,130.8,0.8302752293577981,1,-0.1314984709480122,0,0.29114971050454924,1,0,0,134.1499999999998,0.0,0.0,1.2843,1,81.98899999999999,0,1.0412272291466922,1.0830769230769233,0,0.797400611620795,0.26881720430107525,1,4
28,666,A C I INFOCOM LTD.,20020331,12,IGAAP,1157.2,1153.4,0.2,0.2,,1157.0,-11.4,14.4,-11.4,-6.9,-11.3,-0.9767,333.6,,0.0,195.3,8149090.0,,81.4,,,,81.4909,109.1,29.2,333.6,,,403.0,0.8319,1.1589,0.2676,-27.8,-15.1,,2001,474.6,2.437842393594606,1,-0.05857564264643911,0,6.737596471885336,0,0,0,404.0999999999998,0.0,0.0,1.0468,1,45.6079,0,1.003121206866655,1.0018032786885247,1,2.4302570585756427,6.725468577728776,0,3
31,783,A D F FOODS LTD.,20020331,12,IGAAP,448.1,444.1,0.2,0.2,,447.9,4.8,38.8,7.0,25.2,5.1,1.1386,437.7,,0.0,101.9,10023400.0,,104.0,,,,100.234,220.0,109.9,437.7,,,440.4,0.5312,1.161,0.4995,27.1,28.0,,2001,443.1,1.010832769126608,1,0.06116000902730761,1,0.9478600912448403,1,0,0,440.39999999999975,0.0,0.0,1.1037,1,107.8,1,1.0085566313893266,1.0073885938582314,1,1.0022568269013767,0.9409081034108191,1,7
34,830,A D S DIAGNOSTIC LTD.,20020331,12,IGAAP,24.8,24.5,,,,24.8,0.1,6.2,0.2,1.6,0.2,0.8065,56.1,,0.0,2.8,2192800.0,,22.5,,,,21.928,30.1,13.6,56.1,,,54.9,1.0816,2.0204,0.4518,3.5,3.7,,2001,55.3,0.44846292947558775,1,0.06329113924050633,1,0.5,0,0,0,55.69999999999972,0.0,0.0,0.8987,1,22.973000000000003,1,1.0122448979591836,1.00418410041841,1,0.44303797468354433,0.4979166666666666,0,5
39,934,APEEJAY TEA LTD. [MERGED],20020331,12,IGAAP,983.1,929.3,1.5,1.5,,981.6,53.7,136.3,71.7,43.5,52.2,5.3178,2704.1,,0.0,175.0,6000000.0,,60.0,,,,60.0,824.3,199.1,2704.1,,,1246.7,0.1637,0.315,0.2415,-44.6,-30.1,,2001,2629.5,0.3733029092983457,1,-0.01696139950560943,0,0.36240646965459905,1,0,0,2666.7999999999997,0.0,0.0,0.5096,0,60.0,0,1.056278919616916,1.055237676056338,1,0.3534131964251759,0.3434358703045877,1,4
44,1120,A I A ENGINEERING LTD.,20020331,12,IGAAP,1297.4,1210.1,16.9,16.0,0.9,1280.5,147.0,250.7,209.0,147.9,130.1,10.1601,1387.8,,0.0,106.0,4810000.0,3826600.0,48.1,382.7,,,48.1,952.6,462.1,1387.8,,,1135.15,1.8016,2.0131,0.8108,0.0,,,2001,882.5,1.4509915014164305,1,0.0,0,1.4444444444444444,1,0,0,1135.1499999999999,0.0,0.0,1.9149,1,48.1,0,1.0581770101644492,1.0237843551797041,1,1.3712181303116147,1.4108873974645786,0,4
61,1827,A M I COMPUTERS (I) LTD.,20020331,12,IGAAP,73.7,73.2,,,,73.7,0.3,15.3,0.3,-0.2,0.3,0.4071,235.1,,0.0,0.6,10024400.0,,100.2,,,,100.244,186.0,43.8,235.1,,,234.9,0.7704,0.7704,0.2355,112.6,112.6,,2001,237.4,0.3104465037910699,1,0.4743049705139006,1,0.4231824417009602,0,1,0,236.25000000000003,0.0,0.0,2.7123,0,100.244,0,1.0068306010928962,1.004885993485342,1,0.3083403538331929,0.4211248285322359,0,4
64,2015,A N G INDUSTRIES LTD.,20020331,12,IGAAP,81.1,80.3,,,,81.1,1.3,11.4,1.3,10.0,3.3,4.0691,142.0,,0.0,10.7,4225000.0,,42.3,,,,42.25,56.8,68.7,142.0,,,132.25,1.0061,1.2807,1.2095,1.8,1.8,,2001,134.5,0.6029739776951673,1,0.013382899628252789,1,0.6721991701244814,0,0,0,138.25,0.0,0.0,1.4056,0,42.25,0,1.0099626400996264,1.0146137787056368,0,0.5970260223048327,0.6625172890733056,0,2
73,2248,A P M INDUSTRIES LTD.,20020331,12,IGAAP,1282.0,1260.0,5.7,5.7,,1276.3,2.7,95.6,3.6,27.1,0.1,0.0078,684.3,,0.0,54.3,4443416.0,,44.4,,,,44.4342,208.3,365.8,684.3,,,686.9,0.6361,1.2078,1.7561,51.0,51.3,,2001,690.2,1.8491741524195884,1,0.07389162561576354,1,1.8637928659964191,0,0,0,687.2500000000002,0.0,0.0,1.2211,0,44.4342,0,1.0129365079365078,1.0127974854063762,1,1.8255578093306286,1.840242390855254,0,3
76,2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20020331,12,IGAAP,291.0,288.8,0.2,0.2,,290.8,3.9,31.9,7.3,15.1,4.0,1.3755,244.4,,0.0,43.4,5040000.0,,50.4,,,,50.4,112.5,63.6,244.4,,,244.15,0.9793,1.4406,0.5653,32.3,32.7,,2001,254.4,1.1430817610062893,1,0.12696540880503143,1,1.3426661094860008,0,0,0,249.40000000000023,0.0,0.0,1.3571,1,50.4,0,1.0069252077562327,1.006894390473206,1,1.1352201257861636,1.333472628499791,0,4
82,2773,ANIL SPECIAL STEEL INDS. LTD.,20020331,6,IGAAP,218.8,217.9,0.2,,0.2,218.6,-71.6,7.1,-71.6,-10.2,-71.8,-32.8454,778.2,,0.0,80.7,3519425.0,,35.2,,,,35.1942,-221.8,836.0,778.2,,,712.9,0.3977,0.7983,,-70.3,-70.3,,2001,820.6,0.26639044601511086,1,-0.0856690226663417,0,0.5652452025586354,0,0,0,799.4000000000001,0.0,0.0,0.8337,0,35.1942,0,1.0032124827902706,1.0034065102195309,0,0.2655374116500122,0.5633262260127931,0,1
85,2842,A S M TECHNOLOGIES LTD.,20020331,12,IGAAP,133.5,127.2,,,,133.5,-12.2,18.5,-10.9,-11.5,-12.2,-9.1386,151.3,,0.0,47.8,5000000.0,,50.0,,,,50.0,54.5,49.0,151.3,,,150.3,0.7899,0.9734,0.8991,13.7,11.7,,2001,151.3,0.8823529411764706,1,0.09054857898215465,1,1.6336357292393577,0,0,0,151.30000000000007,0.0,0.0,1.2064,0,50.0,0,1.0495283018867925,1.1265640038498554,0,0.8407138136153337,1.4501046755059315,0,2
88,3005,A T E TRADING & MFG. CO. LTD. [MERGED],20020331,12,IGAAP,39.6,37.3,1.4,0.1,1.3,38.2,2.7,4.3,3.4,1.8,1.5,3.9267,21.7,,0.0,3.8,150000.0,,1.5,,,,1.5,12.8,1.6,21.7,,,23.6,2.2857,2.4,0.125,2.4,3.2,,2001,25.5,1.4980392156862745,1,0.09411764705882353,1,2.1279620853080567,0,0,0,23.60000000000007,0.0,0.0,2.0105,1,1.5,0,1.024128686327078,1.0393518518518519,0,1.4627450980392156,2.0473933649289098,0,3
91,3052,A T N INTERNATIONAL LTD.,20020331,12,IGAAP,41.1,28.5,11.3,3.1,8.2,29.8,-0.2,14.9,0.7,-8.7,-10.5,-35.2349,541.7,,0.0,18.3,39450000.0,,394.5,,,,394.5,344.0,130.1,541.7,,,567.0,12.4759,13.7005,0.3782,-27.3,-26.1,,2001,597.7,0.049857788188054204,1,-0.04567508783670737,0,0.06310679611650487,0,0,0,569.7,0.0,0.0,3.5023,1,394.5,0,1.0456140350877192,1.4119850187265919,0,0.047682784005353855,0.04469367258118514,1,3
94,3083,A T V PROJECTS INDIA LTD.,20020331,12,IGAAP,384.5,379.8,,,,384.5,-212.8,-13.1,-212.8,-65.3,-212.8,-55.3446,3441.8,,0.0,570.3,53117425.0,,531.2,,,,531.1743,-1232.7,4104.2,3441.8,,,3505.3,0.1477,0.1738,,-3.3,-3.3,,2001,3568.8,0.10773929612194574,1,-0.0009246805648957632,0,0.14066583342801953,0,0,0,3505.3,0.0,0.0,0.2184,0,531.1743,0,1.012374934175882,1.0069133794225293,1,0.10642232683254875,0.13970003408703557,0,2
102,3335,A V T NATURAL PRODUCTS LTD.,20020331,12,IGAAP,348.8,346.3,0.4,,0.4,348.4,-41.7,11.0,-41.7,-12.5,-41.8,-11.9977,429.4,,0.0,13.5,3807100.0,60.0,38.1,,,,38.071,222.8,192.2,429.4,,,476.5,0.2895,1.5819999999999999,0.8627,71.1,71.5,,2001,523.7,0.6652663738781744,1,0.1357647508115333,1,1.5439320388349516,0,0,0,476.54999999999995,0.0,0.0,1.6279,0,38.071,0,1.006064106266243,1.0077629911280102,0,0.6612564445293106,1.5320388349514564,0,2
105,3624,AAKAR ENGINEERING & MFG. CO. LTD.,20020331,12,IGAAP,31.7,31.7,,,,31.7,-6.9,2.0,-6.9,-3.1,-6.9,-21.7666,88.7,,0.0,15.7,5000000.0,,50.0,,,,50.0,28.4,43.7,88.7,,,82.05,0.7352,1.053,1.5387,-5.0,-5.0,,2001,75.6,0.41931216931216936,1,-0.06613756613756615,0,0.7615965480043149,0,0,0,82.14999999999998,0.0,0.0,5.7872,0,50.0,0,1.0,1.0042674253200568,0,0.41931216931216936,0.7583603020496223,0,1
109,3737,JAINEX AAMCOL LTD.,20020331,12,IGAAP,14.0,12.2,0.2,0.2,,13.8,-3.7,-1.2,-3.7,-4.2,-3.8,-27.5362,49.2,,0.0,1.7,546338.0,33128.0,5.5,3.3,,,5.4634,3.3,15.9,49.2,,,19.9,0.625,1.2361,,0.8,0.8,,2001,56.0,0.24642857142857144,1,0.014285714285714287,1,0.23960066555740434,1,0,0,52.59999999999998,0.0,0.0,0.9764,1,5.4634,0,1.1311475409836067,1.0069930069930069,1,0.21785714285714283,0.23793677204658903,0,5
114,3990,AARTI DRUGS LTD.,20020331,12,IGAAP,1757.2,1746.1,,,,1757.2,109.2,259.2,122.8,201.5,109.3,6.2201,1569.3,,0.0,265.1,13009500.0,,130.1,,,,130.095,570.6,690.7,1569.3,,,1497.4,0.7126,1.0905,1.2105,182.4,196.6,,2001,1429.4,1.2293269903455994,1,0.12760598852665453,1,1.2099895607484141,1,0,0,1499.35,0.0,0.0,1.1169,0,130.095,0,1.0063570242254167,1.005069370330843,1,1.2215614943332866,1.2038866136673894,1,5
117,3998,AARTI INDUSTRIES LTD.,20020331,12,IGAAP,3521.8,3451.2,34.1,33.8,0.3,3487.7,279.9,733.5,341.1,446.6,260.4,7.4662,3180.7,,0.0,352.4,12134904.0,,121.3,,,,121.34899999999999,1237.4,1227.6,3180.7,,,2912.6,0.8432,1.1997,0.9921,455.9,490.6,,2001,2666.0,1.3082145536384095,1,0.1710052513128282,1,1.293869974646867,1,0,0,2923.35,0.0,0.0,1.2283,0,116.2238,0,1.0105760315252665,1.0033352057295324,1,1.2945236309077268,1.2895689967403114,1,5
120,4024,AARVEE DENIMS & EXPORTS LTD.,20020331,12,IGAAP,1496.9,1495.2,1.6,0.1,1.5,1495.3,40.1,181.8,53.8,149.3,39.5,2.6416,1034.1,,0.0,108.3,17990000.0,,179.9,,,,179.9,203.7,616.0,1034.1,,,944.65,0.5317,1.018,3.0241,84.7,98.4,,2001,857.3,1.7441968972355069,1,0.09879855359850695,1,1.3513547733603444,1,0,0,945.7000000000002,0.0,0.0,0.9501,1,179.9,0,1.000066880684858,1.0000937031484256,0,1.7440802519538086,1.351228159027602,1,5
126,4132,AASWA TRADING & EXPORTS LTD.,20020331,12,IGAAP,149.3,147.8,,,,149.3,0.8,1.4,1.3,-0.1,0.8,0.5358,49.4,,0.0,35.8,720000.0,,7.2,,,,7.2,12.6,0.5,49.4,,,32.7,0.9972,0.9972,0.0397,0.0,-0.1,,2001,16.0,9.33125,1,0.0,0,10.601626016260163,0,0,0,32.70000000000019,0.0,0.0,2.0,0,7.2,0,1.010148849797023,1.006561173292165,1,9.2375,10.532520325203253,0,2
129,4210,ABACUS COMPUTERS LTD.,20020630,12,IGAAP,0.9,0.9,,,,0.9,-1.3,0.3,-1.3,0.0,-1.3,-144.4444,31.5,,0.0,6.6,2853800.0,,28.5,,,,28.538,16.0,8.9,31.5,,,31.5,0.9407,1.8729,0.5563,-0.1,-0.1,,2001,31.7,0.028391167192429023,1,-0.003154574132492114,0,0.03353658536585367,0,0,0,31.600000000000186,0.0,0.0,1.9646,0,28.538,0,1.0,1.0,0,0.028391167192429023,0.03353658536585367,0,1
132,4253,ABAN OFFSHORE LTD.,20020331,12,IGAAP,2096.4,1818.7,24.0,24.0,,2072.4,130.5,914.8,161.7,219.7,112.4,5.4237,4905.4,,0.0,122.1,6278760.0,,62.8,,,,62.7876,1076.5,2528.0,4905.4,,,3450.05,1.2663,1.4381,2.3484,376.9,702.9,,2001,2326.4,0.890818431911967,1,0.16200997248968363,1,0.432712511938873,1,0,0,3615.8999999999996,0.0,0.0,1.8613,0,62.7876,0,1.1394952438555013,1.3210380521941976,0,0.781765818431912,0.3275549188156638,1,4
139,4320,ABEE INFO-CONSUMABLES LTD.,20020331,12,IGAAP,34.6,33.8,0.1,0.1,,34.5,2.0,5.5,2.0,1.7,2.0,5.7971,118.0,,0.0,14.2,4511200.0,,45.1,,,,45.111999999999995,45.8,36.4,118.0,,,98.2,0.4718,0.5739,0.7948,4.9,5.0,,2001,118.2,0.2918781725888325,1,0.04145516074450085,1,0.3463587921847247,0,0,0,118.1000000000001,0.0,0.0,0.5584,1,45.111999999999995,0,1.0207100591715976,1.0103626943005182,1,0.2859560067681895,0.34280639431616344,0,4
148,4671,RADICO KHAITAN LTD.,20020331,15,IGAAP,5038.4,5003.2,10.9,7.2,3.7,5027.5,142.8,340.0,160.3,269.2,147.1,2.9259,1946.6,,0.0,344.1,19171608.0,,191.7,,,,191.7161,459.3,801.9,1946.6,,,1444.4,0.6309,0.9487,1.7459,155.7,195.3,,2001,1553.0,3.2372826786864133,1,0.10025756600128782,1,1.198647778493239,1,0,0,1749.8000000000002,0.0,0.0,1.0553,0,191.7161,0,1.0048568915893827,1.0122349102773247,0,3.2216355441081777,1.1841596909207985,1,4
150,4709,TRIDENT LTD.,20020331,15,IGAAP,4468.0,4440.6,2.7,,2.7,4465.3,25.4,947.9,85.9,624.8,140.9,3.1554,4655.3,,0.0,268.3,179494675.0,,1794.9,,,,1794.9468,1954.8,2152.2,4655.3,,,3873.95,0.8089,1.8259,1.101,1018.8,1026.1,150.6,2001,3194.0,1.3980275516593614,1,0.31897307451471507,1,1.4620363711085997,0,0,0,3924.6500000000005,0.0,0.0,1.6521,1,514.7713,0,1.0055623113993604,1.0064716907734201,0,1.3902943018159049,1.4526353642248022,0,3
151,4709,TRIDENT LTD.,20021231,9,IGAAP,3239.4,3215.6,5.2,3.8,1.4,3234.2,190.5,828.2,323.9,497.2,185.8,5.7449,4663.9,,0.0,286.3,194194675.0,,1942.0,,,,1941.9468,2318.9,1571.8,4663.9,,,4577.55,1.5077,3.0758,0.6778,696.5,698.2,147.0,2001,4655.3,0.6947350331879792,1,0.14961441797521105,1,1.3980275516593614,0,0,0,4659.6,0.0,0.0,1.8259,1,1794.9468,0,1.005784301530041,1.0055623113993604,1,0.6907395871372414,1.3902943018159049,0,4
154,4831,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,20020331,12,IGAAP,9.7,1.8,,,,9.7,0.2,7.5,0.8,-5.5,0.2,2.0619,82.3,,0.0,3.5,6000000.0,,60.0,,,,60.0,64.7,8.2,82.3,,,92.3,1.4954,1.4954,0.1267,2.8,3.3,,2001,103.3,0.09390125847047434,1,0.027105517909002903,1,0.14198606271777003,0,0,0,92.80000000000018,0.0,0.0,0.7807,1,60.0,0,5.388888888888888,20.375,0,0.017424975798644726,0.006968641114982579,1,4
157,5003,INSPIRISYS SOLUTIONS LTD.,20020331,12,IGAAP,1544.1,1450.9,,,,1544.1,59.9,153.1,66.2,26.7,59.9,3.8793,1066.0,,0.0,345.1,13000000.0,,130.0,,,,130.0,374.4,326.6,1066.0,,,941.85,1.0939,1.2557,0.8723,-123.1,-120.6,75.7,2001,835.0,1.8492215568862274,1,-0.1474251497005988,0,2.296732459777741,0,0,0,950.5000000000002,0.0,0.0,1.3716,0,45.981,0,1.0642359914535804,1.0640897563974487,1,1.7376047904191618,2.1584010615359097,0,2
161,5206,ACCURATE TRANSFORMERS LTD.,20020331,12,IGAAP,383.4,382.3,,,,383.4,3.5,24.1,9.8,17.9,3.5,0.9129,340.4,,0.0,164.0,3037100.0,,30.4,,,,30.371,91.1,71.3,340.4,,,358.65,1.135,1.1991,0.7827,-15.0,-11.3,,2001,379.7,1.0097445351593364,1,-0.03950487226757967,0,1.847311019180143,0,0,0,360.0500000000003,0.0,0.0,1.1472,1,30.371,0,1.002877321475281,1.0026536027760768,1,1.0068475111930473,1.8424219631440393,0,3
164,5284,ACE SOFTWARE EXPORTS LTD.,20020331,12,IGAAP,56.0,53.1,,,,56.0,9.9,15.5,10.2,7.6,10.0,17.8571,101.2,,0.0,2.6,5000000.0,,50.0,,,,50.0,93.2,0.3,101.2,,,99.9,1.9180000000000001,2.5902,0.0032,12.4,13.0,0.7,2001,102.1,0.5484818805093047,1,0.12144955925563175,1,0.5986316989737742,0,0,0,101.65000000000032,0.0,0.0,1.7595,1,50.0,0,1.054613935969868,1.0135135135135136,1,0.5200783545543585,0.5906499429874572,0,4
167,5396,ACKNIT INDUSTRIES LTD.,20020331,12,IGAAP,186.7,183.5,0.1,0.1,,186.6,25.9,40.9,28.8,30.6,26.1,13.9871,151.9,,0.0,7.3,3000000.0,,30.0,,,,30.0,105.4,24.7,151.9,,,151.15,1.3972,2.1568,0.2343,15.6,15.7,,2001,153.0,1.2196078431372548,1,0.10196078431372549,1,1.3253706754530477,0,0,0,152.45000000000033,0.0,0.0,0.7772,1,30.0,0,1.0168937329700272,1.022236340533672,0,1.1993464052287581,1.2965403624382208,0,3
176,5568,ACROW INDIA LTD.,20020331,12,IGAAP,68.5,64.8,0.7,0.7,,67.8,1.5,9.2,3.4,1.3,0.8,1.1799,120.1,,0.0,11.7,640000.0,,6.4,,,,6.4,70.9,12.9,120.1,,,119.45,0.4854,0.9709,0.1819,8.8,10.0,,2001,120.1,0.5645295587010825,1,0.07327227310574522,1,0.7896019496344436,0,0,0,120.10000000000035,0.0,0.0,1.1682,0,6.4,0,1.0462962962962963,1.035143769968051,1,0.5395503746877602,0.7627944760357434,0,3
179,5574,ACRYSIL LTD.,20020331,12,IGAAP,133.6,131.6,1.5,1.2,0.3,132.1,7.8,20.0,10.3,14.7,6.3,4.7691,117.2,,0.0,23.7,2572000.0,,25.7,,,,25.72,36.8,44.6,117.2,,,110.7,0.7979999999999999,1.0799,1.212,5.0,5.5,,2001,104.8,1.2604961832061068,1,0.04770992366412214,1,0.7610114192495921,1,0,0,111.00000000000036,0.0,0.0,0.9808,1,25.72,0,1.0037993920972645,1.0141304347826086,0,1.2557251908396947,0.7504078303425775,1,5
191,5715,ADAM COMSOF LTD.,20020630,12,IGAAP,317.3,314.5,,,,317.3,70.2,83.9,78.2,77.7,70.2,22.1242,456.1,,0.0,29.1,13382000.0,,133.8,,,,133.82,394.5,14.1,456.1,,,415.1,7.1991,7.2424,0.0357,13.5,13.5,,2001,374.2,0.8479422768572956,1,0.036076964190272585,1,0.9380281690140845,0,0,0,415.1500000000003,0.0,0.0,7.8974,0,133.82,0,1.0089030206677265,1.00773369199731,1,0.8404596472474613,0.930829420970266,0,3
194,5747,ADANI ENTERPRISES LTD.,20020331,12,IGAAP,28610.4,28124.4,3.1,3.1,,28607.3,327.0,1688.7,330.0,891.1,334.3,1.1686,17203.4,,0.0,7124.5,22047400.0,20000000.0,220.5,200.0,,,220.47400000000002,5161.1,4993.3,17203.4,,,17115.4,1.0482,1.1757,1.0065,1457.5,1460.5,-105.0,2001,17027.4,1.6800744682100612,1,0.08559733136004322,1,2.2126642858701424,0,0,0,17115.4,0.0,0.0,1.3141,0,220.47400000000002,0,1.0171701440741847,1.0119518069082973,1,1.6517142957820923,2.186531286139255,0,3
200,5802,VIKAS PROPPANT & GRANITE LTD.,20020331,12,IGAAP,138.4,134.8,,,,138.4,-1.5,5.3,-1.5,-1.6,-1.5,-1.0838,75.9,,0.0,10.0,5967500.0,,59.7,,,,59.675,37.7,26.0,75.9,,,75.35,0.5351,1.1162,0.6897,9.5,9.5,,2001,77.6,1.7835051546391754,1,0.12242268041237114,1,1.2099898063200816,1,0,0,76.74999999999855,0.0,0.0,1.097,1,59.675,0,1.0267062314540059,1.0025337837837838,1,1.737113402061856,1.2069317023445465,1,6
203,5843,ADARSH PLANT PROTECT LTD.,20020331,12,IGAAP,12.3,11.7,,,,12.3,-5.3,2.0,-5.3,-0.1,-5.3,-43.0894,64.1,,0.0,2.6,3436500.0,,34.4,,,,34.365,24.7,34.0,64.1,,,63.7,0.8764,1.3243,1.3765,3.4,3.4,,2001,68.6,0.17930029154518953,1,0.04956268221574344,1,0.3187311178247734,0,0,0,66.34999999999854,0.0,0.0,1.7315,0,34.365,0,1.0512820512820513,1.0047619047619047,1,0.17055393586005832,0.3172205438066465,0,3
207,5907,ADD-LIFE PHARMA LTD.,20020331,12,IGAAP,5.1,4.6,,,,5.1,-4.2,-1.4,-4.2,-2.8,-3.0,-58.8235,27.6,,0.0,3.3,5258570.0,,52.6,,,,52.5857,16.2,5.3,27.6,,,28.1,0.4878,0.4878,0.3272,0.6,0.6,,2001,35.1,0.14529914529914528,1,0.017094017094017092,1,0.019271948608137045,1,0,0,31.349999999998538,0.0,0.0,0.6796,0,52.5857,0,1.108695652173913,2.25,0,0.13105413105413105,0.008565310492505354,1,4
210,5921,ADDI INDUSTRIES LTD.,20020331,12,IGAAP,720.3,718.8,0.6,0.6,,719.7,45.1,88.1,45.1,58.4,46.1,6.4054,435.8,,0.0,33.7,5745061.0,,57.5,,,,57.4506,308.9,71.1,435.8,,,451.35,1.0258,2.2624,0.2302,152.0,152.0,,2001,467.5,1.5394652406417113,1,0.3251336898395722,1,1.174888888888889,1,0,0,451.6499999999985,0.0,0.0,1.1289,1,57.4506,0,1.0012520868113524,1.003225806451613,0,1.5375401069518715,1.1711111111111112,1,5
213,6076,ADHUNIK SYNTHETICS LTD.,20020331,12,IGAAP,36.7,36.6,,,,36.7,-72.3,-8.6,-72.3,-26.8,-72.2,-196.7302,188.9,,0.0,17.6,4559475.0,,45.7,,,,45.5947,-191.4,351.7,188.9,,,202.6,0.4896,0.7621,,-1.5,3.8,,2001,217.6,0.16865808823529413,1,-0.006893382352941176,0,0.38408304498269896,0,0,0,203.24999999999847,0.0,0.0,0.8205,0,45.5947,0,1.0027322404371586,1.0070564516129032,0,0.16819852941176472,0.3813917723952326,0,1
216,6082,ADHUNIK YARNS LTD.,20020331,12,IGAAP,0.9,0.9,,,,0.9,-12.9,0.1,-12.9,-4.1,-12.9,-1433.3333,66.7,,0.0,41.9,4580000.0,,45.8,,,,45.8,-52.1,76.3,66.7,,,67.4,0.1151,0.1371,,0.0,0.0,,2001,69.6,0.012931034482758622,1,0.0,0,0.0013440860215053762,1,0,0,68.14999999999846,0.0,0.0,0.1211,1,45.8,0,1.0,1.0,0,0.012931034482758622,0.0013440860215053762,1,4
223,6166,ADINATH TEXTILES LTD.,20020331,12,IGAAP,80.5,79.4,0.1,,0.1,80.4,-59.3,-27.0,-59.3,-39.3,-59.4,-73.8806,184.3,,0.0,98.9,8616800.0,2000.0,86.2,0.2,,,86.16799999999999,-128.5,210.6,184.3,,,215.25,0.2955,0.5742,,12.3,12.3,,2001,246.2,0.32656376929325753,1,0.04995938261575955,1,0.41737350102369114,0,0,0,215.24999999999835,0.0,0.0,0.6822,0,86.16799999999999,0,1.012594458438287,1.0035161744022503,1,0.3225020308692121,0.415911085112606,0,3
