,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
7914,145765,MIDLAND PLASTICS LTD.,20020331,12,IGAAP,228.3,228.0,,,,228.3,0.7,11.3,0.7,7.1,0.7,0.3066,157.6,,0.0,29.5,3944600.0,,39.4,,,,39.446,37.5,85.5,157.6,,,153.2,0.8545,1.2267,2.28,9.8,9.8,,2001,160.1,1.4259837601499064,1,0.06121174266083698,1,1.6042813455657492,0,0,0,158.84999999982404,0.0,0.0,1.2854,0,39.446,0,1.0013157894736842,1.0053660406285934,0,1.424109931292942,1.5957186544342505,0,2
7921,145838,MIG-WELD & MACHINES LTD.,20020331,12,IGAAP,34.1,34.0,,,,34.1,-15.4,-6.2,-15.4,-7.6,-14.7,-43.1085,56.3,,0.0,13.0,4220500.0,,42.2,,,,42.205,-5.1,46.3,56.3,,,61.5,0.3672,0.8192,,5.4,5.4,,2001,70.3,0.4850640113798009,1,0.0768136557610242,1,0.6706056129985228,0,0,0,63.29999999982402,0.0,0.0,1.124,0,42.205,0,1.0029411764705882,1.0044247787610618,0,0.48364153627311524,0.6676514032496308,0,2
7924,145860,MIHIJAM VANASPATI LTD.,20020331,12,IGAAP,524.4,504.1,20.0,20.0,,504.4,12.3,25.3,12.3,-4.2,-7.7,-1.5266,113.2,,0.0,49.0,5000000.0,,50.0,,,,50.0,18.2,45.5,113.2,,,117.05,0.3568,0.8913,2.5,3.3,3.3,,2001,122.2,4.127659574468085,1,0.027004909983633387,1,3.21937550040032,1,0,0,117.69999999982399,0.0,0.0,0.7858,1,50.0,0,1.0005951200158698,1.0070122714750813,0,4.125204582651391,3.196957566052842,1,5
7927,146042,MILESTONE ORGANIC LTD. [MERGED],20020331,12,IGAAP,113.7,113.7,,,,113.7,0.9,8.2,1.0,2.9,0.9,0.7916,144.8,,0.0,26.9,6700000.0,,67.0,,,,67.0,42.3,72.7,144.8,,,138.05,0.4217,1.4608,1.7187,3.4,3.6,,2001,138.1,0.8233164373642289,1,0.024619840695148443,1,0.6233148295003965,1,0,0,141.449999999824,0.0,0.0,1.3478,1,67.0,0,1.0,1.0012738853503185,0,0.8233164373642289,0.6225218080888184,1,5
7931,146102,MILK SPECIALITIES LTD.,20020930,12,IGAAP,430.4,430.3,,,,430.4,12.5,37.0,13.4,26.6,12.5,2.9043,298.3,,0.0,19.5,9003100.0,,90.0,,,,90.031,123.4,132.8,298.3,,,293.6,0.8563,1.8259999999999998,1.0762,24.8,25.7,,2001,292.1,1.4734679904142416,1,0.08490243067442656,1,1.7704335465529497,0,0,0,295.199999999824,0.0,0.0,1.6982,1,90.031,0,1.0002323960027886,1.0004016064257029,0,1.4731256419034577,1.769722814498934,0,3
7934,146104,MILKFOOD LTD.,20020331,12,IGAAP,1646.6,1630.2,5.5,5.0,0.5,1641.1,-10.7,9.4,-10.7,-23.4,-16.2,-0.9871,446.3,,0.0,149.0,4887890.0,,48.9,,,,48.8789,266.6,21.4,446.3,,,426.1,1.0484,1.9652,0.0803,0.8,0.8,,2001,405.9,4.043114067504312,1,0.0019709288001970933,1,4.105444242056263,0,0,0,426.099999999824,0.0,0.0,1.9846,0,48.8789,0,1.0066862961599803,1.006849655035489,0,4.016260162601626,4.077514673143089,0,2
7937,146127,SKYLINE MILLARS LTD.,20020331,12,IGAAP,170.6,70.4,95.8,0.7,95.1,74.8,16.5,29.7,16.5,-76.1,-79.1,-105.7487,163.3,,0.0,107.2,2321425.0,,23.2,,,,23.2142,-78.8,73.7,163.3,,,121.4,0.2272,0.3959,,-113.6,-114.2,,2001,269.4,0.27765404602821087,1,-0.42167780252412773,0,0.2504590525156078,1,0,0,216.349999999824,0.0,0.0,0.3542,1,23.2142,0,1.0624999999999998,1.0412213740458016,1,0.26132145508537497,0.2405435181784796,1,5
7943,146321,M P L PLASTICS LTD.,20020930,12,IGAAP,639.8,633.8,1.3,,1.3,638.5,-389.1,-121.3,-389.1,-135.0,-321.3,-50.3211,1544.3,,0.0,293.7,12497100.0,,125.0,,,,124.971,-52.8,1255.2,1544.3,,,1611.0,0.4252,0.5587,,-30.5,53.6,22.0,2001,1684.5,0.3790442267735233,1,-0.01810626298604927,0,0.4210677217730374,0,0,0,1614.3999999998239,0.0,0.0,0.8515,0,79.971,0,1.0074155885137268,1.041117255068765,0,0.3762540813297714,0.4044383278857732,0,1
7946,146415,MINAXI TEXTILES LTD.,20020331,12,IGAAP,48.8,48.0,,,,48.8,1.0,6.2,1.1,0.8,1.1,2.2541,63.9,,0.0,2.2,6180000.0,,61.8,,,,61.8,55.4,0.3,63.9,,,66.0,2.4265,4.1618,0.0054,5.9,6.4,,2001,70.0,0.6971428571428571,1,0.0842857142857143,1,1.353566009104704,0,0,0,66.94999999982394,0.0,0.0,2.5664,1,61.8,0,1.0166666666666666,1.007909604519774,1,0.6857142857142857,1.3429438543247343,0,4
7952,146438,MINDA CORPORATION LTD.,20020331,12,IGAAP,680.6,672.3,7.3,3.5,3.8,673.3,22.2,98.1,35.3,54.7,17.4,2.5843,445.4,,0.0,133.4,2467425.0,,24.7,,,,24.6743,167.7,94.8,445.4,,,423.0,0.4939,0.8066,0.5653,97.1,100.2,,2001,410.0,1.6421951219512194,1,0.23682926829268292,1,1.3152787181223198,1,0,0,427.699999999824,0.0,0.0,0.7574,1,24.6743,0,1.0014874312063067,1.0020632737276478,0,1.6397560975609755,1.312570525840668,1,5
7955,146439,MINDA INDUSTRIES LTD.,20020331,12,IGAAP,1123.6,1103.7,17.4,0.4,17.0,1106.2,0.9,89.1,11.0,75.1,33.5,3.0284,661.6,,0.0,129.1,5252532.0,,52.5,,,,52.5253,154.5,348.0,661.6,,,608.0,0.7988,1.0982,2.7952,71.5,82.0,30.0,2001,575.1,1.9234915666840549,1,0.12432620413841071,1,2.09232889297198,0,0,0,618.3499999998241,0.0,0.0,1.0290000000000001,1,52.5253,0,1.0022651082721754,1.000878927708196,1,1.9191444966092854,2.090491502067065,0,4
7958,146456,MINDTECK (INDIA) LTD.,20020630,12,IGAAP,141.6,130.5,2.3,2.3,,139.3,26.1,35.2,27.9,17.2,23.8,17.0854,613.3,,0.0,17.5,9725564.0,,97.3,,,,97.2556,583.0,0.2,613.3,,,427.7,4.4337,4.4337,0.0003,41.1,42.5,6.0,2001,243.5,0.5720739219712526,1,0.16878850102669404,1,2.082018927444795,0,0,0,428.39999999982416,0.0,0.0,5.9609,0,65.0168,0,1.067432950191571,1.051792828685259,1,0.5359342915811088,1.9794952681388014,0,3
7961,146460,MINDTREE LTD.,20020331,12,IGAAP,788.9,721.8,0.1,,0.1,788.8,-201.7,-60.9,-201.7,-241.6,-201.8,-25.5832,1015.8,,0.0,84.2,21373997.0,2820000.0,42.8,665.5,,,213.74,806.3,750.3,1015.8,,,791.8,4.3438,4.3438,5.3288,0.0,,,2001,567.8,1.3892215568862276,1,0.0,0,2.156189865298268,0,0,0,791.7999999998242,0.0,0.0,1.6348,1,208.327,0,1.0928234968135218,1.0248475609756096,1,1.2712222613596338,2.1039127645926876,0,3
7967,146543,MINI SOFT LTD.,20020331,12,IGAAP,1.2,1.2,,,,1.2,-0.4,0.0,-0.4,-0.4,-0.4,-33.3333,80.6,,0.0,0.1,9911600.0,,99.1,,,,99.116,73.6,6.0,80.6,,,79.95,10.4098,10.540999999999999,0.0815,0.1,0.1,,2001,81.1,0.014796547472256474,1,0.0012330456226880397,1,0.04836759371221282,0,0,0,80.8499999998242,0.0,0.0,10.370999999999999,1,80.116,0,1.0,1.0,0,0.014796547472256474,0.04836759371221282,0,3
7972,146674,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,20020331,12,IGAAP,231.4,227.7,2.9,0.2,2.7,228.5,-37.7,5.6,-37.7,-10.1,-40.6,-17.7681,200.0,,0.0,39.9,3584800.0,200000.0,35.8,20.0,,,35.848,-51.6,199.0,200.0,,,225.2,0.16399999999999998,0.5036,,-19.5,-20.4,,2001,250.4,0.9125399361022364,1,-0.07787539936102236,0,0.7732211706975114,1,0,0,225.1999999998242,0.0,0.0,0.5716,0,35.848,0,1.0035133948177426,1.0109990834097158,0,0.9093450479233226,0.7648089730108657,1,3
7975,146797,MIRC ELECTRONICS LTD.,20020331,12,IGAAP,7761.3,7715.5,3.8,2.1,1.7,7757.5,342.6,699.1,414.1,544.6,341.3,4.3996,4640.4,,0.0,1039.9,7027006.0,,70.3,,,,70.2701,1701.4,1633.0,4640.4,,,4673.65,0.4872,0.9390000000000001,0.9598,828.5,905.2,,2001,5215.3,1.4874503863632005,1,0.15885950952006594,1,1.5144998438638493,0,0,0,4927.849999999825,0.0,0.0,0.9076,1,70.2701,0,1.005443587583436,1.0040576909806087,1,1.4793971583609764,1.5083793067554907,0,4
7978,146799,MIRCH TECHNOLOGIES (INDIA) LTD.,20020331,12,IGAAP,15.3,14.2,,,,15.3,-3.0,-2.9,-3.0,-4.1,-3.0,-19.6078,6.6,,0.0,16.2,800000.0,10000.0,7.9,1.0,,,8.0,-16.9,8.3,6.6,,,4.65,0.2716,0.2963,,-0.2,-0.2,,2001,2.7,5.666666666666667,1,-0.07407407407407407,0,0.20588235294117646,1,0,0,4.649999999824649,0.0,0.0,0.0991,1,8.0,0,1.0774647887323945,1.0,1,5.259259259259259,0.20588235294117646,1,5
7981,146833,MIRZA INTERNATIONAL LTD.,20020331,12,IGAAP,1889.6,1888.0,0.7,,0.7,1888.9,149.2,298.4,174.7,253.4,148.5,7.8617,1775.9,,0.0,223.8,16291200.0,1250000.0,162.9,125.0,,,162.912,892.4,628.9,1775.9,,,1688.75,0.3771,1.2639,0.8195,267.0,295.0,-75.0,2001,1601.6,1.179383116883117,1,0.1667082917082917,1,1.0544125405079507,1,0,0,1688.7499999998247,0.0,0.0,1.2895,0,162.912,0,1.0004766949152544,1.0008584305028971,0,1.1788211788211789,1.0535081769538022,1,4
7984,146859,MISHRA DHATU NIGAM LTD.,20020331,12,IGAAP,1073.2,1050.7,9.8,9.8,,1063.4,3.6,54.0,3.9,-14.9,-4.6,-0.4326,2153.9,,0.0,629.9,1373400.0,,1373.4,,,,13.734000000000002,1334.8,39.9,2153.9,,,2152.25,1.2405,2.7438,0.0299,31.9,43.1,,2001,2206.3,0.481983411140824,1,0.01445859583918778,1,0.5968864193822897,0,0,0,2180.0999999998253,0.0,0.0,2.3471,1,13.734000000000002,0,1.0120871799752547,1.04715904101168,0,0.47622716765625706,0.5700055063322821,0,3
7989,147380,MOBILE TELECOMMUNICATIONS LTD.,20020331,12,IGAAP,311.1,309.1,2.0,2.0,,309.1,0.6,20.6,2.8,0.8,-1.4,-0.4529,191.2,,0.0,34.0,11900000.0,,119.0,,,,119.0,119.4,,191.2,,,193.75,2.2391,3.0758,0.0,34.4,36.4,,2001,246.2,1.2554833468724615,1,0.1397238017871649,1,2.9542760372565624,0,0,0,218.69999999982525,0.0,0.0,1.7439,1,119.0,0,1.0,1.0002866972477062,0,1.2554833468724615,2.953429297205758,0,3
7997,147527,MODERN CEMENT INDS. LTD.,20020331,12,IGAAP,6.8,5.1,1.7,,1.7,5.1,-1.3,0.9,-1.3,-3.0,-3.0,-58.8235,71.2,,0.0,8.4,4982400.0,,49.8,,,,49.824,49.3,13.0,71.2,,,70.6,1.7879,1.8030000000000002,0.2637,0.0,,,2001,71.4,0.07142857142857142,1,0.0,0,0.13164893617021275,0,0,0,71.2999999998253,0.0,0.0,1.975,0,49.824,0,1.0,1.0,0,0.07142857142857142,0.13164893617021275,0,1
8000,147539,MODERN DAIRIES LTD.,20020331,12,IGAAP,1038.4,1035.9,,,,1038.4,6.6,39.9,11.2,25.3,6.8,0.6549,354.4,,0.0,61.5,8753100.0,,87.9,,,,87.531,71.2,192.6,354.4,,,321.9,0.5503,1.3624,2.7051,27.4,28.0,,2001,291.5,3.5622641509433963,1,0.09399656946826758,1,3.7211850649350646,0,0,0,322.9499999998253,0.0,0.0,1.3218,1,87.531,0,1.0024133603629695,1.0020765027322405,1,3.55368782161235,3.7134740259740258,0,4
8003,147543,MODERN DENIM LTD.,20020331,12,IGAAP,621.3,608.9,10.3,10.3,,611.0,-684.6,2.3,-684.6,-284.3,-694.7,-113.6989,2515.5,,0.0,176.5,37502000.0,650000.0,375.0,65.0,,,375.02,-1894.1,4169.9,2515.5,,,2666.55,0.3302,0.4069,,15.4,22.6,,2001,2819.0,0.21674352607307557,1,0.005462930117062789,1,0.17513290017720023,1,0,0,2667.2499999998263,0.0,0.0,0.5556,0,375.02,0,1.003448842174413,1.0018772292096865,1,0.21599858105711245,0.17480475159152065,1,5
8006,147607,MODERN INSULATORS LTD.,20020331,12,IGAAP,749.4,747.5,,,,749.4,17.1,130.2,18.0,72.8,17.3,2.3085,807.8,,0.0,99.1,21743500.0,,217.4,,,,217.435,207.8,394.7,807.8,,,785.6,0.9498,1.6819,1.8994,173.5,173.7,,2001,807.8,0.9277048774449121,1,0.21478088635800943,1,0.681880363138913,1,0,0,807.7999999998267,0.0,0.0,1.6553,1,217.435,0,1.0025418060200668,1.0034773060029283,0,0.9253528101015104,0.6795174729511254,1,5
8009,147625,MODERN MALLEABLES LTD.,20020331,12,IGAAP,53.6,51.4,,,,53.6,-35.5,-27.4,-35.5,-36.7,-35.5,-66.2313,412.5,,0.0,46.9,11525000.0,,115.3,,,,115.25,-491.4,830.2,412.5,,,409.65,1.5506,3.1134,,1.9,1.9,,2001,457.9,0.11705612579165757,1,0.004149377593360996,1,0.15386987357385137,0,0,0,435.1999999998266,0.0,0.0,3.6375,0,115.25,0,1.0428015564202335,1.058324496288441,0,0.11225158331513431,0.1453900709219858,0,2
8012,147633,MODERN INDIA LTD.,20020331,12,IGAAP,447.3,422.8,15.6,6.6,9.0,431.7,6.9,26.9,8.0,-14.8,-8.7,-2.0153,553.8,,0.0,68.5,7509400.0,,75.1,,,,75.094,332.9,104.1,553.8,,,605.0,0.426,3.6343,0.3127,30.7,30.7,,2001,693.9,0.6221357544314743,1,0.04424268626603257,1,0.6307312162533175,0,0,0,623.8499999998265,0.0,0.0,2.2144,1,75.094,0,1.021050141911069,1.004225557336442,1,0.6093096988038622,0.6280772398645557,0,4
8018,147679,MODERN STEELS LTD.,20020331,12,IGAAP,983.1,981.3,0.3,0.3,,982.8,-5.7,67.0,-5.7,53.4,-5.8,-0.5902,522.6,,0.0,122.7,4785600.0,,47.9,,,,47.856,66.0,299.9,522.6,,,510.15,0.711,1.2372,4.5439,79.7,80.0,,2001,497.7,1.9746835443037973,1,0.1601366284910589,1,1.5839924670433145,1,0,0,510.1499999998266,0.0,0.0,1.3178,0,47.856,0,1.0015285845307245,1.008392279103225,0,1.97166968053044,1.5708097928436913,1,4
8021,147683,MODERN SYNTEX (INDIA) LTD.,20020930,18,IGAAP,7068.5,7048.4,2.5,2.5,,7066.0,-2033.5,335.0,-2033.5,-389.1,-2018.1,-28.5607,7079.9,,0.0,578.1,113498333.0,,1135.0,,,,1134.9833,-3383.7,9922.3,7079.9,,,7062.2,0.9253,1.1304,,252.5,252.5,,2001,7359.2,0.9601587129035765,1,0.03431079465159256,1,0.6850919751965338,1,0,0,7219.549999999826,0.0,0.0,0.9636,1,1134.9833,0,1.00249702060042,1.0011184410069762,1,0.957767148603109,0.684326596269102,1,6
8024,147688,MODERN TERRY TOWELS LTD. [MERGED],20020331,12,IGAAP,591.7,590.2,,,,591.7,-472.1,8.5,-472.1,-192.8,-472.1,-79.7871,2422.7,,0.0,165.3,43910926.0,1100000.0,439.1,110.0,,,439.1093,-578.9,2880.4,2422.7,,,2481.75,0.5273,0.7628,,11.8,11.8,,2001,2540.8,0.2328794080604534,1,0.004644206549118388,1,0.2039998664485326,1,0,0,2481.7499999998254,0.0,0.0,0.85,0,439.1093,0,1.0025415113520841,1.0052648897663705,0,0.2322890428211587,0.2029314547093586,1,4
8027,147693,MODERN THREADS (INDIA) LTD.,20020331,12,IGAAP,1006.2,1000.8,5.1,5.1,,1001.1,-767.1,-62.6,-767.1,-341.2,-772.0,-77.1152,3816.7,,0.0,373.1,34775160.0,875000.0,347.8,87.5,,,347.7516,-1103.8,4542.1,3816.7,,,3905.95,0.6342,0.7412,,47.9,47.9,,2001,4189.2,0.23897164136350618,1,0.011434164040866992,1,0.29515505146528553,0,0,0,4002.949999999825,0.0,0.0,1.0244,0,347.7516,0,1.0002997601918466,1.0000740466493891,1,0.23890002864508736,0.29513319784086195,0,3
8035,147787,MODI HOOVER INTL. LTD.,20020630,12,IGAAP,23.5,23.5,,,,23.5,-2.2,-1.6,-2.2,-1.8,-2.1,-8.9362,157.9,,0.0,29.4,244282500.0,,244.3,,,,2442.825,102.2,7.2,157.9,,,140.4,0.165,0.2256,0.0705,0.1,0.1,,2001,160.6,0.14632627646326277,1,0.0006226650062266502,1,0.20159313725490197,0,0,0,159.24999999982546,0.0,0.0,0.2508,0,244.2825,0,1.0,1.0,0,0.14632627646326277,0.20159313725490197,0,2
8038,147792,MODI INDUSTRIES LTD.,20020331,12,IGAAP,2040.8,1979.8,31.6,29.8,1.8,2009.2,-54.4,27.8,-54.4,-56.4,-81.7,-4.0663,1849.0,,0.0,1047.2,3309214.0,40741.0,33.1,4.1,,,33.0921,-699.0,997.7,1849.0,,,1525.2,0.3073,0.7401,,50.1,61.3,,2001,1923.7,1.0444455996257214,1,0.026043561885948953,1,1.0582812163036446,0,0,0,1886.3499999998253,0.0,0.0,0.7927,0,33.0921,0,1.0148499848469543,1.0140517642196623,1,1.029162551333368,1.0436165624326073,0,3
8046,147878,MODIPON LTD.,20020331,12,IGAAP,4130.1,4042.6,43.0,42.3,0.7,4087.1,-292.5,145.6,-291.7,-104.8,-334.3,-8.1794,3538.7,,0.0,1225.1,7838057.0,145495.0,78.4,14.5,,,78.3806,255.3,1823.5,3538.7,,,3464.95,0.4712,0.8872,7.5727,208.3,246.2,,2001,3750.7,1.0896899245474179,1,0.05553629989068708,1,1.2034204436417,0,0,0,3644.699999999825,0.0,0.0,0.9119,0,78.3806,0,1.011007767278484,1.0118166287015946,0,1.077825472578452,1.189366145509962,0,2
8049,147887,MODISON METALS LTD.,20020331,12,IGAAP,240.1,239.4,,,,240.1,21.0,50.0,31.0,39.3,21.1,8.7880,224.7,,0.0,14.5,3245000.0,,32.5,,,,32.45,77.8,73.6,224.7,,,185.85,1.3846,2.2073,0.946,19.5,29.8,,2001,181.9,1.319956019791094,1,0.10720175920835624,1,1.2507682851874617,1,0,0,203.29999999982536,0.0,0.0,1.7541,1,32.45,0,1.002923976608187,1.008424182358771,0,1.3161077515118196,1.2403196066379842,1,5
8053,147976,MOH LTD.,20020331,12,IGAAP,57.6,57.6,,,,57.6,0.2,3.5,0.2,1.4,0.2,0.3472,253.8,,0.0,53.2,250027000.0,,250.0,,,,2500.27,193.0,7.6,253.8,,,207.9,1.3158,1.3459,0.0394,3.7,3.7,,2001,162.1,0.3553362122146823,1,0.02282541640962369,1,2.0306451612903227,0,0,0,207.94999999982537,0.0,0.0,1.0755,1,1000.27,0,1.0,1.0015910898965792,0,0.3553362122146823,2.0274193548387096,0,3
8056,148094,MOHAN MEAKIN LTD.,20020331,12,IGAAP,3007.4,2969.0,3.6,3.5,0.1,3003.8,44.3,151.7,66.3,76.1,40.8,1.3583,1199.9,,0.0,465.0,8508479.0,,42.5,,,,85.0848,278.6,405.3,1199.9,,,1133.0,0.6211,1.1703,1.4548,30.0,60.1,,2001,1066.1,2.817559328393209,1,0.028139949348091175,1,2.2452434979926688,1,0,0,1132.9999999998254,0.0,0.0,1.1669,1,85.0848,0,1.0117211182216235,1.01044776119403,1,2.7849169871494235,2.2220282771862454,1,6
8059,148208,MOHATTA & HECKEL LTD.,20020331,12,IGAAP,104.2,100.0,3.7,3.7,,100.5,-2.3,1.2,-2.3,-5.4,-5.9,-5.8706,213.1,,0.0,43.0,2500000.0,,25.0,,,,25.0,-40.8,157.1,213.1,,,149.4,0.6763,0.9046,,-23.5,-21.9,,2001,185.9,0.5406132329209252,1,-0.12641204948897256,0,0.39168704156479217,1,0,0,199.49999999982543,0.0,0.0,0.7359,1,25.0,0,1.005,1.0595238095238095,0,0.5379236148466917,0.369682151589242,1,4
8062,148251,MOHINDRA FASTENERS LTD.,20020331,12,IGAAP,135.2,133.6,0.4,0.3,0.1,134.8,7.8,24.7,8.4,18.9,8.1,6.0089,174.3,,0.0,33.9,5471300.0,,54.7,,,,54.713,62.4,75.7,174.3,,,160.6,0.426,1.1757,1.2131,14.0,14.6,,2001,149.9,0.8992661774516345,1,0.0933955970647098,1,0.6954941860465117,1,0,0,162.09999999982546,0.0,0.0,1.2011,0,54.713,0,1.0089820359281438,1.0084299262381453,1,0.8912608405603735,0.6896802325581396,1,5
8068,148326,MOHIT PAPER MILLS LTD.,20020331,12,IGAAP,340.3,339.2,0.2,0.2,,340.1,5.1,23.9,8.2,8.5,4.9,1.4408,237.0,,0.0,27.6,9000000.0,,90.0,,,,90.0,181.2,11.3,237.0,,,239.3,1.0739,1.9704,0.0624,0.0,,,2001,245.8,1.3836452400325467,1,0.0,0,1.2155303030303028,1,0,0,241.39999999982547,0.0,0.0,1.8094,1,90.0,0,1.0026533018867925,1.0,1,1.3799837266069974,1.2155303030303028,1,5
8071,148438,MOLD-TEK TECHNOLOGIES LTD.,20020630,12,IGAAP,384.9,381.0,1.2,1.2,,383.7,-35.5,24.4,-35.5,-9.3,-36.3,-9.4605,417.5,,0.0,75.8,8847017.0,,88.5,,,,88.4702,117.5,197.1,417.5,,,433.15,0.5649,1.1225,1.6774,37.6,44.6,,2001,455.8,0.8418165862220272,1,0.08249232119350593,1,0.8977452531645569,0,0,0,436.6499999998254,0.0,0.0,1.3355,0,88.4702,0,1.0070866141732284,1.0055383252104564,1,0.8358929354980255,0.8928006329113923,0,3
8074,148542,MONALISA INFOTECH LTD.,20020331,12,IGAAP,160.0,157.5,,,,160.0,11.7,56.2,12.2,36.3,11.7,7.3125,453.4,,0.0,28.5,11724300.0,,117.2,,,,117.243,272.3,150.2,453.4,,,436.45,1.021,1.4499,0.5516,16.2,16.7,,2001,421.7,0.37941664690538296,1,0.03841593549917002,1,0.9529889727219963,0,0,0,437.5499999998255,0.0,0.0,1.4516,0,117.243,0,1.0158730158730158,1.0,1,0.3734882617974864,0.9529889727219963,0,3
8079,148657,MONESHI AGRO INDS. LTD.,20020531,12,IGAAP,0.4,0.4,,,,0.4,-0.5,0.1,-0.5,-0.5,-0.5,-125.0000,134.4,,0.0,0.5,10900000.0,,109.0,,,,109.0,132.7,,134.4,,,133.1,254.8,254.8,0.0,0.0,0.0,,2001,134.8,0.002967359050445104,1,0.0,0,0.006637168141592921,0,0,0,134.59999999982546,0.0,0.0,254.8,0,109.0,0,1.0,1.8,0,0.002967359050445104,0.003687315634218289,0,1
8085,148834,MONNET INDUSTRIES LTD.,20020331,9,IGAAP,540.3,532.0,5.8,0.9,4.9,534.5,11.9,140.8,31.3,112.8,6.5,1.2161,2118.9,,0.0,364.9,12270873.0,,123.9,,,,122.7087,500.5,1063.0,2118.9,,,1983.5,0.3603,1.2974,2.1239,0.0,,,2001,1857.3,0.28778334140957307,1,0.0,0,0.5699654414074773,0,0,0,1988.0999999998257,0.0,0.0,1.4766,0,127.5796,1,1.0046992481203008,1.0132931188561216,0,0.28643730145910734,0.56248821866164,0,2
8088,148837,MONNET ISPAT & ENERGY LTD.,20020331,12,IGAAP,1111.9,1104.1,1.9,,1.9,1110.0,56.9,199.3,88.0,155.3,55.7,5.0180,1540.6,,0.0,214.8,19093300.0,,190.9,,,,190.933,511.9,691.2,1540.6,,,1467.7,0.4411,1.0817,1.3503,211.8,210.1,,2001,1397.9,0.7940482151799126,1,0.15151298376135633,1,1.0672875436554132,0,0,0,1469.2499999998258,0.0,0.0,1.0792,1,190.933,0,1.0053437188660448,1.007140503130836,0,0.789827598540668,1.059720605355064,0,3
8091,148892,PODDAR HOUSING & DEVP. LTD.,20020331,12,IGAAP,192.6,188.7,2.6,2.6,,190.0,0.7,18.1,1.3,6.8,-0.9,-0.4737,215.8,,0.0,24.3,5204500.0,,52.0,,,,52.045,113.7,54.7,215.8,,,198.25,0.2991,1.0174,0.4811,-3.4,-3.4,,2001,184.8,1.028138528138528,1,-0.018398268398268396,0,0.8839861179970254,1,0,0,200.2999999998257,0.0,0.0,0.9891,1,52.045,0,1.00688924218336,1.0056401579244219,1,1.021103896103896,0.87902825979177,1,5
8094,148893,CHAMPION FINSEC LTD.,20020331,12,IGAAP,1.0,0.8,0.2,0.2,,0.8,-0.9,0.6,-0.9,-0.2,-1.1,-137.5000,51.7,,0.0,1.5,374000.0,,3.7,,,,3.74,12.5,35.3,51.7,,,53.3,5.5333,5.7333,2.824,3.6,3.8,,2001,54.9,0.014571948998178508,1,0.06557377049180328,1,0.021439509954058193,0,1,0,53.29999999982568,0.0,0.0,6.3333,0,3.74,0,1.0,2.0,0,0.014571948998178508,0.010719754977029096,1,4
8097,148900,MONOTYPE INDIA LTD.,20020331,12,IGAAP,2.4,2.0,0.4,0.4,,2.0,0.4,1.1,0.7,1.0,0.6,30.0000,11.4,,0.0,5.9,1648496.0,250000.0,16.5,25.0,,,16.485,-21.0,49.7,11.4,,,12.65,0.2727,0.2727,,5.4,5.4,,2001,16.9,0.1183431952662722,1,0.31952662721893493,1,0.06940063091482651,1,1,0,14.14999999982568,0.0,0.0,0.3843,0,16.485,0,1.0,1.375,0,0.1183431952662722,0.05047318611987382,1,5
8100,148902,MONOZYME INDIA LTD.,20020331,12,IGAAP,60.1,60.0,,,,60.1,1.2,11.6,1.2,4.2,1.2,1.9967,73.2,,0.0,17.1,3194000.0,,31.9,,,,31.94,20.0,15.6,73.2,,,53.45,1.0797,1.5543,0.78,5.4,5.5,,2001,71.8,0.8370473537604457,1,0.07520891364902507,1,0.646074646074646,1,0,0,72.49999999982569,0.0,0.0,1.5356,1,31.94,0,1.0016666666666667,1.0060120240480963,0,0.8356545961002786,0.6422136422136422,1,5
8103,148911,MONSANTO INDIA LTD. [MERGED],20020331,12,IGAAP,3334.0,3306.2,,,,3334.0,311.0,460.4,343.9,358.7,318.8,9.5621,3112.4,,0.0,577.9,8631574.0,,86.3,,,,86.3157,2397.3,23.7,3112.4,,,2892.85,1.8625,3.1392,0.0099,359.5,392.0,,2001,2673.3,1.2471477200463845,1,0.1344779860098006,1,3.864102564102564,0,0,0,2892.8499999998257,0.0,0.0,3.4559,0,43.1599,0,1.008408444740185,1.0067173872703654,1,1.2367485878876294,3.8383190883190883,0,3
