,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
11721,230159,SOFTSOL INDIA LTD.,20010331,12,IGAAP,219.9,194.4,,,,219.9,119.5,141.3,127.7,103.9,120.5,54.7976,625.8,,0.0,1.7,14350000.0,,143.5,,,,143.5,575.8,,625.8,,,412.2,21.0314,21.0314,0.0,3.3,11.3,280.4,2000,226.6,0.9704324801412181,1,0.014563106796116504,1,1.441226575809199,0,0,0,426.2000000000514,0.0,0.0,58.0,0,107.5752,0,1.1311728395061729,1.0192771084337349,1,0.8578993821712269,1.41396933560477,0,3
11724,230212,S T G LIFECARE LTD.,20010331,12,IGAAP,592.3,582.8,1.2,1.2,,591.1,30.9,96.2,37.1,34.7,32.1,5.4306,595.3,,0.0,44.4,12500000.0,,125.0,,,,125.0,460.8,21.4,595.3,,,547.85,3.2586,3.2985,0.0464,9.5,43.0,0.3,2000,564.3,1.0474924685451001,1,0.016835016835016835,1,2.97708674304419,0,0,0,579.8000000000513,0.0,0.0,4.7972,0,125.0,0,1.014241592312972,1.136164896939413,0,1.0327839801524012,2.620294599018003,0,2
11728,230409,SOLAR INDUSTRIES INDIA LTD.,20010331,12,IGAAP,331.8,328.5,,,,331.8,33.1,47.6,35.6,40.8,33.1,9.9759,196.2,,0.0,17.0,2390000.0,,23.9,,,,23.9,110.2,68.9,196.2,,,178.65,1.7491,2.5345,0.6252,0.0,,,2000,161.3,2.0570365778053317,1,0.0,0,3.4225844004656576,0,0,0,178.7500000000514,0.0,0.0,2.7962,0,23.9,0,1.0100456621004568,1.0065046217048954,1,2.03657780533168,3.40046565774156,0,2
11736,230502,SOLID STONE CO. LTD.,20010331,12,IGAAP,65.7,65.2,0.5,0.5,,65.2,3.1,4.9,3.3,3.9,2.6,3.9877,65.4,,0.0,5.3,3000000.0,,30.0,,,,30.0,46.7,10.3,65.4,,,64.35,2.0625,2.2386,0.2206,-3.7,-2.7,,2000,63.4,1.028391167192429,1,-0.058359621451104106,0,1.3609154929577465,0,0,0,64.40000000005139,0.0,0.0,2.3095,0,30.0,0,1.0,1.0012953367875648,0,1.028391167192429,1.359154929577465,0,1
11743,230528,SOLITAIRE MACHINE TOOLS LTD.,20010331,12,IGAAP,30.6,30.1,,,,30.6,2.6,6.9,2.8,3.4,2.6,8.4967,77.5,,0.0,4.9,5039750.0,,50.4,,,,50.3975,61.9,6.5,77.5,,,73.05,1.093,2.2558,0.105,9.8,9.8,,2000,71.4,0.42857142857142855,1,0.13725490196078433,1,0.39999999999999997,1,0,0,74.45000000005139,0.0,0.0,4.1957,0,50.3975,0,1.0166112956810631,1.040590405904059,0,0.4215686274509804,0.3843971631205674,1,4
11751,230628,SOM DISTILLERIES & BREWERIES LTD.,20010331,12,IGAAP,561.6,556.9,,,,561.6,16.1,81.5,18.8,55.9,16.2,2.8846,698.2,,0.0,222.8,10000000.0,,100.0,,,,100.0,209.1,247.0,698.2,,,662.35,0.6997,1.3095,1.1813,35.2,48.3,,2000,656.0,0.8560975609756097,1,0.05365853658536586,1,0.9142480211081794,0,0,0,677.1000000000513,0.0,0.0,1.087,1,100.0,0,1.0084395762255343,1.016767973171243,0,0.8489329268292682,0.899170750094233,0,3
11754,230648,SOM PHYTOPHARMA (INDIA) LTD.,20010331,12,IGAAP,26.8,26.8,,,,26.8,-10.6,-1.9,-10.6,-10.1,-10.6,-39.5522,141.9,,0.0,21.8,10027100.0,,100.3,,,,100.271,-36.5,155.2,141.9,,,145.4,0.2753,0.3936,,0.0,,,2000,153.1,0.1750489875898106,1,0.0,0,0.16786140979689368,1,0,0,147.50000000005133,0.0,0.0,0.4063,0,100.271,0,1.0,1.0,0,0.1750489875898106,0.16786140979689368,1,3
11757,230667,SOMA PAPERS & INDS. LTD.,20010331,12,IGAAP,254.0,247.7,0.2,0.2,,253.8,-1.4,8.1,-1.4,-2.5,-1.6,-0.6304,170.8,,0.0,26.3,1402150.0,,14.0,,,,14.0215,87.7,56.4,170.8,,,171.95,0.6812,1.2049,0.6431,2.3,2.6,,2000,173.1,1.466204506065858,1,0.013287117273252455,1,1.0078864353312302,1,0,0,171.95000000005135,0.0,0.0,1.0777,1,14.0215,0,1.0246265643924102,1.0441176470588236,0,1.4309647602541884,0.9652996845425867,1,5
11760,230671,SOMA TEXTILES & INDS. LTD.,20010331,12,IGAAP,1278.1,1247.9,22.8,0.3,22.5,1255.3,-50.3,126.9,-50.3,30.8,-71.4,-5.6879,1259.5,,0.0,200.3,10873000.0,,110.6,,,,108.73,385.9,666.3,1259.5,,,1264.6,0.3331,1.0090000000000001,1.7266,154.0,155.0,,2000,1281.1,0.979861056904223,1,0.12020919522285536,1,0.9916867376272241,0,0,0,1270.3000000000513,0.0,0.0,1.1667,0,108.73,0,1.0059299623367255,1.0060692046977222,0,0.974084770900008,0.9857042964804601,0,2
11764,230722,SOMANI IRON & STEELS LTD.,20011231,12,IGAAP,1.6,1.0,0.6,0.6,,1.0,-179.9,-3.1,-179.9,-12.9,-180.4,-18040.0000,621.2,,0.0,56.7,9586100.0,,95.9,,,,95.861,-338.8,890.4,621.2,,,617.85,0.6823,1.518,,3.8,3.8,,2000,627.1,0.0015946420028703555,1,0.006059639610907351,1,0.002189552705661558,0,1,0,624.1500000000515,0.0,0.0,1.7636,0,95.861,0,1.0,1.0,0,0.0015946420028703555,0.002189552705661558,0,3
11769,230893,J T E K T INDIA LTD.,20010331,12,IGAAP,2166.3,2139.8,0.1,,0.1,2166.2,17.8,160.5,20.8,50.9,17.7,0.8171,1312.0,,0.0,204.1,8793400.0,1000000.0,87.9,100.0,,,87.934,716.9,420.2,1312.0,,,1327.9,0.4273,0.784,0.6811,199.8,232.7,,2000,1402.5,1.5445276292335115,1,0.14245989304812834,1,1.7267755468984118,0,0,0,1357.2500000000514,0.0,0.0,0.9126,0,87.934,0,1.0123376016450134,1.0105221623043537,1,1.525704099821747,1.7087953251423436,0,3
11772,230955,SONAL ADHESIVES LTD.,20010331,12,IGAAP,93.7,93.1,0.6,,0.6,93.1,0.2,4.5,0.2,3.7,1.7,1.8260,110.0,,0.0,20.5,6061000.0,,60.6,,,,60.61,71.1,8.8,110.0,,,108.55,1.3342,1.8571,0.1238,-0.7,-0.7,,2000,110.8,0.8402527075812274,1,-0.00631768953068592,0,0.7517378351539226,1,0,0,110.40000000005128,0.0,0.0,1.7585,1,60.61,0,1.0,1.0,0,0.8402527075812274,0.7517378351539226,1,4
11775,231086,SONATA SOFTWARE LTD.,20010331,12,IGAAP,1356.5,1253.7,4.1,4.0,0.1,1352.4,333.3,393.9,342.4,247.0,334.1,24.7042,1253.0,,0.0,304.4,100006800.0,,100.0,,,,1000.068,911.5,,1253.0,,,1061.4,2.5018,2.5287,0.0,184.9,241.4,275.2,2000,869.8,1.5548401931478502,1,0.21257760404690734,1,2.384584068394626,0,0,0,1061.4000000000513,0.0,0.0,2.7310000000000003,0,100.0068,0,1.0787269681742044,1.0078577573845713,1,1.4413658312255693,2.3659926720043427,0,3
11778,231161,ECO RECYCLING LTD.,20010331,12,IGAAP,40.8,36.7,,,,40.8,0.3,2.5,0.4,4.1,7.3,17.8922,53.7,,0.0,3.2,15000000.0,,30.0,,,,150.0,41.2,5.0,53.7,,,64.85,1.4722,1.4722,0.1214,7.3,7.4,,2000,76.7,0.5319426336375488,1,0.09517601043024772,1,1.433189655172414,0,0,0,65.20000000005133,0.0,0.0,0.9513,1,150.0,0,1.1117166212534058,1.1875,0,0.47848761408083446,1.206896551724138,0,3
11784,231210,MANGALAM VENTURES LTD.,20010331,12,IGAAP,176.5,169.4,0.4,0.4,,176.1,6.3,26.4,6.8,10.7,6.0,3.4072,170.5,,0.0,31.8,3106600.0,,31.1,,,,31.066,58.8,78.5,170.5,,,181.65,0.415,0.685,1.335,42.2,42.3,,2000,194.5,0.9053984575835475,1,0.21696658097686378,1,0.7622714148219442,1,0,0,182.50000000005136,0.0,0.0,0.7939,0,31.066,0,1.0395513577331759,1.0179948586118253,1,0.8709511568123394,0.7487969201154956,1,5
11787,231336,SONU SYNTHETICS LTD.,20010331,12,IGAAP,1144.8,1140.7,,,,1144.8,-5.1,87.2,-4.3,71.9,8.2,0.7163,558.9,,0.0,50.7,5996989.0,,60.0,,,,59.9699,133.4,371.8,558.9,,,559.5,0.6803,1.3651,2.7871,53.5,67.5,,2000,560.9,2.0410055268318774,1,0.09538242110893208,1,1.371353654539495,1,0,0,559.9000000000514,0.0,0.0,1.1218,1,59.9699,0,1.0035942842114491,1.0027561414020372,1,2.033695845961847,1.3675843985578497,1,6
11790,231545,SOUNDCRAFT INDUSTRIES LTD.,20010630,12,IGAAP,4343.3,4294.1,0.3,0.3,,4343.0,309.1,456.9,329.1,402.0,308.8,7.1103,2437.6,,0.0,171.6,16216000.0,,162.2,,,,162.16,1154.8,1032.8,2437.6,,,2132.2,1.2553,1.6607,0.8944,-28.8,-28.8,63.1,2000,1827.3,2.3767306955617578,1,-0.015760958791659826,0,2.849154325483531,0,0,0,2132.450000000051,0.0,0.0,1.7673,0,160.76,0,1.011387718031718,1.0106208915807906,1,2.3499699009467525,2.8192117827951764,0,2
11793,231610,SOUTH ASIAN ENTERPRISES LTD.,20010331,12,IGAAP,10.2,9.2,0.8,0.8,,9.4,-4.8,3.7,-4.5,-5.5,-5.6,-59.5745,172.0,,0.0,0.3,4000000.0,,40.0,,,,40.0,157.8,10.2,172.0,,,175.45,22.4783,22.4783,0.0646,0.9,3.1,,2000,182.9,0.05139420448332422,1,0.004920721705850191,1,0.06709558823529412,0,0,0,177.45000000005138,0.0,0.0,16.1875,1,40.0,0,1.0217391304347827,1.4313725490196079,0,0.05030071077091306,0.046875,1,4
11798,231639,SOUTH EAST AGRO INDS. LTD.,20010331,12,IGAAP,7.2,7.2,,,,7.2,-17.3,0.8,-17.3,-7.7,-16.8,-233.3333,59.1,,0.0,1.9,5938000.0,,59.4,,,,59.38,-12.6,63.1,59.1,,,58.0,0.1034,0.4138,,-8.3,-7.8,,2000,69.0,0.10434782608695653,1,-0.12028985507246377,0,0.00375,1,0,0,64.05000000005138,0.0,0.0,0.6304,0,59.38,0,1.0,1.0,0,0.10434782608695653,0.00375,1,3
11805,231668,SOUTH INDIA CEMENTS LTD.,20010331,12,IGAAP,60.9,25.6,35.3,35.3,,25.6,29.6,35.1,29.6,-3.8,-5.7,-22.2656,176.8,,0.0,23.6,15000000.0,,150.0,,,,150.0,43.2,106.3,176.8,,,173.1,0.4195,0.8644,2.4606,0.0,,,2000,175.7,0.14570290267501423,1,0.0,0,0.05908337934842628,1,0,0,176.25000000005133,0.0,0.0,1.0251,0,150.0,0,1.0,1.0,0,0.14570290267501423,0.05908337934842628,1,3
11808,231670,SICAL LOGISTICS LTD.,20010331,12,IGAAP,22034.9,21755.8,6.5,3.6,2.9,22028.4,176.4,1302.5,279.9,829.7,181.6,0.8244,11746.1,,0.0,4185.4,27573367.0,29000000.0,275.7,290.0,,,275.7337,1689.0,5558.9,11746.1,,,10792.1,0.6414,0.8241,3.9735,668.3,618.0,-50.0,2000,10346.2,2.129129535481626,1,0.06459376389399006,1,2.081149547631719,1,0,0,11046.150000000052,0.0,0.0,0.7685,1,275.7337,0,1.012529992002133,1.0104286172005004,1,2.1027816976281146,2.0596700372538583,1,6
11811,231691,SOUTH INDIA PAPER MILLS LTD.,20010331,12,IGAAP,449.0,445.5,,,,449.0,25.9,57.4,28.3,37.4,25.9,5.7684,458.1,,0.0,49.4,3759500.0,,37.4,,,,37.595,277.4,124.0,458.1,,,429.6,1.0247,1.6049,0.447,52.5,56.7,,2000,403.5,1.1127633209417596,1,0.13011152416356878,1,1.1002615518744552,1,0,0,430.80000000005106,0.0,0.0,1.3356,1,37.5,0,1.0078563411896746,1.012028869286287,0,1.104089219330855,1.0871839581517,1,5
11817,231851,SOUTHERN FUEL LTD.,20010331,12,IGAAP,16.6,16.3,,,,16.6,-23.5,-0.2,-23.5,-3.0,-23.5,-141.5663,71.6,,0.0,19.6,3550000.0,,35.5,,,,35.5,-46.2,96.4,71.6,,,61.35,0.3674,1.0326,,0.3,0.3,,2000,55.2,0.3007246376811594,1,0.005434782608695652,1,0.0782312925170068,1,0,0,63.400000000051044,0.0,0.0,1.32,0,35.5,0,1.0184049079754602,1.0222222222222221,0,0.29528985507246375,0.07653061224489796,1,4
11825,231886,SOUTHERN IRON & STEEL CO. LTD. [MERGED],20010331,12,IGAAP,792.8,785.2,0.1,,0.1,792.7,-288.2,-8.5,-288.2,-95.3,-272.9,-34.4266,8294.9,,0.0,681.2,75539850.0,84852600.0,755.4,848.5,,,755.3985,1040.6,7355.8,8294.9,,,7775.4,0.0841,0.2255,38.2915,-0.9,-0.9,,2000,7324.1,0.10823172813041876,1,-0.00012288199232670226,0,0.13171605880596024,0,0,0,7809.50000000005,0.0,0.0,0.3928,0,755.3985,0,1.0095517065715742,1.0057012542759407,1,0.10720771152769623,0.13096936913018947,0,2
11828,231888,SOUTHERN ISPAT & ENERGY LTD.,20010331,12,IGAAP,128.2,126.0,0.1,0.1,,128.1,-2.1,9.1,-2.1,-1.1,-2.2,-1.7174,59.0,,0.0,5.0,3355800.0,,42.9,,,,33.558,41.2,10.0,59.0,,,61.65,0.5672,1.8507,0.2427,0.0,,,2000,66.6,1.9234234234234235,1,0.0,0,1.927849927849928,0,0,0,62.80000000004984,0.0,0.0,1.45,1,33.558,0,1.0166666666666666,1.0014992503748126,1,1.891891891891892,1.9249639249639252,0,3
11833,231892,SOUTHERN MAGNESIUM & CHEMICALS LTD.,20010331,12,IGAAP,33.2,23.8,7.6,4.6,3.0,25.6,-8.9,-0.5,-8.9,-12.9,-16.5,-64.4531,57.9,,0.0,13.9,3000000.0,1000000.0,30.0,10.0,,,30.0,3.9,48.3,57.9,,,62.75,0.1518,0.5116,,-5.3,-5.3,1.0,2000,71.0,0.36056338028169016,1,-0.07464788732394366,0,0.6159638554216866,0,0,0,64.45000000004985,0.0,0.0,0.7574,0,30.0,0,1.0756302521008403,1.0651041666666667,1,0.3352112676056338,0.5783132530120482,0,2
11838,231916,SOUTHERN PETROCHEMICAL INDS. CORPN. LTD.,20010331,12,IGAAP,23500.3,22100.0,9.5,,9.5,23490.8,158.7,3197.2,158.7,1321.4,149.2,0.6351,41529.2,,0.0,7587.5,88047700.0,3750000.0,880.5,375.0,,,880.477,6077.4,22551.4,41529.2,,,35374.05,0.3458,0.6344,3.9547,2585.3,2653.4,-150.0,2000,41142.2,0.5709660640413007,1,0.06283815644277653,1,0.7442596488442557,0,0,0,41335.70000000005,0.0,0.0,0.4929,1,880.477,0,1.0629321266968326,1.0542627522715688,1,0.537161357438348,0.7059527117320948,0,4
11841,231945,SOUTHERN SHELTERS LTD.,20010331,12,IGAAP,32.6,30.8,,,,32.6,0.0,10.4,0.0,6.8,0.0,0.0000,91.2,,0.0,1.6,4000000.0,,40.0,,,,40.0,43.7,43.6,91.2,,,106.15,34.4375,42.0,0.9977,21.8,21.8,,2000,130.1,0.25057647963105306,1,0.16756341275941586,1,0.2739938080495356,0,0,0,110.65000000004875,0.0,0.0,7.6239,1,40.0,0,1.0584415584415585,1.0727272727272728,0,0.2367409684857802,0.25541795665634676,0,3
11847,232002,SOVEREIGN DIAMONDS LTD.,20010331,12,IGAAP,114.5,114.0,0.5,,0.5,114.0,4.1,7.3,4.1,4.0,3.6,3.1579,98.3,,0.0,8.2,5990000.0,,59.9,,,,59.9,57.3,31.6,98.3,,,100.05,2.5172,6.2241,0.5515,13.7,13.9,,2000,104.8,1.0877862595419847,1,0.13072519083969467,1,0.9746341463414635,1,0,0,101.55000000004875,0.0,0.0,4.523,1,59.9,0,1.0,1.009090909090909,0,1.0877862595419847,0.9658536585365853,1,5
11850,232044,SOWBHAGYA MEDIA LTD.,20010331,12,IGAAP,3.6,3.6,,,,3.6,-5.3,-3.6,-5.3,0.0,0.0,0.0000,44.4,,0.0,0.1,5220000.0,,52.2,,,,52.2,44.0,,44.4,,,46.5,93.0,93.0,0.0,0.0,,,2000,49.7,0.07243460764587525,1,0.0,0,0.11800000000000001,0,0,0,47.05000000004874,0.0,0.0,101.0,0,52.2,0,1.0,1.0,0,0.07243460764587525,0.11800000000000001,0,1
11853,232232,SPAN DIVERGENT LTD.,20010331,12,IGAAP,207.5,205.2,1.0,0.7,0.3,206.5,2.1,16.9,2.1,9.6,1.2,0.5811,199.0,,0.0,66.6,3000100.0,,30.0,,,,30.000999999999998,66.8,61.6,199.0,,,185.8,0.6113,1.2554,0.9222,6.7,6.7,,2000,181.1,1.1402540033130868,1,0.03699613473219216,1,0.9243421052631579,1,0,0,190.05000000004878,0.0,0.0,1.0987,1,30.000999999999998,0,1.006335282651072,1.0083732057416268,0,1.1330756488128106,0.9166666666666666,1,5
11856,232233,SPAN DYESTUFF INDS. LTD.,20010331,12,IGAAP,38.3,37.7,,,,38.3,-7.0,0.0,-7.0,-2.6,-7.0,-18.2768,59.7,,0.0,13.4,3366000.0,,33.7,,,,33.66,14.2,30.7,59.7,,,60.65,0.6791,1.5821,2.162,0.0,,,2000,64.6,0.5928792569659442,1,0.0,0,0.6540785498489425,0,0,0,62.1500000000488,0.0,0.0,0.9733,1,33.66,0,1.015915119363395,1.0046403712296983,1,0.5835913312693499,0.6510574018126888,0,3
11862,232320,SPARC SYSTEMS LTD.,20010331,12,IGAAP,3.0,2.6,,,,3.0,-0.4,1.5,-0.4,0.0,-0.4,-13.3333,49.8,,0.0,0.3,5040000.0,,50.4,,,,50.4,45.0,2.7,49.8,,,47.9,13.0,23.6667,0.06,-1.8,-1.8,,2000,49.9,0.06012024048096193,1,-0.036072144288577156,0,0.4905263157894737,0,0,0,49.85000000004881,0.0,0.0,12.3333,1,50.4,0,1.1538461538461537,1.026431718061674,1,0.05210420841683367,0.47789473684210526,0,3
11868,232453,SPARTEK CERAMICS INDIA LTD.,20010930,12,IGAAP,573.9,549.5,5.2,4.3,0.9,568.7,-106.0,20.5,-106.0,-47.5,-111.2,-19.5534,1252.4,,0.0,222.5,18471670.0,,184.7,,,,184.7167,204.3,789.0,1252.4,,,1259.05,0.8608,1.2173,3.862,-24.9,-24.9,30.0,2000,1315.3,0.4323728426974835,1,-0.018931042347753363,0,0.8873366751581887,0,0,0,1283.8500000000486,0.0,0.0,1.5009,0,174.7167,0,1.034940855323021,1.0540804373291681,0,0.4177754124534327,0.8418111595036568,0,1
11871,232583,SPECIALITY PAPERS LTD.,20010331,12,IGAAP,85.8,71.5,2.8,0.3,2.5,83.0,11.4,16.1,11.4,-0.1,8.8,10.6024,73.8,,0.0,23.0,2355000.0,,23.6,,,,23.55,11.0,32.9,73.8,,,65.4,0.6754,1.0924,2.9909,6.3,6.7,20.0,2000,68.0,1.2205882352941178,1,0.09264705882352942,1,1.2773246329526917,0,0,0,70.90000000004864,0.0,0.0,0.8309,1,3.5372,0,1.1608391608391608,1.002560819462228,1,1.0514705882352942,1.2740619902120718,0,4
11878,232643,SPECTRA INDUSTRIES LTD.,20010331,12,IGAAP,195.8,193.6,,,,195.8,1.9,18.1,2.1,9.7,2.1,1.0725,270.1,,0.0,29.8,7078500.0,,70.8,,,,70.785,145.8,80.3,270.1,,,262.0,0.9389,1.4988,0.5508,-4.7,-3.5,,2000,260.6,0.7513430544896392,1,-0.018035303146584802,0,0.8710302091402015,0,0,0,265.3500000000487,0.0,0.0,1.5892,0,70.785,0,1.0113636363636365,1.08594881699662,0,0.7429009976976207,0.8020914020139427,0,1
11889,232906,SPENTA INTERNATIONAL LTD.,20010331,12,IGAAP,46.6,46.0,,,,46.6,8.3,12.5,8.3,9.3,8.5,18.2403,51.6,,0.0,4.4,3120000.0,,31.2,,,,31.2,32.0,13.8,51.6,,,46.95,1.252,1.8537,0.4312,6.5,6.5,,2000,45.5,1.0241758241758243,1,0.14285714285714285,1,0.8336842105263158,1,0,0,48.550000000048655,0.0,0.0,1.3241,1,31.2,0,1.0130434782608695,1.010204081632653,1,1.010989010989011,0.8252631578947369,1,6
11892,232916,C L C INDUSTRIES LTD.,20010331,12,IGAAP,525.5,520.9,,,,525.5,-26.4,78.9,-26.4,36.0,-26.3,-5.0048,633.6,,0.0,40.6,22220009.0,,222.2,,,,222.2001,136.7,446.5,633.6,,,629.65,0.0944,0.4481,3.2663,39.4,40.3,,2000,642.7,0.8176443130543021,1,0.061303874280379644,1,0.8675200952664484,0,0,0,638.1500000000486,0.0,0.0,0.4461,1,222.2001,0,1.008830869648685,1.0046543699362178,1,0.810487007935273,0.8635010419767789,0,4
11897,232981,SPICE ISLANDS APPARELS LTD.,20010331,12,IGAAP,92.7,80.0,0.6,,0.6,92.1,10.8,18.0,14.9,3.5,10.3,11.1835,182.6,,0.0,3.1,4300000.0,,43.0,,,,43.0,157.7,,182.6,,,181.1,2.992,3.0964,0.0,6.7,10.9,,2000,179.6,0.5128062360801782,1,0.037305122494432075,1,0.7184035476718403,0,0,0,181.10000000004868,0.0,0.0,2.537,1,43.0,0,1.1512499999999999,1.0773067331670823,1,0.44543429844098,0.6668514412416852,0,4
11900,232983,DIGISPICE TECHNOLOGIES LTD.,20011231,12,IGAAP,754.9,738.4,11.2,11.2,,743.7,21.6,64.7,33.9,39.0,11.7,1.5732,394.4,,0.0,148.0,18659500.0,,186.6,,,,186.595,133.6,81.4,394.4,,,359.65,1.3999,1.9205,0.6093,24.9,26.3,,2000,324.9,2.2890120036934443,1,0.07663896583564174,1,2.2605409705648367,1,0,0,359.65000000004864,0.0,0.0,1.31,1,186.595,0,1.0071776814734563,1.0033545197740112,1,2.272699292089874,2.2529832935560856,1,6
11903,233133,SPORTKING INDIA LTD.,20010331,12,IGAAP,1465.8,1464.9,,,,1465.8,30.9,173.3,34.0,100.0,31.1,2.1217,674.1,,0.0,136.1,3561000.0,2439000.0,35.6,24.4,,,35.61,200.6,357.9,674.1,,,663.95,0.4362,1.0024,2.0312,117.8,118.2,85.4,2000,655.6,2.23581452104942,1,0.17968273337400853,1,1.8968787722021039,1,0,0,664.8500000000486,0.0,0.0,0.8009,1,35.61,0,1.0006143764079458,1.0010010010010009,0,2.2344417327638806,1.8949818934299019,1,5
11907,233467,SREE JAYALAKSHMI AUTOSPIN LTD.,20010331,12,IGAAP,66.0,65.9,,,,66.0,-2.1,3.3,-2.1,0.9,-1.6,-2.4242,60.2,,0.0,10.5,4478200.0,,44.8,,,,44.782,34.6,12.6,60.2,,,57.95,0.7349,1.1386,0.3642,2.2,2.2,,2000,59.9,1.1018363939899833,1,0.036727879799666116,1,1.06056338028169,1,0,0,60.05000000004853,0.0,0.0,1.3421,0,44.782,0,1.0015174506828528,1.0013297872340425,1,1.1001669449081803,1.059154929577465,1,5
11912,233583,T G V SRAAC LTD.,20010331,12,IGAAP,1851.5,1691.8,5.2,3.1,2.1,1846.3,8.0,436.8,8.0,115.5,2.8,0.1517,4873.2,,0.0,325.7,39334060.0,,374.0,,,,393.3406,974.3,3319.8,4873.2,,,4567.4,0.86,1.2011,3.4074,-60.5,98.7,,2000,4607.5,0.4007162235485621,1,-0.013130765056972327,0,0.38146784419036023,1,0,0,4740.350000000049,0.0,0.0,0.9746,1,360.1475,0,1.0913228514008748,1.0514307516215187,1,0.3671839392295171,0.36280833863957257,1,5
11915,233587,S R H H L INDUSTRIES LTD. [MERGED],20010331,12,IGAAP,514.1,501.2,3.0,,3.0,511.1,18.3,61.2,20.0,20.9,15.3,2.9935,1060.7,,0.0,102.5,31291971.0,,312.9,,,,312.9197,736.3,198.1,1060.7,,,949.3,0.679,0.9472,0.26899999999999996,188.7,26.1,74.3,2000,851.5,0.6002348796241926,1,0.2216089254257193,1,0.6740616927518615,0,0,0,956.1000000000488,0.0,0.0,1.3506,0,238.6116,0,1.0197525937749403,1.0261392551468889,0,0.5886083382266588,0.6568910499924023,0,2
11922,233663,SREE UMA PARAMESWARI MILLS LTD.,20010331,12,IGAAP,68.3,65.1,2.8,2.8,,65.5,-50.8,-38.6,-50.8,-40.3,-40.4,-61.6794,299.1,,0.0,96.1,3500000.0,,35.0,,,,35.0,-120.6,318.5,299.1,,,312.6,0.2729,0.287,,-8.4,-10.9,,2000,333.8,0.1962252846015578,1,-0.025164769322947873,0,0.37993716337522443,0,0,0,316.45000000004865,0.0,0.0,0.3856,0,35.0,0,1.0061443932411676,1.055486284289277,0,0.195026962252846,0.3599640933572711,0,1
11925,233715,SREECHEM RESINS LTD.,20010331,12,IGAAP,133.4,132.9,,,,133.4,-5.2,1.7,-5.2,-2.3,-5.2,-3.8981,121.4,,0.0,24.5,4000000.0,,40.0,,,,40.0,57.7,36.7,121.4,,,121.6,1.1755,1.5941,0.636,8.7,8.7,,2000,124.4,1.072347266881029,1,0.06993569131832797,1,1.0967741935483872,0,0,0,122.90000000004865,0.0,0.0,1.6878,0,40.0,0,1.0037622272385252,1.0014367816091956,1,1.0683279742765273,1.095200629425649,0,3
11928,233845,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,20010331,12,IGAAP,974.4,933.7,2.1,2.1,,972.3,103.7,138.8,111.4,81.6,101.6,10.4494,1889.1,,0.0,275.8,8410000.0,,84.1,,,,84.1,1499.3,27.6,1889.1,,,1692.55,2.5104,2.55,0.0184,-190.7,-188.0,,2000,1579.1,0.6157304793869925,1,-0.12076499271737065,0,1.6050420168067228,0,0,0,1734.1000000000486,0.0,0.0,7.9448,0,84.1,0,1.0413409017885829,1.097975506123469,0,0.5912861756696853,1.4618195104128608,0,1
11935,233990,SRI CHAMUNDESWARI SUGARS LTD.,20010331,12,IGAAP,1236.4,1218.1,6.9,6.9,,1229.5,18.8,257.7,20.8,217.7,11.9,0.9679,1652.4,,0.0,274.6,1845373.0,,18.5,,,,18.4537,144.2,1229.2,1652.4,,,1656.5,0.0592,0.8196,8.5243,125.9,126.8,,2000,1660.6,0.7403950379380947,1,0.07581597013127786,1,0.5642718446601942,1,0,0,1656.5000000000487,0.0,0.0,0.9189,0,18.4537,0,1.0093588375338642,1.0053971768613341,1,0.7335300493797422,0.561242718446602,1,5
