,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
9257,157827,NESTLE INDIA LTD.,20071231,12,IGAAP,37316.7,36474.9,611.8,611.8,,36704.9,4138.1,7042.0,6286.1,5491.7,3565.2,9.7131,14514.2,,0.0,4599.8,96415716.0,,964.2,,,,964.1572,4184.4,28.7,14514.2,,,13475.8,0.3309,0.9409,0.0069,5191.8,7245.8,,2006,12437.4,2.95117146670526,1,0.4174345120362777,1,2.651507834299206,1,0,0,13475.800000000072,0.0,0.0,0.6924,1,964.1572,0,1.0063057061157124,1.0070002037905033,0,2.932678855709393,2.6330757673320453,1,5
9260,157841,NET 4 INDIA LTD.,20070331,12,IGAAP,676.4,674.2,0.1,0.1,,676.3,45.0,166.4,72.1,99.2,44.9,6.6391,897.5,,0.0,171.1,16250000.0,,162.5,,,,162.5,338.9,265.0,897.5,,,832.6,0.7494,0.9961,0.7819,236.9,263.3,,2006,767.7,0.880943076722678,1,0.3085840823238244,1,0.991223258365332,0,0,0,832.6000000000729,0.0,0.0,0.7873,1,162.5,0,1.0031148027291603,1.0012929442186924,1,0.8782076331900482,0.9899433168769428,0,4
9263,157985,NETRIPPLES SOFTWARE LTD.,20070331,12,IGAAP,61.0,60.9,,,,61.0,1.8,4.1,2.1,2.1,1.8,2.9508,75.4,,0.0,1.4,6816900.0,,68.2,,,,68.169,64.4,0.5,75.4,,,67.55,11.4706,35.7059,0.0078,-4.3,-4.3,,2006,73.3,0.8321964529331515,1,-0.058663028649386086,0,1.1258278145695364,0,0,0,74.35000000007284,0.0,0.0,43.6923,0,68.169,0,1.0016420361247949,1.0019646365422397,0,0.8308321964529332,1.1236203090507726,0,1
9268,158052,NETWORK LTD.,20070331,12,IGAAP,3.0,2.8,,,,3.0,-2.4,-2.2,-2.4,-2.6,-2.4,-80.0000,24.6,,0.0,11.3,12019007.0,836000.0,120.2,83.6,,,120.1901,13.3,83.6,24.6,,,14.4,0.2212,1.4867,,-15.5,-15.5,18.6,2006,4.2,0.7142857142857143,1,-3.6904761904761902,0,0.19047619047619047,1,0,0,14.400000000072836,0.0,0.0,0.0254,1,120.1901,0,1.0714285714285714,1.3333333333333335,0,0.6666666666666666,0.14285714285714285,1,4
9274,158089,NEULAND LABORATORIES LTD.,20070331,12,IGAAP,2185.4,2152.1,13.2,13.2,,2172.2,90.4,249.6,111.0,153.1,77.2,3.5540,2010.6,,0.0,447.6,5590000.0,,55.9,,,,55.9,578.1,780.0,2010.6,,,1728.55,0.7381,1.3217,1.3492,-13.7,25.7,,2006,1486.7,1.4610883164054616,1,-0.00921504002152418,0,1.3050640634533253,1,0,0,1748.6500000000729,0.0,0.0,1.2551,1,55.9,0,1.0093397146972725,1.0028129395218002,1,1.4475684401695028,1.3014032946918854,1,5
9277,158220,PERFECT-OCTAVE MEDIA PROJECTS LTD.,20070331,12,IGAAP,18.2,2.0,16.0,0.1,15.9,2.2,16.5,16.8,16.5,0.3,0.5,22.7273,14.0,,0.0,,3000000.0,,30.0,,,,30.0,10.7,0.7,14.0,,,11.45,18.8571,18.8571,0.0654,-14.9,-14.9,,2006,8.9,0.24719101123595508,1,-1.6741573033707864,0,0.3125,0,0,0,11.450000000072828,0.0,0.0,0.1786,1,30.0,0,1.1,1.0,1,0.2247191011235955,0.3125,0,3
9280,158295,NEW DELHI TELEVISION LTD.,20070331,12,IGAAP,2836.7,2815.2,2.1,2.1,,2834.6,-68.9,7.1,-198.9,-191.3,-60.4,-2.1308,3157.5,,0.0,497.7,60802632.0,,249.8,,,,608.0263,2252.2,174.7,3157.5,,,2967.9,1.7553,1.7872,0.0776,84.0,117.9,6.6,2006,2778.3,1.0202641903322174,1,0.03023431594860166,1,0.9367867260218535,1,0,0,2967.9000000000724,0.0,0.0,2.1231,0,608.0263,0,1.0068911622620063,1.0154858521605616,0,1.0132815030774214,0.9225010117361392,1,4
9294,158596,SAHYADRI INDUSTRIES LTD.,20070331,12,IGAAP,1735.0,1725.3,,,,1735.0,38.3,247.3,67.1,153.1,38.4,2.2133,1851.1,,0.0,362.5,9561500.0,,95.6,,,,95.615,341.6,1064.8,1851.1,,,1701.5,0.3226,0.9931,3.1171,212.5,219.1,,2006,1572.9,1.1030580456481658,1,0.1351007692796745,1,1.9225054870842482,0,0,0,1712.0000000000723,0.0,0.0,1.0069,0,65.0,0,1.0056222106300354,1.0085023470020371,0,1.0968910928857523,1.9062974843829141,0,2
9299,158780,NEWGEN SOFTWARE TECHNOLOGIES LTD.,20070331,12,IGAAP,658.8,658.0,0.1,0.1,,658.7,83.9,134.8,109.2,116.5,85.1,12.9194,562.7,,0.0,110.3,8794800.0,,87.9,,,,87.948,249.2,118.9,562.7,,,466.3,1.6096,1.6159,0.4771,28.4,47.8,,2006,369.9,1.7807515544741825,1,0.07677750743444174,1,1.6823242867084205,1,0,0,466.30000000007243,0.0,0.0,1.6664,0,87.948,0,1.001063829787234,1.002488077959776,0,1.778859151121925,1.6781489213639529,1,4
9302,158892,NEXCEN SOFTECH LTD.,20070331,12,IGAAP,0.2,0.2,,,,0.2,0.0,0.1,0.0,0.1,0.0,0.0000,35.6,,0.0,0.3,5040200.0,,50.4,,,,50.402,35.3,,35.6,,,35.6,52.3333,52.3333,0.0,0.1,0.1,,2006,35.6,0.0056179775280898875,1,0.0028089887640449437,1,0.008450704225352112,0,0,0,35.60000000007243,0.0,0.0,78.0,0,50.402,0,1.0,1.0,0,0.0056179775280898875,0.008450704225352112,0,2
9305,158913,NEXXOFT INFOTEL LTD.,20070331,12,IGAAP,132.2,132.2,,,,132.2,1.6,36.4,4.8,4.8,1.6,1.2103,84.0,,0.0,24.4,4979800.0,,49.8,,,,49.798,54.1,0.2,84.0,,,65.7,2.3516,2.3516,0.0037,12.9,12.9,7.8,2006,50.3,2.628230616302187,1,0.25646123260437376,1,1.2795698924731185,1,0,0,67.15000000007242,0.0,0.0,4.5366,0,49.798,0,1.0,1.0,0,2.628230616302187,1.2795698924731185,1,4
9311,158981,NEYCER INDIA LTD.,20070331,12,IGAAP,150.8,148.8,,,,150.8,-100.4,-64.7,-99.8,-10.4,-38.0,-25.1989,277.8,,0.0,349.3,6166315.0,15000.0,61.7,0.2,,,61.6632,-444.0,275.5,277.8,,,279.5,0.1074,0.2431,,-1.9,-1.9,,2006,281.2,0.5362731152204837,1,-0.006756756756756757,0,0.48013550970126273,1,0,0,279.5000000000724,0.0,0.0,0.2586,0,61.6632,0,1.0134408602150538,1.0058064516129033,1,0.5291607396870556,0.4773637203572529,1,4
9314,158982,N L C INDIA LTD.,20070331,12,IGAAP,27107.1,21081.1,516.2,294.9,221.3,26590.9,5658.4,13578.2,7845.8,3189.1,6041.0,22.7183,131473.2,,0.0,12366.6,1677709600.0,,16777.1,,,,16777.096,83092.9,15057.0,131473.2,,,122429.85,2.627,2.8077,0.1812,10917.6,15164.8,,2006,113682.8,0.23390433733159283,1,0.0960356359977059,1,0.23676516599112993,0,0,0,122578.0000000001,0.0,0.0,5.3338,0,16777.096,0,1.261362073136601,1.216081747901601,1,0.18543790265545887,0.19469510696931183,0,3
9317,159040,NICCO CORPN. LTD.,20070331,12,IGAAP,4315.4,4292.8,15.5,,15.5,4299.9,60.8,523.5,128.6,319.0,45.4,1.0558,3722.2,,0.0,1067.0,43785098.0,2183000.0,181.4,218.3,350.3,,437.851,691.3,1885.1,3722.2,,,3759.65,0.8182,0.9507,3.9854,251.3,243.1,82.9,2006,3816.7,1.126601514397254,1,0.06584221971860509,1,0.961300266218299,1,0,0,3769.4500000000935,0.0,0.0,1.1516,0,373.9072,0,1.0016539321654863,1.0010505427804366,1,1.1247412686352085,0.9602914389799636,1,5
9320,159048,NICCO PARKS & RESORTS LTD.,20070930,12,IGAAP,192.5,191.1,,,,192.5,9.8,39.8,16.9,23.9,10.0,5.1948,231.1,,0.0,32.2,4680000.0,,46.8,,,,46.8,91.6,51.4,231.1,,,212.35,0.8075,0.8876,0.5611,46.7,55.0,,2006,193.6,0.9943181818181819,1,0.24121900826446283,1,0.9620098039215687,1,0,0,212.35000000009356,0.0,0.0,0.5294,1,46.8,0,1.0073260073260073,1.0038363171355498,1,0.9870867768595041,0.9583333333333335,1,6
9323,159052,NICCO UCO ALLIANCE CREDIT LTD.,20070331,12,IGAAP,117.7,2.8,0.3,,0.3,117.4,-369.6,90.7,-369.4,-154.9,-361.1,-307.5809,1608.8,,0.0,326.4,40147173.0,,401.5,,,,401.4717,-2115.1,2020.2,1608.8,,,1689.0,0.0844,0.0858,,126.3,218.4,,2006,1776.2,0.0660961603423038,1,0.07110685733588559,1,0.07835417297624712,0,1,0,1692.5000000000937,0.0,0.0,0.1072,0,401.4717,0,41.92857142857143,42.116279069767444,0,0.0015763990541605673,0.0018604248691212735,0,3
9326,159120,PIRAMAL ENTERPRISES LTD.,20070331,12,IGAAP,17818.8,17087.9,289.6,111.6,178.0,17529.2,1882.8,3521.9,2333.5,2047.5,1639.7,9.3541,19545.3,,0.0,2358.7,209013133.0,24872280.0,418.0,383.7,,,2090.1313,10563.9,4315.8,19545.3,,,17616.7,0.484,0.7262,0.4239,1703.3,2129.1,,2006,15688.1,1.1173564676410783,1,0.10857273984740025,1,1.1970634585078987,0,0,0,17616.700000000095,0.0,0.0,1.1344,0,1900.16,0,1.025825291580592,1.0323110987364597,0,1.0892268662234432,1.1595956489987316,0,2
9336,159383,NIJJER AGRO FOODS LTD.,20070331,12,IGAAP,194.1,194.1,,,,194.1,-8.5,23.9,-9.7,19.9,-0.4,-0.2061,203.1,,0.0,11.8,10200800.0,,102.0,,,,102.008,7.8,180.2,203.1,,,197.5,0.2174,0.7204,23.1026,-17.6,-9.8,,2006,198.1,0.9798081776880363,1,-0.0888440181726401,0,1.0792653455775738,0,0,0,200.60000000009643,0.0,0.0,0.4539,1,102.008,0,1.0,1.0,0,0.9798081776880363,1.0792653455775738,0,2
9339,159439,NIKHIL ADHESIVES LTD.,20070331,12,IGAAP,900.0,892.6,0.4,0.4,,899.6,12.0,43.1,20.2,27.4,11.8,1.3117,351.0,,0.0,140.0,3094300.0,,38.9,,,,30.943,77.2,115.5,351.0,,,309.5,0.669,1.0671,1.4961,5.2,9.1,20.8,2006,268.0,3.356716417910448,1,0.019402985074626865,1,2.5533683289588804,1,0,0,309.5000000000964,0.0,0.0,1.1393,0,30.943,0,1.0078422585704683,1.004647160068847,1,3.3305970149253734,2.5415573053368328,1,5
9357,159683,NILE LTD.,20070331,12,IGAAP,927.6,918.8,8.1,8.1,,919.5,34.6,90.8,54.0,68.6,26.6,2.8929,637.7,,0.0,139.0,3001900.0,,30.0,,,,30.019000000000002,196.4,242.9,637.7,,,526.65,0.4455,1.4066,1.2368,-26.6,-2.2,,2006,481.0,1.9116424116424116,1,-0.055301455301455305,0,1.5108897126969416,1,0,0,559.3500000000963,0.0,0.0,1.5055,0,30.019000000000002,0,1.0007618632999564,1.0016897081413212,0,1.9101871101871102,1.5083410565338276,1,3
9360,159783,NILKAMAL LTD.,20070331,12,IGAAP,5377.5,5341.9,10.9,10.3,0.6,5366.6,69.5,348.6,83.5,157.6,58.6,1.0919,3296.2,,0.0,366.2,8574700.0,,85.7,,,,85.74700000000001,1307.2,1474.6,3296.2,,,2904.9,0.4686,0.8740000000000001,1.1281,127.0,152.9,,2006,2513.6,2.1350254614894975,1,0.05052514322087842,1,1.6219359528328554,1,0,0,2904.9000000000965,0.0,0.0,1.0434,0,85.74700000000001,0,1.0046238229843316,1.0069193742478941,0,2.125198917886696,1.6107902919678552,1,4
9367,160177,NIRAV COMMERCIALS LTD.,20070331,12,IGAAP,187.4,185.0,0.2,0.2,,187.2,3.3,7.2,5.6,3.6,3.1,1.6560,93.9,,0.0,27.8,392000.0,,3.9,,,,3.92,65.0,,93.9,,,102.6,1.3381,2.4496,0.0,1.6,2.2,,2006,111.3,1.6819407008086253,1,0.014375561545372867,1,1.7430406852248395,0,0,0,102.60000000009653,0.0,0.0,1.1116,1,3.92,0,1.0118918918918918,1.0162297128589264,0,1.6621743036837378,1.7152034261241969,0,3
9370,160251,NIRLON LTD.,20070331,9,IGAAP,218.9,202.1,13.9,11.7,2.2,205.0,13.2,62.7,10.8,31.6,-0.7,-0.3415,2532.7,,0.0,522.4,58230608.0,,582.3,,,,582.3061,621.9,649.9,2532.7,,,1867.2,0.2528,0.2888,1.045,133.2,136.8,,2006,2437.6,0.08409911388250739,1,0.05464391204463406,1,0.2819954648526077,0,0,0,2485.150000000096,0.0,0.0,0.2083,1,582.3061,0,1.0143493320138546,1.0346089850249582,0,0.08290941910075485,0.272562358276644,0,3
9373,160259,NIRMA LTD.,20070331,12,IGAAP,27092.0,25480.8,1229.7,1106.7,123.0,25862.3,2197.9,5150.4,2890.6,1597.5,1103.0,4.2649,35479.0,,0.0,2146.5,79401376.0,279285.0,794.0,27.9,,,794.0138,24297.8,3275.9,35479.0,,,32354.0,1.0696,1.9111,0.135,1724.9,2570.6,,2006,29229.0,0.8848164494166751,1,0.05901330870026344,1,0.7763737918108712,1,0,0,32354.000000000095,0.0,0.0,4.2061,0,794.0138,0,1.0149720573922325,1.0224370683893962,0,0.871764343631325,0.7593365066799284,1,4
9378,160379,NIRMAN CEMENTS LTD.,20070331,12,IGAAP,24.5,23.9,0.6,,0.6,23.9,-3.3,0.8,-3.3,-2.4,-3.9,-16.3180,88.0,,0.0,21.7,4165900.0,,41.7,,,,41.659,30.6,35.7,88.0,,,76.9,0.3059,0.4569,1.1667,-6.4,-6.4,,2006,65.8,0.36322188449848025,1,-0.09726443768996962,0,0.16865671641791047,1,0,0,76.90000000009604,0.0,0.0,0.5693,0,41.659,0,1.0,1.018018018018018,0,0.36322188449848025,0.16567164179104477,1,3
9381,160503,NIRYAT-SAM APPARELS (INDIA) LTD.,20070331,12,IGAAP,18.1,0.9,,,,18.1,9.0,12.8,9.2,-7.9,9.0,49.7238,101.5,,0.0,9.2,7950000.0,2500000.0,79.5,250.0,,,79.5,91.8,250.0,101.5,,,99.7,1.7835,1.7938,,5.7,5.7,,2006,97.9,0.18488253319713993,1,0.05822267620020429,1,0.17368961973278518,1,0,0,99.70000000009603,0.0,0.0,0.8515,1,79.5,0,20.11111111111111,56.33333333333333,0,0.009193054136874362,0.003083247687564234,1,5
9384,160739,NISSAN COPPER LTD.,20070331,12,IGAAP,1063.7,1055.0,,,,1063.7,58.9,103.6,60.2,79.9,58.9,5.5373,729.2,,0.0,165.3,1761250.0,,145.6,,,,17.6125,402.2,125.8,729.2,,,572.35,0.7464,1.4563,0.3128,-53.2,-53.2,261.0,2006,434.8,2.4464121435142596,1,-0.12235510579576818,0,2.405793178126692,1,0,0,582.0000000000962,0.0,0.0,1.2124,1,1.7612,0,1.0082464454976303,1.0022555543024698,1,2.4264029438822448,2.4003789929615595,1,5
9387,160802,NITCO LTD.,20070331,12,IGAAP,4744.1,4704.7,,,,4744.1,380.2,740.1,528.1,597.2,380.2,8.0142,5740.0,,0.0,1133.5,22271330.0,,222.7,,,,222.7133,2946.6,1277.1,5740.0,,,5070.45,0.5088,1.3843,0.4334,11.6,70.9,,2006,4400.9,1.077984048717308,1,0.0026358244904451365,1,1.171759666500937,0,0,0,5070.450000000095,0.0,0.0,1.7468,0,122.7133,0,1.0083746041192851,1.0000652826739784,1,1.0690313344997615,1.1716831758901596,0,3
9390,160874,NITIN FIRE PROTECTION INDS. LTD.,20070331,12,IGAAP,282.0,278.5,0.4,0.2,0.2,281.6,29.6,60.9,44.9,42.9,29.2,10.3693,385.2,,0.0,96.5,7500000.0,,88.7,,,,75.0,227.8,10.7,385.2,,,275.5,1.1213,1.3431,0.047,57.4,72.8,100.1,2006,204.4,1.3776908023483367,1,0.2808219178082192,1,1.841931216931217,0,0,0,294.8000000000957,0.0,0.0,1.9691,0,35.0,0,1.0111310592459606,1.000359195402299,1,1.3625244618395302,1.8412698412698412,0,3
9393,160920,NITIN SPINNERS LTD.,20070331,12,IGAAP,1295.4,1292.9,,,,1295.4,80.1,256.8,85.8,152.3,80.3,6.1989,3136.2,,0.0,94.1,40833945.0,100000.0,408.3,10.0,,,408.3394,934.3,2082.8,3136.2,,,2414.25,0.1339,0.8907,2.2534,110.5,112.1,,2006,1692.3,0.7654671157596171,1,0.06529575134432429,1,0.82082708020677,0,0,0,2414.2500000000955,0.0,0.0,1.374,0,175.0,0,1.001933637558976,1.002852195171641,0,0.7639898363174379,0.8184925796231449,0,2
9405,161059,NIWAS SPINNING MILLS LTD.,20070331,12,IGAAP,194.7,192.7,,,,194.7,-55.8,20.4,-55.8,-6.1,-55.8,-28.6595,201.2,,0.0,35.4,14089393.0,,140.9,,,,140.8939,-412.3,577.7,201.2,,,210.4,0.2286,0.249,,33.1,33.1,,2006,219.6,0.8866120218579234,1,0.15072859744990894,1,0.6739984289080911,1,0,0,210.40000000009564,0.0,0.0,0.1452,1,140.8939,0,1.0103788271925271,1.0035087719298246,1,0.8775045537340619,0.6716417910447762,1,6
9414,161147,NOBLE EXPLOCHEM LTD.,20070331,12,IGAAP,146.2,137.0,,,,146.2,-276.0,-121.6,-265.9,-239.1,-273.8,-187.2777,536.2,,0.0,59.7,19228100.0,,192.3,,,,192.28099999999998,52.5,275.6,536.2,,,610.85,0.5121,0.6128,5.2495,3.1,3.6,,2006,685.5,0.21327498176513493,1,0.0045222465353756385,1,0.8375093029025056,0,0,0,610.8500000000956,0.0,0.0,1.1465,0,147.281,0,1.0671532846715328,1.0174804098854733,1,0.199854121079504,0.8231208136938725,0,3
9422,161258,NOIDA TOLL BRIDGE CO. LTD.,20070331,12,IGAAP,491.1,471.1,,,,491.1,110.6,382.5,111.4,235.8,110.6,22.5209,5599.1,,0.0,114.5,180413187.0,,1862.0,,,,1804.1319,3207.8,1859.9,5599.1,,,5645.5,6.7296,6.7307,0.5798,262.4,262.4,203.7,2006,6528.0,0.07522977941176472,1,0.040196078431372545,1,0.07937313374577959,0,0,0,6063.550000000095,0.0,0.0,15.482000000000001,0,1224.0001,0,1.0424538314582892,1.0409521371896595,1,0.07216605392156863,0.07625051230508012,0,3
9425,161350,NORBEN TEA & EXPORTS LTD.,20070331,12,IGAAP,22.6,20.3,1.7,0.1,1.6,20.9,-1.0,3.3,-2.4,-2.0,-2.7,-12.9187,193.8,,0.0,11.7,11750000.0,,117.5,,,,117.5,126.1,38.0,193.8,,,169.4,0.583,0.7106,0.3013,0.3,0.6,,2006,145.9,0.14324880054832076,1,0.00205620287868403,1,0.09234073013600573,1,0,0,169.85000000009478,0.0,0.0,0.8289,0,117.5,0,1.0295566502463054,1.032,0,0.13913639479095272,0.08947745168217609,1,4
9428,161507,NORTH EASTERN CARRYING CORPN. LTD.,20070331,12,IGAAP,1683.2,1680.6,1.7,0.7,1.0,1681.5,11.9,53.0,20.6,31.9,10.2,0.6066,485.6,,0.0,20.3,12549334.0,,125.5,,,,125.4933,326.5,114.9,485.6,,,470.9,2.8886,2.8886,0.3519,30.3,38.7,,2006,456.2,3.685883384480491,1,0.0664182376150811,1,3.8430753027909423,0,0,0,470.9000000000948,0.0,0.0,4.3377,0,125.4933,0,1.0005355230274902,1.0001370426202547,1,3.6839105655414293,3.8425487098472884,0,3
9433,161626,NETTLINX LTD.,20070331,12,IGAAP,116.9,68.4,44.9,,44.9,72.0,52.5,70.8,62.1,15.3,7.6,10.5556,190.1,,0.0,11.0,11030012.0,,110.3,,,,110.3001,168.7,0.8,190.1,,,157.1,2.602,2.602,0.0047,-30.2,-21.1,,2006,125.0,0.576,1,-0.24159999999999998,0,0.28448275862068967,1,0,0,157.5500000000947,0.0,0.0,2.4051,1,110.3001,0,1.0526315789473684,1.1487341772151898,0,0.5472,0.24764890282131663,1,4
9436,161695,NORTHERN PROJECTS LTD.,20070331,12,IGAAP,72.2,70.3,,,,72.2,-5.0,3.9,-5.0,2.6,-4.3,-5.9557,204.1,,0.0,0.2,2205000.0,,22.1,,,,22.05,203.5,0.2,204.1,,,228.95,286.1667,300.3333,0.001,-46.1,-45.9,,2006,253.8,0.2844759653270292,1,-0.18163908589440503,0,0.3004235907461714,0,0,0,228.9500000000947,0.0,0.0,5.2009,1,22.05,0,1.0270270270270272,1.0187845303867404,1,0.2769897557131599,0.29488432714239166,0,3
9448,161833,MIDWEST GOLD LTD.,20070331,12,IGAAP,98.3,96.8,,,,98.3,-38.4,-18.7,-32.3,-28.3,-38.3,-38.9624,212.5,,0.0,149.9,3270000.0,,32.7,,,,32.7,6.8,23.1,212.5,,,216.75,0.4144,0.7897,3.3971,45.2,45.3,,2006,221.0,0.4447963800904977,1,0.20452488687782808,1,0.3564648117839607,1,0,0,216.75000000009464,0.0,0.0,1.0567,0,32.7,0,1.015495867768595,1.0009191176470589,1,0.43800904977375565,0.35613747954173486,1,5
9453,161853,G S L NOVA PETROCHEMICALS LTD.,20070331,12,IGAAP,3026.9,2998.5,16.5,16.5,,3010.4,-179.3,159.5,-278.0,-93.5,-181.1,-6.0158,2717.7,,0.0,719.1,13500000.0,,270.0,,,,135.0,403.5,1360.1,2717.7,,,2848.0,0.3131,0.4895,3.3708,292.9,311.2,,2006,2978.3,1.0107779605815397,1,0.09834469328140213,1,1.672576574330851,0,0,0,2848.000000000094,0.0,0.0,0.5638,0,135.0,0,1.0039686509921628,1.002352853301464,1,1.0067823926400967,1.6686504845293364,0,3
9459,161904,NOVARTIS INDIA LTD.,20070331,12,IGAAP,6180.2,5639.0,92.5,67.4,25.1,6087.7,885.5,1432.2,1383.6,857.8,802.1,13.1757,4949.5,,0.0,673.0,31960797.0,,159.8,,,,319.608,3885.8,92.0,4949.5,,,4887.0,0.953,1.7448,0.0237,507.4,1044.0,,2006,4824.5,1.2618302414758005,1,0.10517152036480464,1,1.3615447038044777,0,0,0,4887.000000000095,0.0,0.0,1.8928,0,319.608,0,1.0795708458946622,1.0491218390804598,1,1.1688257850554462,1.2977946441357582,0,3
9462,162002,SPISYS LTD.,20070331,12,IGAAP,60.9,60.1,,,,60.9,-12.8,10.1,-12.6,-3.3,-12.7,-20.8539,144.6,,0.0,26.4,9050000.0,,90.5,,,,90.5,-14.4,132.6,144.6,,,143.7,0.1778,0.4533,,2.4,2.3,,2006,142.8,0.4264705882352941,1,0.01680672268907563,1,0.4082840236686391,1,0,0,143.70000000009506,0.0,0.0,1.5317,0,90.5,0,1.0133111480865225,1.005464480874317,1,0.4208683473389356,0.4060650887573965,1,5
9465,162024,NOVOPAN INDUSTRIES LTD.,20070331,12,IGAAP,936.6,926.8,1.0,0.6,0.4,935.6,58.6,136.9,70.4,98.9,60.5,6.4664,840.6,,0.0,159.1,8792757.0,,119.1,,,,87.9276,269.8,342.2,840.6,,,804.85,0.7253,1.105,1.2683,71.3,110.5,,2006,770.4,1.214434060228453,1,0.09254932502596054,1,0.9435100783155732,1,0,0,805.500000000095,0.0,0.0,1.0035,1,87.9276,0,1.009495036685369,1.0225406984833727,0,1.2030114226375908,0.9227115162408526,1,5
9471,162116,NUCHEM LTD.,20070930,12,IGAAP,1488.7,1441.0,17.4,5.1,12.3,1471.3,-42.9,73.6,-60.5,-38.6,-60.0,-4.0780,1317.8,,0.0,540.8,28915471.0,,289.2,,,,289.1547,78.6,569.7,1317.8,,,1241.1,0.3962,0.7699,7.3415,156.7,158.8,,2006,1326.3,1.1093266983337102,1,0.11814823192339591,1,0.9097222222222221,1,0,0,1322.050000000095,0.0,0.0,0.8118,0,289.1547,0,1.0210270645385149,1.0047197640117993,1,1.0864811882681142,0.9054487179487178,1,5
9474,162140,ASIT C. MEHTA FINANCIAL SERVICES LTD.,20070331,12,IGAAP,70.3,64.4,0.1,0.1,,70.2,21.1,25.8,21.3,16.2,21.0,29.9145,168.1,,0.0,5.5,4952560.0,,49.5,,,,49.5256,115.1,17.3,168.1,,,142.45,2.5672,2.7761,0.1503,22.0,23.2,,2006,148.5,0.4727272727272728,1,0.14814814814814814,1,0.7299578059071731,0,0,0,158.30000000009514,0.0,0.0,3.3571,0,34.4084,0,1.0900621118012421,1.180887372013652,0,0.4336700336700337,0.6181434599156118,0,2
9477,162142,NUCLEUS SOFTWARE EXPORTS LTD.,20070331,12,IGAAP,1511.9,1465.3,0.2,,0.2,1511.7,429.0,563.3,487.8,443.1,428.9,28.3720,1950.7,,0.0,454.7,16107612.0,,161.6,,,,161.0761,1384.5,,1950.7,,,1704.6,1.4177,1.4177,0.0,197.4,216.2,14.0,2006,1458.5,1.0364758313335618,1,0.1353445320534796,1,0.781136638452237,1,0,0,1704.6000000000954,0.0,0.0,1.0493,1,160.9361,0,1.0316658704702109,1.0268093673837024,1,1.0046623243057935,0.7607416364369206,1,6
9483,162229,SWELECT ENERGY SYSTEMS LTD.,20070331,12,IGAAP,3008.9,2969.5,16.5,16.5,,2992.4,188.1,324.3,240.4,260.0,189.3,6.3260,1757.2,,0.0,480.4,5000000.0,,50.0,,,,50.0,1016.1,188.2,1757.2,,,1652.8,1.1809,1.8739,0.1852,42.7,72.4,,2006,1548.4,1.9325755618703178,1,0.027576853526220614,1,2.020461400505421,0,0,0,1652.8000000000952,0.0,0.0,1.7358,1,50.0,0,1.0077117359824888,1.0066609804638318,1,1.917786101782485,2.00709219858156,0,4
9487,162371,NUTECH GLOBAL LTD.,20070331,12,IGAAP,242.1,240.3,,,,242.1,2.7,19.6,3.1,7.2,2.9,1.1979,171.5,,0.0,24.6,3203700.0,,32.0,,,,32.037,61.7,73.7,171.5,,,166.15,0.6367,1.545,1.1945,10.6,11.0,,2006,165.6,1.4619565217391304,1,0.0640096618357488,1,1.5063385533184193,0,0,0,168.55000000009505,0.0,0.0,1.6272,0,32.037,0,1.0074906367041199,1.0094952523738132,0,1.4510869565217392,1.4921700223713648,0,2
9490,162387,NUTRAPLUS INDIA LTD.,20070331,12,IGAAP,155.1,152.0,,,,155.1,1.6,11.2,2.8,3.8,1.6,1.0316,141.9,,0.0,34.9,4050000.0,,40.5,,,,40.5,53.6,48.5,141.9,,,137.45,0.3291,0.7294,0.9049,-3.2,-0.5,,2006,133.1,1.1652892561983472,1,-0.02404207362885049,0,1.0317220543806647,1,0,0,137.50000000009504,0.0,0.0,0.929,0,40.5,0,1.0203947368421051,1.0141054194506312,1,1.1419984973703983,1.017371601208459,1,4
