,sa_company_name,f_score
614,SIMPLEX INFRASTRUCTURES LTD.,5
615,SINCLAIRS HOTELS LTD.,5
616,SINTEX INDUSTRIES LTD.,6
617,SIR SHADI LAL ENTERPRISES LTD.,6
618,SKY INDUSTRIES LTD.,6
619,SKYPAK SERVICE SPECIALISTS LTD.,5
620,S I L BUSINESS ENTERPRISES LTD.,6
621,SOMA PAPERS & INDS. LTD.,5
622,MANGALAM VENTURES LTD.,5
623,SONU SYNTHETICS LTD.,6
624,SICAL LOGISTICS LTD.,6
625,SOUTH INDIA PAPER MILLS LTD.,5
626,SOVEREIGN DIAMONDS LTD.,5
627,SPAN DIVERGENT LTD.,5
628,SPENTA INTERNATIONAL LTD.,6
629,DIGISPICE TECHNOLOGIES LTD.,6
630,SPORTKING INDIA LTD.,5
631,SREE JAYALAKSHMI AUTOSPIN LTD.,5
632,T G V SRAAC LTD.,5
633,SRI CHAMUNDESWARI SUGARS LTD.,5
634,SRI JAYALAKSHMI SPG. MILLS LTD.,5
635,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.,5
636,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.,5
637,SRICHAKRA CEMENTS LTD.,5
638,SRINIVASA HATCHERIES PVT. LTD.,5
639,STAR PAPER MILLS LTD.,6
640,STARLITE COMPONENTS LTD.,5
641,PERVASIVE COMMODITIES LTD.,6
642,STEEL AUTHORITY OF INDIA LTD.,5
643,STEELCAST LTD.,5
644,TEJASSVI AAHARAM LTD.,5
645,STOVEC INDUSTRIES LTD.,6
646,SUDARSHAN CHEMICAL INDS. LTD.,6
647,REGALIAA REALTY LTD.,5
648,SUKHJIT STARCH & CHEMICALS LTD.,6
649,SULZER INDIA PVT. LTD.,5
650,SUN GRANITE EXPORT LTD.,6
651,SUN PHARMACEUTICAL INDS. LTD.,5
652,SUNIL AGRO FOODS LTD.,5
653,SUNRAJ DIAMOND EXPORTS LTD.,5
654,SUPER SALES INDIA LTD.,5
655,SUPER SPINNING MILLS LTD.,6
656,SUPER TANNERY LTD.,5
657,P M TELELINNKS LTD.,5
658,SURAT TEXTILE MILLS LTD.,6
659,SURYAJYOTI SPINNING MILLS LTD.,5
660,SURYALAKSHMI COTTON MILLS LTD.,5
661,SURYALATA SPINNING MILLS LTD.,5
662,SUSHREE TRADING LTD.,6
663,KEERTHI INDUSTRIES LTD.,5
664,SUVEN LIFE SCIENCES LTD.,5
665,SUZLON ENERGY LTD.,6
666,KUSH INDUSTRIES LTD.,5
667,S M L ISUZU LTD.,5
668,SWITCHING TECHNOLOGIES GUNTHER LTD.,5
669,SYMPHONY LTD.,6
670,T & I GLOBAL LTD.,5
671,T C I INDUSTRIES LTD.,5
672,T C P LTD.,5
673,T T K HEALTHCARE LTD.,5
674,T T LTD.,5
675,TAMIL NADU NEWSPRINT & PAPERS LTD.,5
676,TAMILNADU PETROPRODUCTS LTD.,6
677,TAMILNADU TELECOMMUNICATIONS LTD.,5
678,TANEJA AEROSPACE & AVIATION LTD.,5
679,TASTY BITE EATABLES LTD.,5
680,TATA CHEMICALS LTD.,5
681,TATA ELXSI LTD.,6
682,TATA METALIKS LTD.,5
683,TATA POWER CO. LTD.,5
684,TATA S S L LTD. [MERGED],5
685,TATA STEEL LONG PRODUCTS LTD.,5
686,A G C NETWORKS LTD.,5
687,TAYO ROLLS LTD.,6
688,TECHNO FORGE LTD.,5
689,TECHTRAN POLYLENSES LTD.,5
690,TEESTA AGRO INDS. LTD.,5
691,AGNITE EDUCATION LTD.,5
692,TERRYFAB (INDIA) LTD.,5
693,TEXTOOL CO. LTD. [MERGED],5
694,TIMKEN INDIA LTD.,5
695,TINPLATE CO. OF INDIA LTD.,5
696,TIRUPATI SARJAN LTD.,5
697,TITAGARH STEELS LTD. [MERGED],5
698,TITAN BIO-TECH LTD.,5
699,DE NORA INDIA LTD.,5
700,JUSTRIDE ENTERPRISES LTD.,5
701,TODAY'S WRITING INSTRUMENTS LTD.,5
702,TORRENT CABLES LTD. (1991) [MERGED],6
703,TRANSMEDICA (INDIA) LTD.,5
704,TRANSPORT CORPORATION OF INDIA LTD.,5
705,TRITON VALVES LTD.,6
706,TRIVENI GLASS LTD.,6
707,T T L ENTERPRISES LTD.,5
708,T C P L PACKAGING LTD.,6
709,U T V SOFTWARE COMMUNICATIONS LTD.,5
710,CIAN AGRO INDS. & INFRASTRUCTURE LTD.,5
711,UNICHEM LABORATORIES LTD.,5
712,UNIMIN INDIA LTD.,6
713,UNIPRODUCTS (INDIA) LTD.,5
714,UNITED BREWERIES (HOLDINGS) LTD.,5
715,UNJHA FORMULATIONS LTD.,5
716,USHDEV INTERNATIONAL LTD.,5
717,UTTAM GALVA STEELS LTD.,5
718,V C C L LTD.,5
719,V S T INDUSTRIES LTD.,6
720,VALLABH STEELS LTD.,5
721,VALLEY MAGNESITE CO. LTD.,5
722,VANASTHALI TEXTILE INDS. LTD.,5
723,VARDHMAN INDUSTRIES LTD.,5
724,VARDHMAN POLYTEX LTD.,5
725,VARDHMAN HOLDINGS LTD.,5
726,VASHISTI DETERGENTS LTD. [MERGED],5
727,VASUNDHARA RASAYANS LTD.,5
728,VEEJAY LAKSHMI ENGG. WORKS LTD.,5
729,VELAN HOTELS LTD.,6
730,VENKY'S (INDIA) LTD.,5
731,VENLON ENTERPRISES LTD.,5
732,EATON FLUID POWER LTD.,5
733,VICTORY PAPER & BOARDS (INDIA) LTD.,5
734,VIDARBHA PAPER MILLS LTD. [MERGED],5
735,VALUE INDUSTRIES LTD.,5
736,TREND ELECTRONICS LTD.,5
737,TATA COMMUNICATIONS LTD.,5
738,U T C FIRE & SECURITY INDIA LTD.,5
739,VIJAY SHANTHI BUILDERS LTD.,5
740,VIJAY TEXTILES LTD.,5
741,VIJAYA KUMAR MILLS LTD.,5
742,V T X INDUSTRIES LTD.,5
743,VIMTA LABS LTD.,5
744,VINATI ORGANICS LTD.,6
745,VINYL CHEMICALS INDIA LTD.,6
746,VIRAJ FORGINGS LTD. [MERGED],5
747,VIRAT CRANE INDS. LTD.,5
748,IND-AGIV COMMERCE LTD.,5
749,VOGUE TEXTILES LTD.,5
750,VOLTAMP TRANSFORMERS LTD.,5
751,VOLTAS LTD.,5
752,PATEL HOLDINGS LTD.,5
753,WELL PACK PAPERS & CONTAINERS LTD.,5
754,A Y M SYNTEX LTD.,5
755,WELSPUN CORP LTD.,6
756,WESTERN INDIA SHIPYARD LTD.,6
757,WHITE ORGANIC AGRO LTD.,5
758,WILLARD INDIA LTD.,5
759,WILWAYFORT INDIA LTD.,5
760,WIPRO LTD.,5
761,WOCKHARDT LTD.,5
762,WORLDWIDE ALUMINIUM LTD.,5
763,WYETH LTD. [MERGED],6
764,SARAL MINING LTD.,5
765,YUKEN INDIA LTD.,5
766,Z F STEERING GEAR (INDIA) LTD.,5
767,ZENITH EXPORTS LTD.,6
768,ZENITH FIBRES LTD.,6
769,ZENSAR TECHNOLOGIES LTD.,5
770,AGARWAL INDUSTRIAL CORPN. LTD.,6
771,SMARTLINK HOLDINGS LTD.,5
