,sa_company_name,f_score
601,SURYODAYA PLASTICS LTD.,2
602,SUVARNA APPAREL & FASHION EXPORTS LTD.,2
603,SWADESHI MILLS CO. LTD.,1
604,SWISSEN INTERSPACE LTD.,1
605,PRAVEG COMMUNICATIONS (INDIA) LTD.,2
606,SECURE EARTH TECHNOLOGIES LTD.,1
607,SYNTHIKO FOILS LTD.,1
608,T I L LTD.,2
609,T P I INDIA LTD.,1
610,T V S ELECTRONICS LTD. [MERGED],2
611,T V S ELECTRONICS LTD.,1
612,T V S SRICHAKRA LTD.,2
613,TAI INDUSTRIES LTD.,2
614,MANGAL CREDIT & FINCORP LTD.,2
615,TAMILNADU STEEL TUBES LTD.,2
616,TAPARIA TOOLS LTD.,2
617,TATA COFFEE LTD.,2
618,HONEYWELL AUTOMATION INDIA LTD.,2
619,TEAKTEX PROCESSING COMPLEX LTD.,2
620,TECHNOJET CONSULTANTS LTD.,1
621,TECIL CHEMICALS & HYDRO POWER LTD.,1
622,TELEVISION EIGHTEEN INDIA LTD.[MERGED],2
623,THAKKERS DEVELOPERS LTD.,2
624,THANA ELECTRIC SUPPLY CO. LTD.,1
625,TIMEX GROUP INDIA LTD.,2
626,TIRUPATI FOAM LTD.,1
627,TIRUPATI STARCH & CHEMICALS LTD.,2
628,TONIRA PHARMA LTD. [MERGED],2
629,MAGNA COLORS LTD.,2
630,TRADE-WINGS LTD.,2
631,TRANSGLOBE FOODS LTD.,2
632,STERLING INTERNATIONAL ENTERPRISES LTD.,2
633,TRIGYN TECHNOLOGIES LTD.,2
634,TRILLENIUM TECHNOLOGIES LTD.,1
635,CHOLAMANDALAM FINANCIAL HOLDINGS LTD.,2
636,TUDOR INDIA PVT. LTD.,1
637,TUTICORIN ALKALI CHEMICALS & FERTILISERS LTD.,2
638,ENSO SECUTRACK LTD.,1
639,TYROON TEA CO. LTD.,2
640,U B ENGINEERING LTD.,2
641,U G HOTELS & RESORTS LTD.,2
642,UGAR SUGAR WORKS LTD.,2
643,UMA MAHESWARI MILLS LTD.,1
644,UNI ABEX ALLOY PRODUCTS LTD.,2
645,HIGH STREET FILATEX LTD.,2
646,UNIPORT COMPUTERS LTD.,2
647,UNIQUE ESTATES DEVP. CO. LTD.,2
648,UNITED MOTORS (INDIA) PVT. LTD.,2
649,UNITED NILGIRI TEA ESTATES CO. LTD.,1
650,UNIPHOS ENTERPRISES LTD.,2
651,UNITED VAN DER HORST LTD.,2
652,ARISTOCRAT LUGGAGE LTD. [MERGED],2
653,UPPER GANGES SUGAR & INDS. LTD. [MERGED],2
654,UPTOWN TRADING & INVESTMENTS LTD.,1
655,USHA (INDIA) LTD.,2
656,USHA ISPAT LTD.,2
657,SIEMENS V D O AUTOMOTIVE LTD. [MERGED],1
658,V I P INDUSTRIES LTD.,2
659,V X L INSTRUMENTS LTD.,1
660,VADILAL DAIRY INTL. LTD.,2
661,VAKRANGEE LTD.,2
662,VALSON INDUSTRIES LTD.,2
663,IN HOUSE PRODUCTIONS LTD.,2
664,VARUN INDUSTRIES LTD.,2
665,VARUNA AGROPROTEINS LTD.,1
666,YASHRAJ CONTAINEURS LTD.,2
667,PRECISION CONTAINEURS LTD.,2
668,VENTRON POLYMERS LTD.,1
669,VICTORY GLASS & INDS. LTD.,2
670,VIDHI SPECIALTY FOOD INGREDIENTS LTD.,2
671,V S F PROJECTS LTD.,1
672,VIKRANT TYRES LTD. [MERGED],2
673,VIKSIT ENGINEERING LTD.,1
674,VINTAGE CARDS & CREATIONS LTD.,2
675,VIRAT INDUSTRIES LTD.,2
676,M P S INFOTECNICS LTD.,2
677,VISHAL CHAIRS LTD.,2
678,VISHAL EXPORTS OVERSEAS LTD.,1
679,VISHAL MALLEABLES LTD.,2
680,VISION ORGANICS LTD.,2
681,VISION CINEMAS LTD.,1
682,E D & TECH INTL. LTD.,2
683,VOLANT TEXTILE MILLS LTD.,1
684,VOLGA AIR TECHNICS LTD.,2
685,TERRUZZI FERCALX INDIA LTD.,2
686,WELCURE DRUGS & PHARMACEUTICALS LTD.,1
687,WELLMAN INCANDESCENT INDIA LTD.,2
688,WESTERN INDIA PLYWOODS LTD.,2
689,WESTON ELECTRONIKS LTD.,2
690,KENNAMETAL INDIA LTD.,2
691,WINSOME BREWERIES LTD.,2
692,WOOLWAYS (INDIA) LTD.,2
693,YANGIR PROPERTIES & TRDG. LTD.,2
694,YUVRAJ INTERNATIONAL LTD.,2
695,ZENITH INFOTECH LTD.,2
696,ZODIAC CLOTHING CO. LTD.,2
697,ZORA PHARMA LTD. [MERGED],2
698,MUDUNURU LTD.,2
699,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,1
700,HITTCO TOOLS LTD.,2
701,HANUNG TOYS & TEXTILES LTD.,2
702,GLOBUS SPIRITS LTD.,1
