sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year
414,A B M INTERNATIONAL LTD.,20030331,12,IGAAP,317.8,311.1,0.8,,0.8,317.0,4.2,9.7,6.0,0.7,3.4,1.0726,183.8,,,71.1,490000.0,,4.9,,,,4.9,107.4,,183.8,,,166.85,1.4265,1.4265,0.0,35.0,33.5,,2002
415,A B M KNOWLEDGEWARE LTD.,20010331,6,IGAAP,35.2,32.5,,,,35.2,3.8,7.2,4.8,3.0,3.8,10.7955,130.8,,,28.4,8198900.0,,80.9,,,,81.989,96.9,2.1,130.8,,,123.85,1.278,1.2843,0.0217,9.3,9.3,,2000
415,A B M KNOWLEDGEWARE LTD.,20020331,12,IGAAP,108.6,104.3,,,,108.6,6.2,15.5,10.6,7.7,6.2,5.7090,137.5,,,9.4,10350000.0,,103.5,,,,103.5,102.2,22.8,137.5,,,132.4,4.0922,4.2695,0.2231,-17.2,-17.2,,2001
415,A B M KNOWLEDGEWARE LTD.,20030331,12,IGAAP,88.6,86.2,,,,88.6,2.6,12.9,5.7,5.1,2.7,3.0474,131.1,,,15.0,10350000.0,,103.5,,,,103.5,105.2,8.0,131.1,,,133.0,3.4525,3.4637,0.076,7.3,7.4,,2002
443,A B N GRANITES LTD.,20010630,12,IGAAP,7.5,,,,,7.5,-33.1,7.3,-33.1,-13.1,-33.1,-441.3333,213.4,,,12.0,8920000.0,,89.2,,,,89.2,-161.3,360.1,213.4,,,220.0,0.22,0.69,,,,,2000
443,A B N GRANITES LTD.,20020630,12,IGAAP,,,,,,,-84.2,-0.2,-84.2,-28.6,-84.2,ER,180.3,,,9.9,8920000.0,,89.2,,,,89.2,-245.5,413.3,180.3,,,196.85,0.0,0.0,,3.8,3.8,,2001
443,A B N GRANITES LTD.,20030630,12,IGAAP,0.3,,,,,0.3,-56.6,0.1,-56.6,-12.5,-56.6,-18866.6667,167.9,,,9.2,8920000.0,,89.2,,,,89.2,-301.4,457.5,167.9,,,174.1,0.0,0.0,,-0.2,-0.2,,2002
612,A C E EDUTREND LTD.,20010331,12,IGAAP,0.9,,,,,0.9,-1.7,-0.8,-1.7,-1.5,-0.6,-66.6667,26.5,,,0.9,3160900.0,,31.6,,,,31.609,25.0,,26.5,,,,2.5556,2.5556,0.0,,,,2000
612,A C E EDUTREND LTD.,20020331,12,IGAAP,2.3,,,,,2.3,-0.4,1.1,-0.4,-2.1,-0.4,-17.3913,28.9,,,3.7,3160900.0,,31.6,,,,31.609,24.8,,28.9,,,27.2,1.7027,1.7027,0.0,-4.3,-4.3,,2001
612,A C E EDUTREND LTD.,20030331,12,IGAAP,2.0,,,,,2.0,0.1,1.5,0.1,-1.8,0.1,5.0000,28.9,,,3.4,3160900.0,,31.6,,,,31.609,25.2,,28.9,,,28.6,2.3429,2.3429,0.0,3.4,3.4,,2002
641,A C E STONECRAFT LTD.,20030331,12,IGAAP,,,,,,,-0.3,-0.2,-0.3,-0.3,-0.3,ER,256.1,,,0.1,23492100.0,,234.9,,,,234.921,221.7,21.4,256.1,,,,1.0672,1.0672,0.0965,,,,2002
666,A C I INFOCOM LTD.,20010331,12,IGAAP,1222.2,1220.0,,,,1222.2,3.6,22.1,4.0,10.6,3.9,0.3191,474.6,,,328.1,4560790.0,,45.6,,,,45.6079,118.3,18.0,474.6,,,326.7,0.7123,1.0468,0.1522,58.2,58.6,,2000
666,A C I INFOCOM LTD.,20020331,12,IGAAP,1157.2,1153.4,0.2,0.2,,1157.0,-11.4,14.4,-11.4,-6.9,-11.3,-0.9767,333.6,,,195.3,8149090.0,,81.4,,,,81.4909,109.1,29.2,333.6,,,403.0,0.8319,1.1589,0.2676,-27.8,-15.1,,2001
666,A C I INFOCOM LTD.,20030331,12,IGAAP,718.2,716.0,,,,718.2,-2.7,17.3,-2.7,2.6,-2.5,-0.3481,272.0,,,121.2,8149090.0,,81.5,,,,81.4909,106.4,32.0,272.0,,,302.8,0.829,1.2681,0.3008,-12.2,-12.2,,2002
783,A D F FOODS LTD.,20010331,12,IGAAP,436.3,433.1,,,,436.3,1.9,40.0,2.2,26.2,2.7,0.6188,443.1,,,88.0,10780000.0,,104.0,,,,107.8,215.2,136.5,443.1,,,451.7,0.4225,1.1037,0.6343,13.2,14.3,,2000
783,A D F FOODS LTD.,20020331,12,IGAAP,448.1,444.1,0.2,0.2,,447.9,4.8,38.8,7.0,25.2,5.1,1.1386,437.7,,,101.9,10023400.0,,104.0,,,,100.234,220.0,109.9,437.7,,,440.4,0.5312,1.161,0.4995,27.1,28.0,,2001
783,A D F FOODS LTD.,20030331,12,IGAAP,569.6,501.5,45.0,45.0,,524.6,59.3,98.6,67.4,15.4,15.3,2.9165,461.9,,,99.9,10023400.0,,104.0,,,,100.234,279.3,69.3,461.9,,,449.8,0.8408,1.5614,0.2481,95.2,51.5,,2002
830,A D S DIAGNOSTIC LTD.,20010331,12,IGAAP,24.0,23.9,,,,24.0,0.1,5.7,0.1,1.5,0.2,0.8333,55.3,,,3.3,2297300.0,,23.0,,,,22.973,36.1,14.7,55.3,,,51.1,0.6709,0.8987,0.4072,5.5,6.5,,2000
830,A D S DIAGNOSTIC LTD.,20020331,12,IGAAP,24.8,24.5,,,,24.8,0.1,6.2,0.2,1.6,0.2,0.8065,56.1,,,2.8,2192800.0,,22.5,,,,21.928,30.1,13.6,56.1,,,54.9,1.0816,2.0204,0.4518,3.5,3.7,,2001
830,A D S DIAGNOSTIC LTD.,20030331,12,IGAAP,21.9,20.2,0.9,0.9,,21.0,-2.1,4.3,-2.1,-2.0,-3.0,-14.2857,62.0,,,3.3,2192800.0,,22.5,,,,21.928,27.2,20.9,62.0,,,58.0,0.7255,1.549,0.7684,4.1,3.2,,2002
867,A E C (INDIA) LTD.,20010331,15,IGAAP,21.2,20.1,,,,21.2,-93.3,-68.8,-93.3,-46.9,-48.4,-228.3019,515.3,,,159.8,6328700.0,,63.3,,,,63.287,32.7,275.4,515.3,,,486.65,0.3685,0.3933,8.422,-39.9,-39.9,,2000
867,A E C (INDIA) LTD.,20020331,12,IGAAP,19.0,5.5,11.9,,11.9,7.1,-25.2,6.9,-25.2,-37.0,-35.4,-498.5915,482.4,,,163.9,6328700.0,,63.3,,,,63.287,13.1,275.4,482.4,,,462.3,0.3525,0.3647,21.0229,1.0,1.0,,2001
867,A E C (INDIA) LTD.,20030331,12,IGAAP,0.5,0.5,,,,0.5,-18.5,-1.0,-18.5,-18.5,-18.5,-3700.0000,475.5,,,163.8,6328700.0,,63.3,,,,63.287,24.1,275.3,475.5,,,459.9,0.3482,0.3604,11.4232,-0.9,-0.9,,2002
912,A F ENTERPRISES LTD.,20030331,12,IGAAP,0.1,,,,,0.1,-0.8,0.1,-0.8,0.0,-0.8,-800.0000,15.1,,,1.1,240000.0,,2.4,,,,2.4,1.9,12.1,15.1,,,,0.3636,0.4545,6.3684,0.0,0.0,,2002
934,APEEJAY TEA LTD. [MERGED],20010331,12,IGAAP,959.0,908.8,,,,959.0,46.4,99.8,62.4,19.5,46.4,4.8384,2629.5,,,239.9,6000000.0,,60.0,,,,60.0,826.0,22.9,2629.5,,,1160.9,0.3424,0.5096,0.0277,-128.1,-95.1,,2000
934,APEEJAY TEA LTD. [MERGED],20020331,12,IGAAP,983.1,929.3,1.5,1.5,,981.6,53.7,136.3,71.7,43.5,52.2,5.3178,2704.1,,,175.0,6000000.0,,60.0,,,,60.0,824.3,199.1,2704.1,,,1246.7,0.1637,0.315,0.2415,-44.6,-30.1,,2001
934,APEEJAY TEA LTD. [MERGED],20030331,12,IGAAP,997.7,935.8,3.5,3.5,,994.2,28.1,119.4,43.8,19.2,24.6,2.4744,3002.5,,,181.8,6000000.0,,60.0,,,,60.0,838.9,553.2,3002.5,,,1491.6,0.7222,0.9208,0.6594,148.6,154.4,,2002
1034,A G S INFOTECH LTD.,20010331,12,IGAAP,,,,,,,-2.2,-1.7,-2.2,-2.1,-2.1,ER,36.0,,,0.4,5448100.0,,54.5,,,,54.481,33.4,,36.0,,,34.05,4.75,4.75,0.0,0.7,0.8,1.0,2000
1034,A G S INFOTECH LTD.,20030331,12,IGAAP,,,,,,,-0.8,-0.3,-0.8,-0.8,-0.8,ER,33.7,,,,5448100.0,,54.5,,,,54.481,32.2,,33.7,,,,,,0.0,-0.7,-0.7,,2002
1120,A I A ENGINEERING LTD.,20010331,12,IGAAP,1165.0,1135.2,2.8,2.8,0.0,1162.2,103.4,218.2,169.9,171.4,100.6,8.6560,882.5,,,82.6,4810000.0,0.0,48.1,0.0,,,48.1,472.7,189.3,882.5,,,843.55,1.6873,1.9149,0.4005,,,,2000
1120,A I A ENGINEERING LTD.,20020331,12,IGAAP,1297.4,1210.1,16.9,16.0,0.9,1280.5,147.0,250.7,209.0,147.9,130.1,10.1601,1387.8,,,106.0,4810000.0,3826600.0,48.1,382.7,,,48.1,952.6,462.1,1387.8,,,1135.15,1.8016,2.0131,0.8108,,,,2001
1120,A I A ENGINEERING LTD.,20030331,12,IGAAP,1583.1,1517.8,1.1,1.0,0.1,1582.0,156.6,299.6,245.1,204.1,155.5,9.8293,1138.6,,,154.2,2448900.0,3826600.0,24.5,382.7,,,24.489,631.1,499.3,1138.6,,,1263.2,1.8059,2.053,2.0101,26.4,99.4,,2002
1144,A INFRASTRUCTURE LTD.,20010331,12,IGAAP,379.3,371.7,0.1,0.1,,379.2,13.7,54.7,13.7,34.7,13.6,3.5865,358.3,,,130.3,6795150.0,86700.0,68.0,8.7,,,67.9515,1.7,168.7,358.3,,,,0.7789,1.3673,,53.6,54.1,,2000
1144,A INFRASTRUCTURE LTD.,20020331,12,IGAAP,509.3,499.3,5.5,5.5,,503.8,12.0,60.9,12.0,38.3,6.7,1.3299,376.0,,,135.6,6795150.0,86700.0,68.0,8.7,,,67.9515,41.0,145.1,376.0,,,310.25,0.738,1.3863,4.4923,43.7,43.9,,2001
1144,A INFRASTRUCTURE LTD.,20030331,12,IGAAP,546.0,540.5,,,,546.0,-2.4,71.9,6.2,39.5,-2.4,-0.4396,559.8,,,144.9,6795150.0,86700.0,68.0,8.7,,,67.9515,38.5,131.3,559.8,,,317.95,0.6509,1.1384,4.406,21.7,21.7,,2002
1159,A J BROTHERS LTD.,20010331,12,IGAAP,0.4,,0.3,0.3,,0.1,-12.7,-1.5,-12.7,-5.5,-13.0,-13000.0000,29.0,,,4.3,3914200.0,,39.1,,,,39.142,-29.5,53.4,29.0,,,30.95,0.0246,0.1092,,0.2,0.5,,2000
1159,A J BROTHERS LTD.,20020331,12,IGAAP,0.8,,0.8,0.7,0.1,0.0,-9.7,-0.5,-9.7,-4.4,-10.5,ER,25.0,,,3.9,3914200.0,,39.1,,,,39.142,-39.2,59.8,25.0,,,26.35,0.0287,0.0924,,-1.2,-0.5,,2001
1159,A J BROTHERS LTD.,20030331,12,IGAAP,22.3,,22.3,22.3,,0.0,18.6,21.3,18.6,-3.7,-3.7,ER,20.8,,,1.1,3914200.0,,39.1,,,,39.142,-20.5,39.8,20.8,,,22.45,0.0175,0.0769,,-2.9,19.5,,2002
1317,A K CAPITAL SERVICES LTD.,20010331,12,IGAAP,61.3,,,,,61.3,5.9,47.6,9.1,-14.6,5.9,9.6248,71.0,,,7.5,5000000.0,,50.0,,,,50.0,59.3,0.6,71.0,,,71.55,0.3761,0.4404,0.0101,4.6,7.8,,2000
1317,A K CAPITAL SERVICES LTD.,20020331,12,IGAAP,59.4,,,,,59.4,13.7,31.4,18.8,-29.1,14.0,23.5690,87.0,,,11.0,5000000.0,,50.0,,,,50.0,70.5,0.2,87.0,,,78.8,0.2981,0.3416,0.0028,17.2,22.6,,2001
1317,A K CAPITAL SERVICES LTD.,20030331,12,IGAAP,102.8,,,,,102.8,13.1,75.6,22.9,-28.4,13.1,12.7432,126.3,,,35.2,5000000.0,,50.0,,,,50.0,81.1,0.1,126.3,,,106.5,0.224,0.2402,0.0012,39.8,47.9,,2002
1464,S M S TECHSOFT (INDIA) LTD.,20010331,12,IGAAP,1.5,1.5,,,,1.5,-1.3,-0.6,-1.3,-1.3,-1.3,-86.6667,21.4,,,0.1,5057200.0,,27.8,,,,50.572,20.2,0.1,21.4,,,21.05,27.0,27.0,0.005,,,,2000
1464,S M S TECHSOFT (INDIA) LTD.,20020331,12,IGAAP,,,,,,,-0.7,0.0,-0.7,-0.7,-0.7,ER,20.6,,,0.1,5057200.0,,27.8,,,,50.572,19.9,,20.6,,,20.2,29.0,29.0,0.0,,,,2001
1464,S M S TECHSOFT (INDIA) LTD.,20030331,12,IGAAP,,,,,,,,,,,,0,20.7,,,0.1,5057200.0,,27.9,,,,50.572,20.0,,20.7,,,20.05,29.0,29.0,0.0,,,,2002
1570,A K S CREDITS LTD.,20010331,12,IGAAP,4.2,,,,,4.2,0.3,2.0,0.4,-2.9,0.3,7.1429,123.6,,,17.7,9639694.0,,96.4,,,,96.3969,103.9,0.1,123.6,,,104.6,0.7318,2.1285,0.001,-15.1,-15.1,19.3,2000
1570,A K S CREDITS LTD.,20020331,12,IGAAP,3.1,,0.5,,0.5,2.6,-0.8,0.3,-0.8,-3.7,-1.3,-50.0000,122.8,,,9.7,10553800.0,,105.5,,,,105.538,103.3,8.2,122.8,,,121.65,1.7805,3.5671,0.0794,,,,2001
1570,A K S CREDITS LTD.,20030331,12,IGAAP,0.1,,0.1,0.1,,0.0,-2.3,-1.1,-2.3,-2.2,-2.4,ER,112.2,,,6.2,10553800.0,,105.5,,,,105.538,100.9,3.4,112.2,,,116.3,4.9375,11.8281,0.0337,,,,2002
1827,A M I COMPUTERS (I) LTD.,20010331,12,IGAAP,61.7,61.4,,,,61.7,4.9,10.3,5.9,5.8,5.0,8.1037,237.4,,,3.1,10024400.0,,100.2,,,,100.244,185.5,43.8,237.4,,,190.25,1.2817,2.7123,0.2361,-124.5,-124.5,89.7,2000
1827,A M I COMPUTERS (I) LTD.,20020331,12,IGAAP,73.7,73.2,,,,73.7,0.3,15.3,0.3,-0.2,0.3,0.4071,235.1,,,0.6,10024400.0,,100.2,,,,100.244,186.0,43.8,235.1,,,234.9,0.7704,0.7704,0.2355,112.6,112.6,,2001
1827,A M I COMPUTERS (I) LTD.,20030331,12,IGAAP,27.9,27.8,,,,27.9,-34.8,14.9,-34.8,-34.8,-34.8,-124.7312,210.3,,,10.6,10024400.0,,100.2,,,,100.244,71.4,43.8,210.3,,,181.6,1.0674,1.0674,0.6134,0.0,0.0,,2002
2015,A N G INDUSTRIES LTD.,20010331,12,IGAAP,97.2,95.8,,,,97.2,1.7,12.8,1.7,8.1,1.8,1.8519,134.5,,,7.8,4225000.0,,42.3,,,,42.25,55.1,65.4,134.5,,,133.0,1.0417,1.4056,1.1869,3.0,3.0,,2000
2015,A N G INDUSTRIES LTD.,20020331,12,IGAAP,81.1,80.3,,,,81.1,1.3,11.4,1.3,10.0,3.3,4.0691,142.0,,,10.7,4225000.0,,42.3,,,,42.25,56.8,68.7,142.0,,,132.25,1.0061,1.2807,1.2095,1.8,1.8,,2001
2015,A N G INDUSTRIES LTD.,20030331,12,IGAAP,109.0,103.3,5.4,5.4,,103.6,2.3,15.9,2.3,5.1,-3.1,-2.9923,153.0,,,10.4,4225000.0,,42.3,,,,42.25,59.9,70.1,153.0,,,138.3,1.095,1.3611,1.1703,-4.1,-4.1,,2002
2021,A N GLOBAL LTD.,20010331,12,IGAAP,,,,,,,,,,,,0,35.9,,,25.1,980000.0,,9.8,,,,9.8,1.0,9.8,35.9,,,35.8,0.008,0.008,9.8,-0.3,-0.3,,2000
2021,A N GLOBAL LTD.,20020331,12,IGAAP,,,,,,,,,,,,0,35.9,,,25.1,980000.0,,9.8,,,,9.8,1.0,9.8,35.9,,,35.9,0.008,0.008,9.8,,,,2001
2021,A N GLOBAL LTD.,20030331,12,IGAAP,,,,,,,-0.4,-0.4,-0.4,-0.4,-0.4,ER,39.7,,,25.5,980000.0,,9.8,,,,9.8,0.5,13.7,39.7,,,37.8,0.0157,1.3569,27.4,-3.6,-3.6,,2002
2080,A N S INDS. LTD.,20010331,12,IGAAP,0.3,,,,,0.3,-30.2,-8.5,-30.2,-13.5,-30.2,-10066.6667,115.6,,,17.6,9255600.0,,92.6,,,,92.556,-76.5,168.3,115.6,,,110.85,0.0284,0.2386,,-23.0,-23.0,,2000
2080,A N S INDS. LTD.,20020331,12,IGAAP,93.3,,85.2,85.2,,8.1,67.2,82.8,67.2,-26.1,-18.0,-222.2222,123.9,,,50.3,9255600.0,,92.6,,,,92.556,-9.4,76.7,123.9,,,113.5,0.2406,0.2406,,-15.9,78.3,,2001
2080,A N S INDS. LTD.,20030331,12,IGAAP,17.3,2.2,,,,17.3,-2.2,12.3,-2.2,-17.1,-2.2,-12.7168,104.0,,,37.6,9255600.0,,92.6,,,,92.556,-9.8,71.7,104.0,,,108.55,0.0532,0.0532,,-5.6,-6.3,,2002
2248,A P M INDUSTRIES LTD.,20010331,12,IGAAP,1361.6,1336.2,8.3,8.3,,1353.3,-40.1,124.0,-37.4,-13.0,-47.0,-3.4730,690.2,,,55.8,4443416.0,,44.4,,,,44.4342,255.9,369.2,690.2,,,707.7,0.6168,1.2211,1.4428,88.1,90.8,,2000
2248,A P M INDUSTRIES LTD.,20020331,12,IGAAP,1282.0,1260.0,5.7,5.7,,1276.3,2.7,95.6,3.6,27.1,0.1,0.0078,684.3,,,54.3,4443416.0,,44.4,,,,44.4342,208.3,365.8,684.3,,,686.9,0.6361,1.2078,1.7561,51.0,51.3,,2001
2248,A P M INDUSTRIES LTD.,20030331,12,IGAAP,1382.1,1355.4,5.0,4.9,0.1,1377.1,23.7,121.6,29.4,39.9,18.7,1.3579,687.0,,,74.2,4443416.0,,44.4,,,,44.4342,229.8,325.9,687.0,,,685.45,0.6751,1.4177,1.4182,68.6,73.5,,2002
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20010331,12,IGAAP,321.8,319.1,0.5,0.5,,321.3,6.9,38.1,7.5,19.1,7.0,2.1786,254.4,,,55.3,5040000.0,,50.4,,,,50.4,113.6,77.0,254.4,,,238.8,0.9773,1.3571,0.6778,21.9,23.4,,2000
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20020331,12,IGAAP,291.0,288.8,0.2,0.2,,290.8,3.9,31.9,7.3,15.1,4.0,1.3755,244.4,,,43.4,5040000.0,,50.4,,,,50.4,112.5,63.6,244.4,,,244.15,0.9793,1.4406,0.5653,32.3,32.7,,2001
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20030331,12,IGAAP,354.9,345.9,7.1,7.1,,347.8,13.7,50.1,21.6,21.4,8.4,2.4152,244.9,,,41.3,5040000.0,,50.4,,,,50.4,124.3,50.5,244.9,,,242.8,1.3319,1.8732,0.4063,24.9,31.1,,2002
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20010331,12,IGAAP,13.0,,,,,13.0,3.9,7.9,7.0,-5.9,3.9,30.0000,44.3,,,5.0,61881.0,,6.2,,,,0.6188,23.0,,44.3,,,37.9,1.4693,1.4693,0.0,1.8,3.2,,2000
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20020630,15,IGAAP,12.8,,0.4,,0.4,12.4,4.7,8.9,8.2,-4.3,4.3,34.6774,48.7,,,5.5,61881.0,,6.2,,,,0.6188,27.2,,48.7,,,44.75,1.5561,1.5561,0.0,2.7,6.0,,2001
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20030630,12,IGAAP,6.1,,,,,6.1,1.5,4.0,3.0,-2.9,1.5,24.5902,51.4,,,5.1,61881.0,,6.2,,,,0.6188,28.2,,51.4,,,49.95,1.3766,1.3766,0.0,2.9,5.1,,2002
2717,DISH T V INDIA LTD.,20030331,12,IGAAP,11.3,10.0,,,,11.3,-32.2,-9.0,-32.2,-10.1,-31.5,-278.7611,3740.4,,,12.4,71568765.0,,715.7,,,,715.6876,3540.2,180.0,3740.4,,,,0.0314,0.0314,0.0508,,,,2002
2773,ANIL SPECIAL STEEL INDS. LTD.,20010930,12,IGAAP,531.3,528.4,1.1,,1.1,530.2,-155.0,-4.1,-155.0,-38.8,-155.5,-29.3286,820.6,,,118.8,3519425.0,,35.2,,,,35.1942,-150.8,762.9,820.6,,,783.25,0.4186,0.8337,,,,,2000
2773,ANIL SPECIAL STEEL INDS. LTD.,20020331,6,IGAAP,218.8,217.9,0.2,,0.2,218.6,-71.6,7.1,-71.6,-10.2,-71.8,-32.8454,778.2,,,80.7,3519425.0,,35.2,,,,35.1942,-221.8,836.0,778.2,,,712.9,0.3977,0.7983,,-70.3,-70.3,,2001
