sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year
365,A B G SHIPYARD LTD.,20100331,12,IGAAP,19231.3,18076.7,117.2,65.3,51.9,19114.1,2289.2,6427.9,3303.2,4778.4,2201.2,11.5161,53942.3,,,9747.1,50921801.0,,509.2,,,,509.218,10756.9,28974.4,53942.3,,,47526.7,0.0943,0.396,2.6936,-2906.0,-2577.4,,2009
400,A B L BIOTECHNOLOGIES LTD.,20080331,12,IGAAP,201.9,200.5,,,,201.9,17.5,33.4,19.4,30.1,18.0,8.9153,346.1,,,72.9,4100000.0,,41.0,,,,41.0,83.8,141.5,346.1,,,268.45,0.6551,0.9068,1.6885,-16.3,-14.6,,2007
400,A B L BIOTECHNOLOGIES LTD.,20090331,12,IGAAP,96.7,96.6,,,,96.7,-9.7,4.7,-9.6,1.7,-9.5,-9.8242,657.0,,,83.8,8200000.0,,82.0,,,,82.0,354.8,166.0,657.0,,,456.65,2.8303,3.0586,0.4679,7.7,9.2,287.0,2008
400,A B L BIOTECHNOLOGIES LTD.,20100331,12,IGAAP,25.0,25.0,,,,25.0,-208.8,-36.3,-208.8,-201.2,-206.4,-825.6000,456.0,,,88.6,8200000.0,,82.0,,,,82.0,151.2,166.6,456.0,,,511.7,0.0296,0.0346,1.1019,-7.5,-2.2,,2009
414,A B M INTERNATIONAL LTD.,20080331,12,IGAAP,487.9,481.6,,,,487.9,4.4,7.0,5.2,-0.9,4.4,0.9018,203.9,,,82.5,490000.0,,4.9,,,,4.9,114.3,1.0,203.9,,,201.2,1.4571,1.7246,0.0087,21.6,23.0,,2007
414,A B M INTERNATIONAL LTD.,20090331,12,IGAAP,537.1,536.0,,,,537.1,3.5,6.8,5.4,4.6,3.5,0.6516,278.7,,,153.2,490000.0,,4.9,,,,4.9,117.2,0.4,278.7,,,241.3,1.0012,1.2173,0.0034,39.8,40.8,,2008
414,A B M INTERNATIONAL LTD.,20100331,12,IGAAP,821.6,795.4,10.4,10.4,,811.2,20.6,30.6,29.4,3.4,10.2,1.2574,304.6,,,150.8,490000.0,,4.9,,,,4.9,137.2,,304.6,,,291.65,1.0603,1.509,0.0,-27.2,-19.0,,2009
415,A B M KNOWLEDGEWARE LTD.,20080331,12,IGAAP,315.2,310.5,,,,315.2,62.7,105.7,95.7,92.0,62.8,19.9239,266.1,,,94.2,10350000.0,,103.5,,,,103.5,156.6,,266.1,,,222.2,2.1611,2.1611,0.0,32.3,60.7,,2007
415,A B M KNOWLEDGEWARE LTD.,20090331,12,IGAAP,449.8,442.1,0.2,0.2,,449.6,59.4,92.8,90.0,83.6,59.2,13.1673,415.2,,,187.0,10350000.0,,103.5,,,,103.5,204.3,,415.2,,,340.65,1.7718,1.7718,0.0,171.5,200.3,,2008
415,A B M KNOWLEDGEWARE LTD.,20100331,12,IGAAP,432.9,422.0,,,,432.9,68.7,107.3,102.3,92.6,68.7,15.8697,419.1,,,140.0,10350000.0,,103.5,,,,103.5,261.4,,419.1,,,417.15,2.3788,2.3788,0.0,13.8,52.8,,2009
443,A B N GRANITES LTD.,20080630,12,IGAAP,3.4,,3.4,,3.4,0.0,-79.1,3.3,-79.1,-0.1,-82.5,ER,143.3,,,13.8,9000000.0,,90.0,,,,90.0,-513.4,641.2,143.3,,,143.35,0.0,0.0,,,,,2007
443,A B N GRANITES LTD.,20090630,12,IGAAP,,,,,,,-82.5,0.0,-82.5,0.0,-82.5,ER,143.3,,,13.9,9000000.0,,90.0,,,,90.0,-595.9,723.6,143.3,,,143.3,0.0,0.0,,,,,2008
443,A B N GRANITES LTD.,20100630,12,IGAAP,,,,,,,-82.5,0.0,-82.5,0.0,-82.5,ER,143.3,,,13.9,9000000.0,,90.0,,,,90.0,-678.3,806.0,143.3,,,143.3,0.0,0.0,,,,,2009
612,A C E EDUTREND LTD.,20080331,12,IGAAP,13.2,11.6,,,,13.2,-0.1,1.0,0.1,-1.5,-0.1,-0.7576,45.6,,,12.1,3160900.0,,31.6,,,,31.609,32.7,,45.6,,,39.95,0.9339,2.3967,0.0,2.5,2.7,,2007
612,A C E EDUTREND LTD.,20090331,12,IGAAP,5.7,3.9,,,,5.7,-0.5,1.1,0.1,-1.7,-0.5,-8.7719,42.8,,,9.5,3160900.0,,31.6,,,,31.609,32.3,,42.8,,,44.2,0.9684,2.1789,0.0,7.9,7.9,,2008
612,A C E EDUTREND LTD.,20100331,12,IGAAP,12.4,9.7,,,,12.4,0.2,2.1,0.2,-2.4,0.2,1.6129,33.7,,,0.2,3160900.0,,31.6,,,,31.609,32.4,,33.7,,,38.25,38.3333,38.3333,0.0,12.7,12.7,,2009
641,A C E STONECRAFT LTD.,20080331,12,IGAAP,,,,,,,,,,,,0,263.5,,,4.6,23492100.0,,234.9,,,,234.921,220.9,25.1,263.5,,,248.3,0.2826,0.2826,0.1136,,,,2007
641,A C E STONECRAFT LTD.,20090331,12,IGAAP,0.1,,,,,0.1,0.0,0.0,0.0,-0.1,0.0,0.0000,234.5,,,0.1,23492100.0,,234.9,,,,234.921,220.9,0.6,234.5,,,236.1,23.0,23.0,0.0027,,,,2008
641,A C E STONECRAFT LTD.,20100331,12,IGAAP,1.6,,,,,1.6,0.3,0.4,0.4,-1.2,0.3,18.7500,234.2,,,,23492100.0,,234.9,,,,234.921,221.2,,234.2,,,221.45,2.0,2.0,0.0,,,,2009
666,A C I INFOCOM LTD.,20080331,12,IGAAP,257.8,251.7,0.1,0.1,,257.7,-17.3,-8.6,-17.1,-20.4,-17.2,-6.6744,210.2,,,118.8,8149090.0,,81.5,,,,81.4909,56.1,29.7,210.2,,,211.9,0.9378,1.2772,0.5294,1.6,5.4,,2007
666,A C I INFOCOM LTD.,20090331,12,IGAAP,302.6,297.2,0.4,0.4,,302.2,1.4,17.5,1.7,4.9,1.0,0.3309,258.0,,,163.7,8149090.0,,81.5,,,,81.4909,53.9,32.2,258.0,,,228.85,0.9988,1.2194,0.5974,,,,2008
666,A C I INFOCOM LTD.,20100331,12,IGAAP,256.2,246.5,3.9,3.2,0.7,252.3,7.5,32.6,5.9,5.0,3.7,1.4665,149.6,,,62.4,8149090.0,,81.5,,,,81.4909,68.5,14.4,149.6,,,200.25,1.152,1.2344,0.2102,22.6,22.6,,2009
783,A D F FOODS LTD.,20080331,12,IGAAP,917.7,892.0,,,,917.7,78.5,169.2,108.8,110.0,81.1,8.8373,987.6,,,66.6,17673890.0,,176.7,,,,176.7389,808.0,38.3,987.6,,,885.65,1.7038,2.6688,0.0474,100.0,129.6,177.0,2007
783,A D F FOODS LTD.,20090331,12,IGAAP,1005.9,967.6,,,,1005.9,98.0,242.1,128.2,167.4,103.2,10.2595,1084.6,,,101.7,17673890.0,,176.7,,,,176.7389,875.0,15.9,1084.6,,,1036.1,1.8811,2.8291,0.0182,167.8,198.8,,2008
783,A D F FOODS LTD.,20100331,12,IGAAP,1086.6,1008.2,0.8,0.8,,1085.8,156.3,255.1,194.5,136.4,157.7,14.5239,1256.4,,,78.6,20000000.0,,200.0,,,,200.0,1070.6,13.4,1256.4,,,1170.5,2.7736,3.5643,0.0125,166.2,201.7,74.5,2009
830,A D S DIAGNOSTIC LTD.,20080331,12,IGAAP,26.1,25.7,,,,26.1,-1.7,3.4,-3.5,-1.9,-1.3,-4.9808,60.2,,,12.3,2297300.0,,23.0,,,,22.973,20.1,21.5,60.2,,,61.3,0.2594,0.7689,1.0697,0.2,0.6,,2007
830,A D S DIAGNOSTIC LTD.,20090331,12,IGAAP,48.1,47.9,0.1,0.1,,48.0,0.4,7.9,0.7,3.5,0.8,1.6667,63.7,,,19.0,2297300.0,,23.0,,,,22.973,21.7,16.7,63.7,,,61.95,0.7024,1.0635,0.7696,6.8,7.5,,2008
830,A D S DIAGNOSTIC LTD.,20100331,12,IGAAP,34.3,33.2,0.5,0.2,0.3,33.8,-0.4,6.4,1.0,1.6,-0.6,-1.7751,48.6,,,7.2,2297300.0,,23.0,,,,22.973,21.3,18.2,48.6,,,56.15,1.125,2.2143,0.8545,-1.4,-1.7,,2009
912,A F ENTERPRISES LTD.,20100331,12,IGAAP,,,,,,,-0.1,-0.1,-0.1,-0.1,-0.1,ER,2.0,,,,240000.0,,2.4,,,,2.4,-7.7,9.7,2.0,,,,,,,-0.1,-0.1,,2009
934,APEEJAY TEA LTD. [MERGED],20080331,12,IGAAP,1046.8,964.8,1.2,,1.2,1045.6,-93.4,24.8,-96.6,-97.6,-94.5,-9.0379,2897.0,,,206.7,6000000.0,,60.0,,,,60.0,534.9,1123.5,2897.0,,,1709.05,1.0348,1.2059,2.1004,-55.6,-43.3,,2007
934,APEEJAY TEA LTD. [MERGED],20090331,12,IGAAP,1787.4,1689.5,15.2,6.4,8.8,1772.2,161.7,348.0,184.3,211.9,147.3,8.3117,2777.7,,,247.3,6000000.0,,60.0,,,,60.0,696.6,794.1,2777.7,,,1871.8,0.861,1.0014,1.14,193.9,202.3,,2008
1034,A G S INFOTECH LTD.,20080331,12,IGAAP,100.3,100.3,,,,100.3,7.2,11.8,9.6,9.6,7.2,7.1785,65.8,,,1.4,5448100.0,,54.5,,,,54.481,62.0,,65.8,,,60.45,15.125,15.125,0.0,2.6,2.6,,2007
1034,A G S INFOTECH LTD.,20090331,12,IGAAP,157.4,157.4,,,,157.4,9.7,16.6,12.3,12.3,9.7,6.1626,75.1,,,3.6,5448100.0,,54.5,,,,54.481,66.6,,75.1,,,70.45,9.2308,9.2308,0.0,9.0,9.0,,2008
1034,A G S INFOTECH LTD.,20100331,12,IGAAP,297.5,297.5,,,,297.5,14.8,37.6,24.8,30.5,14.8,4.9748,521.8,,,8.9,12448100.0,,124.5,,,,124.481,301.9,197.3,521.8,,,298.45,2.2326,2.2326,0.6535,-30.4,-30.4,220.4,2009
1120,A I A ENGINEERING LTD.,20080331,12,IGAAP,6671.9,6400.8,1.5,0.6,0.9,6670.4,1083.1,1596.9,1505.3,1242.2,1082.5,16.2284,7061.7,,,424.7,18796788.0,,188.0,,,,187.9679,5251.3,,7061.7,,,6307.6,1.6208,2.1609,0.0,56.5,488.6,,2007
1120,A I A ENGINEERING LTD.,20090331,12,IGAAP,9966.8,9805.0,41.5,34.3,7.2,9925.3,1334.6,2375.2,2057.4,2049.3,1294.1,13.0384,9692.1,,,547.1,93983940.0,,188.0,,,,939.8394,6487.8,371.0,9692.1,,,8376.9,1.9875,2.2398,0.0572,1540.2,2183.2,,2008
1120,A I A ENGINEERING LTD.,20100331,12,IGAAP,8589.5,8458.4,2.5,,2.5,8587.0,1225.6,2515.1,1861.2,2194.9,1225.5,14.2716,10981.9,,,691.4,94320370.0,,188.6,,,,943.2037,7438.1,16.3,10981.9,,,10337.0,1.9106,2.207,0.0022,868.7,1426.0,,2009
1144,A INFRASTRUCTURE LTD.,20090331,12,IGAAP,1856.1,1851.0,1.7,,1.7,1854.4,16.3,194.5,25.4,152.2,14.8,0.7981,1893.3,,,644.7,10845150.0,,108.5,,,,108.4515,287.1,754.1,1893.3,,,,0.3827,0.8183,2.6266,160.2,198.2,,2008
1144,A INFRASTRUCTURE LTD.,20100331,12,IGAAP,2270.1,2232.6,2.4,2.4,0.0,2267.7,40.8,168.8,45.3,96.8,38.4,1.6933,1873.8,,,506.6,10845150.0,,108.5,,,,108.4515,328.0,745.2,1873.8,,,1709.5,0.3578,0.9567,2.272,137.5,139.6,,2009
1159,A J BROTHERS LTD.,20080331,12,IGAAP,0.6,0.6,,,,0.6,0.0,0.5,0.0,0.0,0.0,0.0000,12.5,,,5.8,3914200.0,,39.1,,,,39.142,-4.6,11.1,12.5,,,12.35,0.4483,0.7241,,1.5,1.5,,2007
1159,A J BROTHERS LTD.,20090331,12,IGAAP,0.9,0.9,,,,0.9,0.3,0.9,0.3,0.4,0.3,33.3333,12.8,,,5.8,3914200.0,,39.1,,,,39.142,-4.3,11.1,12.8,,,12.45,0.1897,0.4655,,-1.1,-1.1,,2008
1159,A J BROTHERS LTD.,20100331,12,IGAAP,0.6,0.6,,,,0.6,0.0,0.5,0.0,0.1,0.0,0.0000,12.7,,,5.8,3914200.0,,39.1,,,,39.142,-4.3,11.1,12.7,,,12.6,0.2931,0.569,,0.0,0.0,,2009
1315,A K C SYNTHETICS LTD.,20080331,12,IGAAP,,,,,,,,,,,,0,7.7,,,6.5,1000000.0,,10.0,,,,10.0,-5.4,6.6,7.7,,,7.7,0.2642,0.2642,,,,,2007
1315,A K C SYNTHETICS LTD.,20090331,12,IGAAP,,,,,,,,,,,,0,7.7,,,6.5,1000000.0,,10.0,,,,10.0,-5.4,6.6,7.7,,,7.7,0.2642,0.2642,,,,,2008
1315,A K C SYNTHETICS LTD.,20100331,12,IGAAP,,,,,,,,,,,,0,7.7,,,6.5,1000000.0,,10.0,,,,10.0,-5.4,6.6,7.7,,,7.7,0.2642,0.2642,,,,,2009
1317,A K CAPITAL SERVICES LTD.,20080331,12,IGAAP,862.7,,,,,862.7,266.3,609.4,406.7,-262.5,266.7,30.9146,2323.7,,,46.1,5800000.0,800000.0,58.0,180.0,,,58.0,1012.9,1195.1,2323.7,,,1394.95,1.4837,1.4837,1.4349,74.8,168.5,360.0,2007
1317,A K CAPITAL SERVICES LTD.,20090331,12,IGAAP,1313.4,11.3,,,,1313.4,375.7,971.3,583.1,-355.0,377.1,28.7117,2166.3,,,170.5,5800000.0,800000.0,58.0,180.0,,,58.0,1361.7,390.1,2166.3,,,2245.0,2.2964,2.2964,0.3301,309.5,540.4,,2008
1317,A K CAPITAL SERVICES LTD.,20100331,12,IGAAP,1589.8,8.9,2.5,2.5,,1587.3,543.9,1194.9,801.4,-423.2,543.1,34.2153,2930.5,,,187.7,6600000.0,,66.0,,,,66.0,1859.1,179.9,2930.5,,,2548.4,2.1684,2.1684,0.0968,-151.9,130.3,,2009
1464,S M S TECHSOFT (INDIA) LTD.,20080331,12,IGAAP,,,,,,,-0.7,0.0,-0.7,-0.7,-0.7,ER,20.6,,,0.1,5057200.0,,27.8,,,,50.572,19.9,,20.6,,,20.05,29.0,29.0,0.0,,,,2007
1464,S M S TECHSOFT (INDIA) LTD.,20090331,12,IGAAP,,,,,,,,,,,,0,20.6,,,0.1,5057200.0,,27.8,,,,50.572,19.9,,20.6,,,20.0,29.0,29.0,0.0,,,,2008
1464,S M S TECHSOFT (INDIA) LTD.,20100331,12,IGAAP,5.0,5.0,,,,5.0,0.4,1.0,0.4,0.5,0.4,8.0000,21.0,,,0.1,5057200.0,,27.9,,,,50.572,20.3,,21.0,,,20.2,38.0,38.0,0.0,0.5,0.5,,2009
1570,A K S CREDITS LTD.,20080331,12,IGAAP,1.0,,,,,1.0,0.3,0.8,0.2,-0.8,0.3,30.0000,128.8,,,2.9,11000000.0,,110.0,,,,110.0,101.4,24.4,128.8,,,119.6,3.6207,8.6552,0.2406,,,,2007
1570,A K S CREDITS LTD.,20090331,12,IGAAP,,,,,,,-0.8,-0.4,-0.9,-0.9,-0.8,ER,127.4,,,2.4,11000000.0,,110.0,,,,110.0,100.6,24.4,127.4,,,128.1,4.5833,10.4583,0.2425,,,,2008
1570,A K S CREDITS LTD.,20100331,12,IGAAP,0.1,,,,,0.1,-0.9,-0.4,-0.9,-1.0,-0.9,-900.0000,194.9,,,83.0,11000000.0,,110.0,,,,110.0,99.7,12.2,194.9,,,161.15,0.0169,0.3289,0.1224,,,,2009
1621,A K SPINTEX LTD.,20080331,12,IGAAP,228.9,228.6,,,,228.9,2.4,24.6,3.7,12.1,3.1,1.3543,185.3,,,18.0,3354500.0,,33.5,,,,33.545,60.1,97.5,185.3,,,185.35,0.5686,0.8915,1.6223,35.6,35.6,,2007
1621,A K SPINTEX LTD.,20090331,12,IGAAP,281.7,281.3,0.1,,0.1,281.6,6.3,30.2,9.2,16.7,6.2,2.2017,180.2,,,15.9,5031750.0,,50.3,,,,50.3175,66.4,88.3,180.2,,,182.75,0.7115,0.9356,1.3298,23.5,23.5,,2008
1621,A K SPINTEX LTD.,20100331,12,IGAAP,288.3,287.6,,,,288.3,12.6,38.6,18.2,23.7,13.0,4.5092,223.2,,,18.1,5031750.0,,50.3,,,,50.3175,79.0,113.3,223.2,,,201.7,0.7013,0.9941,1.4342,29.7,29.7,,2009
1827,A M I COMPUTERS (I) LTD.,20080331,12,IGAAP,,,,,,,,,,,,0,20.5,,,0.6,10024400.0,,100.2,,,,100.244,-27.4,43.8,20.5,,,20.5,0.0689,0.0689,,,,,2007
1827,A M I COMPUTERS (I) LTD.,20090331,12,IGAAP,,,,,,,,,,,,0,20.5,,,0.6,10024400.0,,100.2,,,,100.244,-27.4,43.8,20.5,,,20.5,0.0689,0.0689,,,,,2008
2015,A N G INDUSTRIES LTD.,20080331,12,IGAAP,1456.8,1431.1,,,,1456.8,170.3,346.6,185.3,268.9,171.5,11.7724,2733.6,,,257.7,13290000.0,,132.9,,,,132.9,834.6,1490.7,2733.6,,,2053.3,0.8725,1.4011,1.7861,-46.9,14.2,38.3,2007
2015,A N G INDUSTRIES LTD.,20090331,12,IGAAP,1172.1,1154.4,,,,1172.1,-15.3,235.1,-2.2,157.6,-9.3,-0.7934,2677.0,,,205.7,12540000.0,,125.4,,7.5,7.5,125.4,776.9,1521.5,2677.0,,,2637.4,0.4867,1.1285,1.9584,31.6,66.1,,2008
2015,A N G INDUSTRIES LTD.,20100331,12,IGAAP,1148.2,1064.4,44.7,44.7,,1103.5,-63.1,279.1,-43.2,112.0,-98.4,-8.9171,2476.6,,,278.1,12540000.0,,125.4,,,,125.4,871.0,1223.8,2476.6,,,2516.35,0.3417,0.976,1.4051,388.8,398.1,,2009
2021,A N GLOBAL LTD.,20080331,12,IGAAP,5.9,5.9,,,,5.9,3.5,4.6,4.6,4.6,3.5,59.3220,40.1,,,28.7,980000.0,,9.8,,,,9.8,7.1,4.3,40.1,,,40.05,0.0279,0.0279,0.6056,4.0,4.0,,2007
2021,A N GLOBAL LTD.,20090331,12,IGAAP,6.6,6.6,,,,6.6,4.0,5.4,5.3,5.4,4.0,60.6061,40.4,,,28.6,980000.0,,9.8,,,,9.8,11.1,0.7,40.4,,,40.25,0.0385,0.0385,0.0631,3.7,5.2,,2008
2021,A N GLOBAL LTD.,20100331,12,IGAAP,8.3,8.3,,,,8.3,3.7,5.4,5.4,5.4,3.7,44.5783,41.0,,,26.2,980000.0,,9.8,,,,9.8,14.8,,41.0,,,40.7,0.0649,0.0649,0.0,1.5,3.0,,2009
2080,A N S INDS. LTD.,20080331,12,IGAAP,38.4,23.8,,,,38.4,4.3,11.9,4.3,-8.0,4.3,11.1979,253.9,,,153.4,9255600.0,,92.6,,,,92.556,97.6,2.9,253.9,,,207.25,0.882,0.8892,0.0297,120.1,120.1,,2007
2080,A N S INDS. LTD.,20090331,12,IGAAP,192.4,180.9,,,,192.4,35.5,41.4,35.5,25.3,35.5,18.4511,203.6,,,70.5,9255600.0,,92.6,,,,92.556,133.1,,203.6,,,228.75,1.0057,1.095,0.0,-95.8,-95.8,,2008
2080,A N S INDS. LTD.,20100331,12,IGAAP,133.2,130.5,,,,133.2,5.5,10.0,5.5,2.9,5.5,4.1291,185.1,,,46.5,9255600.0,,92.6,,,,92.556,138.6,,185.1,,,194.35,1.7247,1.7247,0.0,8.7,8.7,,2009
2248,A P M INDUSTRIES LTD.,20080331,12,IGAAP,1677.4,1648.3,11.6,5.7,5.9,1665.8,6.9,122.3,7.1,50.2,-4.7,-0.2821,1296.0,,,175.2,4443416.0,,44.4,,,,44.4342,367.1,682.9,1296.0,,,1198.55,0.5347,1.179,1.8603,19.7,23.6,,2007
2248,A P M INDUSTRIES LTD.,20090331,12,IGAAP,1870.8,1841.4,12.3,2.8,9.5,1858.5,10.6,128.2,16.0,53.8,-1.7,-0.0915,1896.2,,,78.2,4443416.0,,44.4,,,,44.4342,377.7,640.2,1896.2,,,1240.9,0.579,1.1938,1.695,101.0,105.2,,2008
2248,A P M INDUSTRIES LTD.,20100331,12,IGAAP,1990.3,1969.5,6.9,4.7,2.2,1983.4,66.0,201.8,99.9,135.2,59.1,2.9797,1945.5,,,105.7,22217080.0,,44.4,,,,222.1708,443.7,600.5,1945.5,,,1215.95,0.5904,1.2455,1.3534,137.6,151.1,,2009
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20080331,12,IGAAP,1507.1,1503.8,0.9,0.9,,1506.2,91.3,191.8,147.9,162.0,92.3,6.1280,935.7,,,201.8,6048000.0,,60.5,,,,60.48,397.8,109.2,935.7,,,849.95,0.9982,1.2098,0.2745,104.3,145.6,,2007
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20090331,12,IGAAP,1593.5,1584.9,1.4,1.4,,1592.1,92.1,186.7,135.3,140.0,91.3,5.7346,1030.0,,,194.6,6048000.0,,60.5,,,,60.48,468.6,92.3,1030.0,,,982.85,0.9833,1.2195,0.197,173.7,217.9,,2008
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20100331,12,IGAAP,1602.3,1596.5,0.6,0.6,,1601.7,54.0,141.7,83.3,98.6,54.1,3.3777,1147.4,,,179.7,6048000.0,,60.5,,,,60.48,507.4,155.4,1147.4,,,1088.15,1.0478,1.2359,0.3063,34.4,65.8,,2009
2448,A R C FINANCE LTD.,20080331,12,IGAAP,3.5,,,,,3.5,2.3,2.7,2.3,-0.9,2.3,65.7143,16.5,,,0.2,495000.0,,5.0,,,,4.95,15.3,,16.5,,,15.4,23.0,23.0,0.0,-2.4,-2.4,0.0,2007
2448,A R C FINANCE LTD.,20090331,12,IGAAP,0.6,,,,,0.6,-4.7,-0.6,-4.7,-5.3,-4.7,-783.3333,11.9,,,0.3,495000.0,,5.0,,,,4.95,10.6,0.2,11.9,,,14.2,32.0,32.0,0.0189,-1.7,-1.7,0.0,2008
2448,A R C FINANCE LTD.,20100331,12,IGAAP,1.6,,0.1,0.1,,1.5,0.2,0.4,0.2,-1.4,0.1,6.6667,11.7,,,0.1,495000.0,,5.0,,,,4.95,10.9,,11.7,,,11.8,96.0,96.0,0.0,-1.1,-1.1,,2009
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20080331,12,IGAAP,24.6,,0.2,0.2,,24.4,16.4,22.0,17.0,-2.7,16.2,66.3934,78.5,,,6.9,61881.0,,6.2,,,,0.6188,55.4,12.0,78.5,,,69.25,5.6386,5.6386,0.2166,-11.6,-9.8,,2007
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20090331,12,IGAAP,9.4,,0.1,0.1,,9.3,-9.2,6.3,-8.2,-3.2,-9.3,-100.0000,59.5,,,6.1,61881.0,,6.2,,,,0.6188,46.2,5.0,59.5,,,66.5,6.5902,6.5902,0.1082,4.3,5.2,,2008
