sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year
365,A B G SHIPYARD LTD.,20140331,12,IGAAP,16704.9,16188.1,85.4,69.7,15.7,16619.5,-1993.0,10027.7,-2980.4,9508.7,-797.4,-4.7980,124561.6,36017.8,29002.6,74175.9,50921801.0,0.0,509.2,0.0,,,509.218,13288.6,53843.3,124561.6,37764.1,86797.5,115363.7,0.1288,1.055,4.0518,-2363.7,-2340.9,0.0,2013
365,A B G SHIPYARD LTD.,20150331,12,IGAAP,4016.8,3901.2,84.8,34.3,50.5,3932.0,-8977.0,-310.7,-11947.3,-3159.2,-8673.7,-220.5926,123546.0,43816.0,43560.3,71145.3,53839569.0,257093339.0,538.4,2570.9,,,538.3957,7639.6,73099.5,123546.0,32569.6,90976.4,123656.2,0.0989,1.0798,14.4217,-8748.1,-8527.6,3376.0,2014
400,A B L BIOTECHNOLOGIES LTD.,20150331,12,IGAAP,0.1,0.1,,,,0.1,-1.6,-0.3,-1.6,-1.6,-1.6,-1600.0000,448.0,129.9,129.9,137.0,8200000.0,,82.0,,,,82.0,141.4,173.0,448.0,361.3,86.7,,0.0343,0.6212,1.2235,,,,2014
414,A B M INTERNATIONAL LTD.,20130331,12,IGAAP,1776.4,1759.7,,,,1776.4,7.5,15.9,11.5,-1.8,7.5,0.4222,672.3,0.2,,496.7,1960000.0,,19.6,,,,19.6,151.2,487.4,672.3,46.8,625.5,581.1,1.1206,1.1259,3.2235,92.9,97.3,,2012
414,A B M INTERNATIONAL LTD.,20140331,12,IGAAP,1688.1,1671.7,0.2,0.2,,1687.9,4.8,8.6,7.2,-8.7,4.6,0.2725,526.1,0.2,,343.9,1960000.0,,19.6,,,,19.6,155.4,334.7,526.1,48.0,478.1,599.2,1.1895,1.2823,2.1538,-70.6,-69.4,,2013
414,A B M INTERNATIONAL LTD.,20150331,12,IGAAP,1575.4,1559.8,0.3,0.3,,1575.1,6.6,15.9,10.6,-2.7,6.3,0.4000,487.4,0.3,,295.7,1960000.0,,19.6,,,,19.6,161.4,286.0,487.4,47.8,439.6,506.75,1.2306,1.3402,1.772,-71.1,-66.7,,2014
415,A B M KNOWLEDGEWARE LTD.,20130331,12,IGAAP,754.4,744.2,,,,754.4,125.6,203.0,185.5,176.8,125.8,16.6755,760.2,63.1,,85.0,10350000.0,,103.5,,,,103.5,592.4,,760.2,329.3,430.9,725.95,3.8166,3.8806,0.0,41.8,103.1,,2012
415,A B M KNOWLEDGEWARE LTD.,20140331,12,IGAAP,825.1,810.0,1.1,1.1,,824.0,144.8,227.3,217.7,204.0,143.7,17.4393,999.2,76.1,,165.8,10350000.0,,103.5,,,,103.5,713.7,,999.2,401.0,598.2,879.7,2.8171,2.8171,0.0,71.8,138.5,,2013
415,A B M KNOWLEDGEWARE LTD.,20150331,12,IGAAP,927.9,907.1,6.3,6.3,,921.6,175.1,287.3,264.1,246.0,169.5,18.3919,1129.0,14.6,,220.0,10350000.0,,103.5,,,,103.5,864.0,,1129.0,333.2,795.8,1064.1,3.1573,3.1573,0.0,78.9,161.9,,2014
612,A C E EDUTREND LTD.,20130331,12,IGAAP,224.4,223.9,,,,224.4,13.1,36.6,15.6,15.1,13.1,5.8378,158.8,1.2,,25.0,9160900.0,,91.6,,,,91.609,123.9,,158.8,158.0,0.8,151.55,0.0178,0.0178,0.0,,,,2012
612,A C E EDUTREND LTD.,20140331,12,IGAAP,231.3,230.7,,,,231.3,10.3,40.4,13.5,13.0,10.3,4.4531,172.6,0.9,,25.2,9160900.0,,91.6,,,,91.609,134.2,,172.6,172.0,0.6,165.7,0.0107,0.0107,0.0,40.0,43.5,,2013
612,A C E EDUTREND LTD.,20150331,12,IGAAP,252.2,251.6,,,,252.2,-3.6,42.3,-5.3,-5.8,-3.6,-1.4274,171.5,,,25.2,9160900.0,,91.6,,,,91.609,130.6,,171.5,170.0,1.5,172.05,0.0318,0.0318,0.0,42.5,46.0,,2014
641,A C E STONECRAFT LTD.,20130331,12,IGAAP,5.3,,,,,5.3,0.7,1.3,1.0,-4.0,0.7,13.2075,273.3,,,35.3,23492100.0,,234.9,,,,234.921,236.7,35.0,273.3,97.2,176.1,256.95,0.4891,1.4399,0.1479,61.9,61.9,,2012
641,A C E STONECRAFT LTD.,20140331,12,IGAAP,6.2,,,,,6.2,0.2,4.9,0.3,-1.3,0.2,3.2258,273.4,,,36.0,23492100.0,,234.9,,,,234.921,224.1,35.5,273.4,118.9,154.5,266.95,0.0521,0.2438,0.1584,61.8,61.8,,2013
641,A C E STONECRAFT LTD.,20150331,12,IGAAP,8.2,,,,,8.2,0.2,6.4,0.3,-1.8,0.2,2.4390,239.3,,,1.6,23492100.0,,234.9,,,,234.921,224.3,0.2,239.3,127.4,111.9,243.55,0.2727,44.3182,0.0009,43.6,43.7,,2014
666,A C I INFOCOM LTD.,20130331,12,IGAAP,7.8,,,,,7.8,3.3,4.4,3.4,-3.7,3.3,42.3077,165.0,,,5.7,110490900.0,,110.5,,,,1104.909,158.9,,165.0,74.8,90.2,200.75,0.3934,14.5574,0.0,-2.4,-2.1,,2012
666,A C I INFOCOM LTD.,20140331,12,IGAAP,5.4,,,,,5.4,1.5,2.7,2.2,-2.7,1.5,27.7778,174.3,,,13.7,110490900.0,,110.5,,,,1104.909,160.4,,174.3,57.4,116.9,169.65,0.1439,8.3165,0.0,-22.8,-22.2,,2013
666,A C I INFOCOM LTD.,20150331,12,IGAAP,21.6,17.5,0.2,0.2,,21.4,1.0,1.9,1.6,-2.2,0.8,3.7383,166.7,,,5.3,110490900.0,,110.5,,,,1104.909,161.4,,166.7,52.7,114.0,170.5,0.566,21.1132,0.0,-7.1,-6.6,,2014
771,CEINSYS TECH LTD.,20130331,12,IGAAP,578.1,573.0,,,,578.1,52.6,136.5,78.5,117.1,53.8,9.3063,758.0,166.3,118.3,366.1,3330000.0,,33.3,,,,33.3,169.4,352.6,758.0,301.6,456.4,,0.8238,1.0424,2.0815,-3.5,-2.8,,2012
771,CEINSYS TECH LTD.,20140331,12,IGAAP,775.7,766.6,,,,775.7,65.1,179.7,95.7,156.9,72.1,9.2948,968.6,238.2,188.9,412.0,6660000.0,,66.6,,,,66.6,217.0,515.2,968.6,338.5,630.1,863.3,0.6449,1.0664,2.3742,-85.6,-90.7,0.0,2013
771,CEINSYS TECH LTD.,20150331,12,IGAAP,985.2,978.1,,,,985.2,65.6,200.4,97.5,167.2,65.6,6.6585,1204.0,180.2,130.9,590.5,9060000.0,,90.6,,,,90.6,365.0,567.1,1204.0,345.9,858.1,1083.75,0.7037,1.1504,1.5537,-23.1,-20.6,96.0,2014
783,A D F FOODS LTD.,20130331,12,IGAAP,1421.3,1306.6,80.7,0.4,80.3,1340.6,155.9,302.7,196.5,153.3,82.0,6.1167,2042.5,78.0,1.5,330.1,22000000.0,,220.0,,,,220.0,1556.4,264.0,2042.5,864.0,1178.5,1874.0,1.8741,2.6846,0.1696,-2.0,26.9,87.8,2012
783,A D F FOODS LTD.,20140331,12,IGAAP,1479.1,1436.3,4.2,1.4,2.8,1474.9,124.5,275.1,180.0,159.4,120.7,8.1836,2158.3,90.5,0.3,273.5,22000000.0,,220.0,,,,220.0,1644.9,157.1,2158.3,951.1,1207.2,2100.4,1.8271,2.6288,0.0955,225.8,272.9,0.0,2013
783,A D F FOODS LTD.,20150331,12,IGAAP,1587.9,1498.6,21.1,3.6,17.5,1566.8,146.0,294.4,210.6,133.5,127.8,8.1568,2252.8,158.5,4.7,195.5,22000000.0,,220.0,,,,220.0,1758.0,85.3,2252.8,1049.6,1203.2,2205.55,1.9761,2.8549,0.0485,-12.9,38.3,,2014
830,A D S DIAGNOSTIC LTD.,20130331,12,IGAAP,56.5,55.9,,,,56.5,-1.1,2.6,-1.4,0.0,-1.1,-1.9469,64.1,1.0,,41.4,2297300.0,,23.0,,,,22.973,21.1,24.8,64.1,18.1,46.0,57.7,0.3548,1.019,1.1754,-6.5,-6.5,,2012
830,A D S DIAGNOSTIC LTD.,20140331,12,IGAAP,74.3,73.3,,,,74.3,0.4,13.1,1.1,2.4,0.4,0.5384,65.3,0.7,,41.7,2192800.0,,21.9,,,,21.928,21.5,20.0,65.3,21.2,44.1,64.7,0.4176,0.9397,0.9302,12.4,12.8,,2013
830,A D S DIAGNOSTIC LTD.,20150331,12,IGAAP,75.7,74.4,,,,75.7,0.8,16.3,1.9,5.4,1.0,1.3210,70.1,0.9,,46.3,2192800.0,,21.9,,,,21.928,21.4,22.0,70.1,29.3,40.8,67.7,0.3452,0.7845,1.028,10.5,11.7,,2014
912,A F ENTERPRISES LTD.,20130331,12,IGAAP,0.9,0.8,,,,0.9,0.1,0.1,0.1,0.0,0.1,11.1111,0.8,,,10.3,240000.0,,2.4,,,,2.4,-9.5,10.0,0.8,,0.8,0.6,0.0583,0.0777,,-0.1,-0.1,0.0,2012
912,A F ENTERPRISES LTD.,20140331,12,IGAAP,52.9,51.9,,,,52.9,0.1,0.3,0.3,-0.7,0.1,0.1890,57.2,,,28.9,4000000.0,,40.0,,,,40.0,28.2,3.2,57.2,0.1,57.1,29.0,0.9069,1.969,0.1135,0.3,0.3,37.6,2013
912,A F ENTERPRISES LTD.,20150331,12,IGAAP,105.6,103.5,,,,105.6,0.3,0.5,0.5,-1.6,0.3,0.2841,57.0,,,28.3,4000000.0,,40.0,,,,40.0,28.5,2.5,57.0,0.1,56.9,57.1,1.0596,1.9965,0.0877,4.2,4.3,,2014
1120,A I A ENGINEERING LTD.,20130331,12,IGAAP,16633.3,16448.8,13.6,9.5,4.1,16619.7,1691.0,3065.0,2450.4,2567.8,1678.6,10.1001,14308.4,1301.0,1054.5,1488.0,94320370.0,,188.6,,,,943.2037,10837.2,1470.5,14308.4,3981.8,10326.6,12867.2,2.8545,3.8667,0.1357,1654.4,2314.4,,2012
1120,A I A ENGINEERING LTD.,20140331,12,IGAAP,18762.5,18446.3,15.5,8.6,6.9,18747.0,2850.4,4735.6,4158.2,4367.8,3147.1,16.7872,16921.8,1133.2,867.2,1642.8,94320370.0,,188.6,,,,943.2037,13120.5,1172.5,16921.8,4987.9,11933.9,15615.1,3.067,3.9617,0.0894,3795.8,4905.8,,2013
1120,A I A ENGINEERING LTD.,20150331,12,IGAAP,22866.7,21504.4,4.5,0.3,4.2,22862.2,4145.7,6488.1,5752.4,4444.5,4143.1,18.1221,20245.2,884.6,550.8,1792.9,94320370.0,,188.6,,,,943.2037,16516.4,895.3,20245.2,6308.9,13936.3,18583.5,3.455,4.3127,0.0542,3246.9,5154.0,,2014
1144,A INFRASTRUCTURE LTD.,20130331,12,IGAAP,2396.5,2358.3,3.3,1.2,2.1,2393.2,15.3,227.3,23.4,104.4,14.6,0.6101,1829.0,255.3,153.8,1045.0,10845200.0,,108.5,,,,108.452,391.9,663.0,1829.0,605.1,1223.9,1619.2,0.2365,1.0572,1.6918,92.0,102.7,,2012
1144,A INFRASTRUCTURE LTD.,20140331,12,IGAAP,3031.1,3023.5,6.1,6.1,,3025.0,10.2,184.0,12.6,131.0,4.3,0.1421,1839.5,269.5,122.3,1052.5,10845150.0,,108.5,,,,108.4515,402.1,639.6,1839.5,560.2,1279.3,1724.8,0.2523,1.1056,1.5906,96.0,98.4,,2013
1144,A INFRASTRUCTURE LTD.,20150331,12,IGAAP,2945.3,2916.0,4.6,4.6,,2940.7,31.0,248.2,48.4,133.5,26.4,0.8977,2005.6,313.8,136.1,1135.5,10845150.0,,108.5,,,,108.4515,444.4,799.3,2005.6,624.3,1381.3,1844.75,0.2344,1.0966,1.7986,-93.2,-75.9,,2014
1317,A K CAPITAL SERVICES LTD.,20130331,12,IGAAP,1105.3,34.1,,,,1105.3,316.7,668.6,475.4,-418.5,321.0,29.0419,4826.9,341.7,289.4,735.8,6600000.0,,66.0,,,,66.0,2886.2,965.5,4826.9,3081.0,1745.9,4747.55,1.0452,1.0452,0.3345,348.9,492.8,,2012
1317,A K CAPITAL SERVICES LTD.,20140331,12,IGAAP,975.6,8.2,,,,975.6,202.9,552.2,308.2,-430.1,205.5,21.0640,5393.8,1256.3,283.0,1047.6,6600000.0,,66.0,,,,66.0,3042.8,1271.7,5393.8,4014.8,1379.0,5110.35,1.1862,1.1862,0.4179,220.7,358.6,,2013
1317,A K CAPITAL SERVICES LTD.,20150331,12,IGAAP,979.4,27.9,2.7,2.7,,976.7,183.1,490.6,279.7,-484.0,182.8,18.7161,5518.4,59.8,0.0,1877.2,6600000.0,,66.0,,,,66.0,3173.4,1807.5,5518.4,3053.8,2464.6,5456.1,1.0439,1.0439,0.5696,164.4,240.9,,2014
1464,S M S TECHSOFT (INDIA) LTD.,20130331,12,IGAAP,5.9,4.8,,,,5.9,0.1,1.6,0.1,-1.0,0.1,1.6949,344.0,0.1,,,30572000.0,,350.6,,,,305.72,343.8,,344.0,338.4,5.6,343.95,56.0,56.0,0.0,1.5,1.6,0.0,2012
1464,S M S TECHSOFT (INDIA) LTD.,20140331,12,IGAAP,2.0,2.0,,,,2.0,-0.1,1.3,-0.1,-0.1,-0.1,-5.0000,343.9,0.1,,,30572000.0,,350.6,,,,305.72,343.7,,343.9,334.5,9.4,343.95,94.0,94.0,0.0,1.3,1.3,,2013
1464,S M S TECHSOFT (INDIA) LTD.,20150331,12,IGAAP,,,,,,,-66.8,0.0,-62.4,-62.4,-66.8,ER,281.5,4.5,,,350572000.0,,350.6,,,,3505.72,276.9,,281.5,272.1,9.4,312.7,94.0,94.0,0.0,0.0,0.0,,2014
1570,A K S CREDITS LTD.,20130331,12,IGAAP,,,,,,,,,,,,0,179.0,79.4,76.3,,11000000.0,,110.0,,,,110.0,99.6,76.3,179.0,178.7,0.3,185.75,,,0.7661,,,,2012
1570,A K S CREDITS LTD.,20140331,12,IGAAP,0.1,0.1,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0000,154.6,55.0,52.4,,11000000.0,,110.0,,,,110.0,99.6,52.4,154.6,154.6,,166.8,,,0.5261,,,,2013
1570,A K S CREDITS LTD.,20150331,12,IGAAP,0.2,0.2,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0000,154.6,55.0,52.4,,11000000.0,,110.0,,,,110.0,99.6,52.4,154.6,154.4,0.2,154.6,,,0.5261,,,,2014
1621,A K SPINTEX LTD.,20130331,12,IGAAP,335.5,335.2,,,,335.5,0.6,28.8,2.7,12.9,0.6,0.1788,331.2,165.8,147.0,66.2,5031750.0,,50.3,,,,50.3175,99.2,152.2,331.2,168.2,163.0,313.5,1.2009,1.9637,1.5343,-2.8,2.4,,2012
1621,A K SPINTEX LTD.,20140331,12,IGAAP,398.7,395.7,,,,398.7,4.3,40.6,5.1,21.0,4.3,1.0785,349.4,90.3,73.4,155.7,5031750.0,,50.3,,,,50.3175,103.4,155.2,349.4,171.4,178.0,340.3,0.7938,1.1355,1.501,37.3,40.0,,2013
1621,A K SPINTEX LTD.,20150331,12,IGAAP,445.0,442.1,,,,445.0,1.2,42.7,3.2,18.3,1.2,0.2697,348.5,87.1,72.0,157.6,5031750.0,,50.3,,,,50.3175,103.8,152.2,348.5,160.7,187.8,348.95,0.8769,1.1916,1.4663,34.7,38.5,,2014
2015,A N G INDUSTRIES LTD.,20130331,12,IGAAP,1449.6,1440.5,4.7,4.7,0.0,1444.9,-122.3,196.1,-114.8,103.0,-126.7,-8.7688,2817.3,424.9,386.7,1465.3,15315000.0,,153.2,,,,153.15,870.4,1374.3,2817.3,1234.9,1582.4,2867.65,0.3549,0.9969,1.5789,-184.2,-159.7,4.5,2012
2015,A N G INDUSTRIES LTD.,20140331,12,IGAAP,1612.5,1604.3,,,,1612.5,-35.5,252.4,-42.2,159.1,-34.5,-2.1395,3090.0,457.2,425.6,1736.1,15590000.0,,155.9,,,,155.9,828.6,1539.6,3090.0,1210.0,1880.0,2897.4,0.4123,1.0199,1.8581,,,0.0,2013
2080,A N S INDS. LTD.,20130331,12,IGAAP,42.0,41.4,,,,42.0,5.3,12.6,5.5,5.9,5.3,12.6190,191.3,,,40.8,9255600.0,,92.6,,,,92.556,150.5,23.6,191.3,126.0,65.3,186.35,0.6054,1.527,0.1568,-11.1,-11.1,,2012
2080,A N S INDS. LTD.,20140331,12,IGAAP,60.4,60.0,,,,60.4,-0.6,7.5,-0.9,8.5,7.1,11.7550,182.1,7.0,1.4,24.4,9255600.0,,92.6,,,,92.556,149.9,23.1,182.1,120.0,62.1,186.7,0.6429,2.1865,0.1541,1.2,1.2,,2013
2248,A P M INDUSTRIES LTD.,20130331,12,IGAAP,2936.0,2901.6,2.9,1.0,1.9,2933.1,220.6,411.3,330.7,328.3,217.7,7.4222,2131.9,193.6,109.8,359.7,22217080.0,,44.4,,,,222.1708,858.2,321.9,2131.9,1311.4,820.5,1374.7,0.6956,1.9946,0.3751,210.4,314.8,,2012
2248,A P M INDUSTRIES LTD.,20140331,12,IGAAP,3078.7,3025.3,3.8,3.8,0.0,3074.9,214.2,408.2,332.7,309.1,211.3,6.8718,2174.5,162.6,72.9,288.9,22217080.0,,44.4,,,,222.1708,1021.7,165.6,2174.5,1362.3,812.2,1488.8,0.8808,2.4512,0.1621,322.2,440.6,,2013
2248,A P M INDUSTRIES LTD.,20150331,12,IGAAP,3163.8,3112.9,0.9,0.9,,3162.9,188.5,336.1,287.7,256.5,188.6,5.9629,2330.5,134.1,36.2,351.6,22217080.0,,44.4,,,,222.1708,1138.7,145.5,2330.5,1520.6,809.9,1598.1,0.7288,1.985,0.1278,299.6,393.6,,2014
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20130331,12,IGAAP,1166.5,1159.8,0.1,0.1,0.0,1166.4,-33.3,28.7,-42.8,-23.1,-30.8,-2.6406,1077.5,240.2,150.7,404.4,6048000.0,,60.5,,,,60.48,406.0,182.2,1077.5,552.6,524.9,1028.0,0.7539,1.0985,0.4488,15.7,16.3,,2012
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20140331,12,IGAAP,1734.8,1728.1,4.8,4.8,0.0,1730.0,-48.2,32.2,-48.2,-28.3,-53.0,-3.0636,1305.0,239.4,150.3,682.7,6048000.0,,60.5,,,,60.48,357.8,251.6,1305.0,522.2,782.8,1191.25,0.6768,1.0062,0.7032,-69.6,-68.2,,2013
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20150331,12,IGAAP,1761.4,1752.7,3.2,3.1,0.1,1758.2,-37.2,45.6,-37.2,-1.8,-21.8,-1.2399,1369.0,278.4,199.9,751.8,6048000.0,,60.5,,,,60.48,309.5,258.7,1369.0,528.2,840.8,1337.0,0.5834,0.9595,0.8359,122.0,123.8,,2014
2448,A R C FINANCE LTD.,20130331,12,IGAAP,0.3,,,,,0.3,-0.7,-0.5,-0.7,-1.0,-0.7,-233.3333,9.2,0.8,,,495000.0,,5.0,,,,4.95,8.4,,9.2,8.1,1.1,9.6,,,0.0,-0.7,-0.7,,2012
2448,A R C FINANCE LTD.,20140331,12,IGAAP,0.7,0.1,,,,0.7,-0.1,0.0,-0.1,-0.3,0.3,42.8571,9.3,0.8,,0.2,495000.0,,5.0,,,,4.95,8.3,0.1,9.3,7.9,1.4,9.25,7.0,7.0,0.012,,,,2013
2448,A R C FINANCE LTD.,20150331,12,IGAAP,28.7,,,,,28.7,-2.9,26.8,-1.7,-6.2,-2.2,-7.6655,508.4,1.2,,0.4,50495000.0,,505.0,,,,504.95,505.6,,508.4,0.4,508.0,258.85,45.0,315.8125,0.0,-431.4,-431.3,500.0,2014
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20130331,12,IGAAP,24.4,,,,,24.4,9.6,19.5,8.2,-10.0,9.6,39.3443,118.9,19.9,17.4,22.6,61881.0,,6.2,,,,0.6188,73.5,30.1,118.9,87.4,31.5,121.1,1.2353,1.2353,0.4095,6.7,7.3,,2012
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20140331,12,IGAAP,35.1,,,,,35.1,18.9,27.8,19.5,-11.9,18.9,53.8462,132.5,17.1,14.0,22.5,61881.0,,6.2,,,,0.6188,90.0,27.2,132.5,84.4,48.1,125.7,1.8228,1.8858,0.3022,3.0,4.6,,2013
2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,20150331,12,IGAAP,56.9,1.0,0.1,0.1,,56.8,43.2,52.8,42.6,-8.0,43.1,75.8803,198.9,39.8,36.4,25.4,61881.0,,6.2,,,,0.6188,130.8,53.1,198.9,112.1,86.8,165.7,2.8481,3.0636,0.406,5.1,6.8,,2014
2717,DISH T V INDIA LTD.,20130331,12,IGAAP,22886.8,20071.5,712.4,712.4,,22174.4,-657.5,6922.5,-657.5,-1995.9,-1176.6,-5.3061,31557.2,10091.8,8460.2,16463.8,1064885175.0,,1064.9,,,,10648.8517,-1561.3,16455.5,31557.2,21625.6,9931.6,28953.35,0.2928,0.3191,,6140.0,6222.2,42.8,2012
2717,DISH T V INDIA LTD.,20140331,12,IGAAP,25879.3,23920.4,177.5,177.5,,25701.8,-1542.1,5757.8,-1542.1,-501.8,-47.2,-0.1836,27737.8,8851.2,7791.1,13607.2,1064954765.0,,1065.0,,,,10649.5477,-3089.2,14241.2,27737.8,21494.7,6243.1,29643.25,0.1897,0.2181,,7078.2,7138.4,3.0,2013
2717,DISH T V INDIA LTD.,20150331,12,IGAAP,27426.3,26069.7,4.0,4.0,,27422.3,10.1,7901.7,10.1,642.0,240.8,0.8781,31577.9,248.2,0.0,23779.2,1065571585.0,,1065.6,,,,10655.7159,-3299.4,15050.4,31577.9,23721.7,7856.2,29567.2,0.1368,0.1853,,7735.0,7801.7,34.6,2014
2773,ANIL SPECIAL STEEL INDS. LTD.,20130331,12,IGAAP,1605.7,1602.6,,,,1605.7,3.2,87.2,4.0,47.7,3.3,0.2055,1513.2,315.5,299.3,693.3,25571788.0,,255.7,,,,255.7179,467.5,713.3,1513.2,877.2,636.0,1359.05,0.2598,0.7844,1.5258,234.3,234.0,,2012
2773,ANIL SPECIAL STEEL INDS. LTD.,20140331,12,IGAAP,3291.1,3048.1,239.0,7.3,231.7,3052.1,49.1,287.3,59.6,20.7,-87.9,-2.8800,1672.5,140.7,113.6,985.4,25571788.0,,255.7,,,,255.7179,516.9,808.3,1672.5,710.4,962.1,1568.95,0.3883,0.8721,1.5637,-150.9,-150.1,,2013
